sku,url,neck,family,glass,capacityMl,sha256,hasPurchase,stockUnavailable,error
GBCrclFrst100RdcrIvyLthr,https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-reducer-ivory-faux-leather-cap,18-415,,Frosted,100,66c385a67119e1be56c53e2d7bd46263501d99c4d902b7849ab306a832cffc46,True,False,
GBElg15RollGlMatt,https://www.bestbottles.com/product/elegant-design-15-ml-glass-bottle-plastic-roller-ball-plug-matte-gold-cap,13-415,,Clear,15,92c20ad02c009abefd7ebc0cbc45603e0c80b357a5c3a026973de8184dccc245,True,False,
GBSlm30SpryMtSl,https://www.bestbottles.com/product/slim-design-30-ml-glass-bottle-matte-silver-spray-pump-and-cap,18-415,,Clear,30,ac260210209290e61b56ef5523a73d1d4a8e937e07675505e60f763a85d0fbb7,True,False,
GBSlk50AnSpTslGl,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar,18-415,,Clear,50,9df147b4ff2baa578614609842b1f32e50c178eda64ab50466be9a3c08758d28,True,False,
LBRndFrst128LtnShnSl,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-shiny-silver-lotion-pump-and-cap,18-415,,Frosted,128,0e1d611b4597fcbe75e3078612709b2fcfab849fea6402a75f8edc36cd054da8,True,False,
GBCrclFrst100RdcrPnkLthr,https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-reducer-pink-faux-leather-cap,18-415,,Frosted,100,94be90b419e0e287320f90023304924cade9edb84b43451e6efab73f38d770c7,True,False,
GBElgFrst15RollSlDot,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-plastic-roller-ball-plug-silver-cap-with-dots,13-415,,Frosted,15,9038c644647e8c05bb4ddda1324083261d3034842a9fbf095a4ae9b14d71b3dc,True,False,
GBSlm30SpryShnSl,https://www.bestbottles.com/product/slim-design-30-ml-glass-bottle-shiny-silver-spray-and-cap,18-415,,Clear,30,e33764567e645fd2d360c6521dda966b726c341887b7873f90df54ea52b5637f,True,False,
GBSlm50AnSpPnk,https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap,18-415,,Clear,50,07a7ae313300084ab037c2fcb7e6662669bd40ad252174193310b13dde687992,True,False,
LBRndFrst128LtnCu,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-matte-copper-lotion-pump-and-cap,18-415,,Frosted,128,d1793f5e3c431d80fdfa9eef5fbb2aa1d2d9def5afb438d1939d737775940367,True,False,
GBCrclFrst100RdcrShnBlkTall,https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-reducer-tall-black-shiny-cap,18-415,,Frosted,100,74505e41b30921d2311ebfa3d622d2283a2e24a1d4cd36ead0da5753b72af272,True,False,
GBCyl5SpryBlkMatt,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-matte-black-spray,13-415,Cylinder,Clear,5,7ea433d3293a200b9a0b3075c598e3a43299d4e5afa3057ed0ab589e4e1c3017,True,False,
GBElgFrst15RollPinkDot,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-plastic-roller-ball-plug-pink-cap-with-dots,13-415,,Frosted,15,fb1af335d1ef31259cb1c7c384016e443d356ee53bdbcdbc3c3a6473dd2136ba,True,False,
GBSlm30SpryShnGl,https://www.bestbottles.com/product/slim-design-30-ml-glass-bottle-shiny-gold-spray-pump-and-cap,18-415,,Clear,30,58de0af4b03d203ca8fbfd2fa7d280ef44df9d8dccc235dd14454095bef0c107,True,False,
GBSlm50AnSpGl,https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap,18-415,,Clear,50,55c5fa25b88c6bafa6c60e7ff0b685d1c5e49d51485fd4569211eaf2da8de657,True,False,
GBCrclFrst100RdcrShnBlk,https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-reducer-black-shiny-cap,18-415,,Frosted,100,fe701c756d1974e21352280097f290a12ba4c21145f8ce4d36d8065a4de1fccf,True,False,
GBElgFrst15RollSlMatt,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-plastic-roller-ball-plug-matte-silver-cap,13-415,,Frosted,15,c5a3dde2e96b3b439abd77a3a8c85cac731be4471a8fc3e20936d4b53969e017,True,False,
GBSlm30SpryMtGl,https://www.bestbottles.com/product/slim-design-30-ml-glass-bottle-matte-gold-spray-pump-and-cap,18-415,,Clear,30,595fd0f411f1564b786b08b0fa8b69ff74e4717c98e9dfe6efaf30c5b150776c,True,False,
GBSlm50AnSpLvn,https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap,18-415,,Clear,50,f1eddc3cade4b41ad130b2bbaed9bf7a40a47c98a730b2d4983a6561b58c314a,True,True,
GBCrclFrst100RdcrBrwnLthr,https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-reducer-brown-faux-leather-cap,18-415,,Frosted,100,4267071440b1c795a30e8810bf4f24c9d0e0b0af664035c4299cec031719700d,True,False,
GBDiva46SpryMtGl,https://www.bestbottles.com/product/diva-design-46-ml-glass-bottle-matte-gold-spray-pump-and-cap,18-415,,Clear,46,94d55bf36ed06f25fb6ca0f4e609e46e3a2ef49b244645098aa4ef09ee6b74fd,True,False,
GBSlm50AnSpIvyGl,https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap,18-415,,Clear,50,ad7abc9dcfce582ef2b4e8f8529c14d7d66a028e72cd0c718c9414dcf591357b,True,True,
GBSleek5SpryBlkMatt,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-matte-black-spray,13-415,,Clear,5,6bb997cbeef970f2c6eb08370c3d004dc1cab42960842472da182bc4a56bd42d,True,False,
GBElgFrst15RollGlSh,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-plastic-roller-ball-plug-shiny-gold-cap,13-415,,Frosted,15,efaf6283f047c05df374eeeb52f6cc3f7f51ad8e158b4569240d0035348bd1f3,True,False,
GBCrclFrst100RdcrLBrwnLthr,https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-reducer-light-brown-faux-leather-cap,18-415,,Frosted,100,a6da431a197e6a01b429faee52e05600d7d0f473b93d57d4650a580054217643,True,False,
GBDiva46SpryShnGl,https://www.bestbottles.com/product/diva-design-46-ml-glass-bottle-shiny-gold-spray-pump-and-cap,18-415,,Clear,46,6667d317bcdf7175a28cb029c79c6659fe2250d35ecd79cb7a290202266bb0df,True,False,
GBSlm50AnSpRed,https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap,18-415,,Clear,50,874f00805b8b3f602c04b27f92016ba659c8730b776a91f8dcf635826a368691,True,True,
GBCrclFrst100RdcrMtSlTall,https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-reducer-tall-silver-matte-cap,18-415,,Frosted,100,5c8a670b4dbdcddc3dc11a91ba8df0893cd1c71b9fefbd0c56123ac5753d6a1f,True,False,
GBTulipAmb5SpryBlkMatt,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-matte-black-spray,13-415,,Amber,5,6b5d86e3e38590ccbe25c0aa6caf27becbeaff05dd672d0d203b313918b39172,True,False,
GBCyl5Sl,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-shiny-silver-cap,13-415,Cylinder,Clear,5,b6b485c46e8a386252b4a19e19361749d3fed211f1ba1ce2ddd28e0eb8e58468,True,False,
GBElgFrst15RollSlSh,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-plastic-roller-ball-plug-shiny-silver-cap,13-415,,Frosted,15,5a2377c7bc19f6143dc570dd84dd3fb64e6447d276419c9bca4e916626fbc609,True,False,
GBDiva46SpryShnBlk,https://www.bestbottles.com/product/diva-design-46-ml-glass-bottle-shiny-black-spray-pump-and-cap,18-415,,Clear,46,ec6cdae7e91fe40a0f93f4fd616b4f8a6a340b46669616ac5cc7fbbe286ff0de,True,False,
GBSlm50AnSpMtSl,https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap,18-415,,Clear,50,3abbc8a902ff77653ac474708e3a50bd6a5b4b691cc3a22229f45f7407e50e21,True,False,
GBCyl5Gl,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-shiny-gold-cap,13-415,Cylinder,Clear,5,d01190e02ed3029ccf771ad93a01779f85ac03cd5d0693d6be68520907253e08,True,False,
GBCrclFrst100RdcrMtSl,https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-reducer-silver-matte-cap,18-415,,Frosted,100,e93da2649a79222593497c55162103cf17783939503030eaf97d308a8ac926fc,True,False,
GBElgFrst15RollCuMatt,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-plastic-roller-ball-plug-matte-copper-cap,13-415,,Frosted,15,1d1a75da70506713f30df935c4e0e1acf4298bacb56c269b81901cdd11100c46,True,False,
GBDiva46SpryMtSl,https://www.bestbottles.com/product/diva-design-46-ml-glass-bottle-matte-silver-spray-pump-and-cap,18-415,,Clear,46,5d118fcf0a283410347d0334b40081b853bcb128e96c9926b6f7dfff70395b59,True,False,
GBSlm50AnSpWht,https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap,18-415,,Clear,50,fb88cfad33228f0f0bd611f49a5934f421de89b4b3007eeff03a75fa7938f361,True,False,
GBSleek8SpryBlkMatt,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-matte-black-spray,13-415,,Clear,8,937fcec40123017670ad0e19e6068989a559f226df1acf6754566c862f607e0f,True,False,
GBCrclFrst100RdcrWht,https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-reducer-white-cap,18-415,,Frosted,100,55dbe66bd82047545ec9dd7bc337a5c391bd669fc39081b3de067f0eb9408abd,True,False,
GBElgFrst15RollBlkSh,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-plastic-roller-ball-plug-black-shiny-cap,13-415,,Frosted,15,3dbc4550c8d86f518785864b521f459f7f9449f90c2d9dd48ad70dd715066b26,True,False,
GBDiva46SpryShnSl,https://www.bestbottles.com/product/diva-design-46-ml-glass-bottle-shiny-silver-spray-and-cap,18-415,,Clear,46,f2f84f9e270e0f63eb827a970f0ce446cb1e23e0d6db05c5e7a69bb2a87feb8e,True,False,
GBSlm50AnSpIvySl,https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap,18-415,,Clear,50,60c08ac63e8f2533585f4d7a627fb19fd9d0eed44e748807e50b8361e4bbb4c0,True,False,
GBCyl9SpryBlk,https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-sprayer-black-trim-and-cap,17-415,Cylinder,Clear,9,4d34bd3f814ea542e4167262a0cf664d71f25489ef3fb3a253edf1f653ec615b,True,False,
GBCyl100RdcrShnGl,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-reducer-shiny-gold-cap,18-415,Cylinder,Clear,100,97154e5a6ae4bdb5e427f50fc706416c14ec11fa646a4fb936a833def17c8584,True,False,
GBFlair15RollSlDot,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-plastic-roller-ball-plug-silver-cap-with-dots,13-415,,Clear,15,5dc97eb2f244d52d362bd0f966c377b2bacd2e4c01a4c141866e5d156d9df869,True,False,
GBDivaFrst46SpryMtGl,https://www.bestbottles.com/product/diva-design-46-ml-frosted-glass-bottle-matte-gold-spray-pump-and-cap,18-415,,Frosted,46,702dafeafc68eec0e32e1aa17b9660038243907561731fe865963acb93159c3a,True,False,
GBSlm50AnSpTslGl,https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar,18-415,,Clear,50,bb4f1182c70567e489108786cd035d337a93d4e2b716dfb58f15b285c36f8167,True,False,
GBCylAmb9SpryBlk,https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-sprayer-black-trim-and-cap,17-415,Cylinder,Amber,9,e25f42499e68614a10e20cb056eb1bbd2b1aef57e2fd6af479903c71e0a2784f,True,False,
GBCyl100RdcrShnBlkTall,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-reducer-tall-black-shiny-cap,18-415,Cylinder,Clear,100,f84e55ab39e69429b8de97b13cfe678777beac28a8db565f4e51415ca8501c28,True,False,
GBFlair15RollSlMatt,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-plastic-roller-ball-plug-matte-silver-cap,13-415,,Clear,15,2b1ceec95f67a747a8526ba914a56b9c60bc912878aa406d244942c4525761e0,True,False,
GBDivaFrst46SpryShnGl,https://www.bestbottles.com/product/diva-design-46-ml-frosted-glass-bottle-shiny-gold-spray-pump-and-cap,18-415,,Frosted,46,5f54656fab753ee6dd04fbe40ad33608a24341845e1bde6ece8dfe1b349f89a0,True,False,
GBSlm50AnSpTslIvyGl,https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar,18-415,,Clear,50,97a954a11a8bd49056fadb21bfaeb00886e5c3ea4da1c122864441d415e37810,True,False,
GBCylBlu5Sl,https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-shiny-silver-cap,13-415,Cylinder,Cobalt Blue,5,e5a15d93656fb5b29b44686f535c7306fd253a404e3b45455b5efb0ae6688a22,True,False,
GBCyl100RdcrShnBlk,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-reducer-black-shiny-cap,18-415,Cylinder,Clear,100,cfd5098e2b6427c3f0fe20bc04813c3e49ec124e2ae3406c2e794e5099988226,True,False,
GBFlair15RollSlSh,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-plastic-roller-ball-plug-shiny-silver-cap,13-415,,Clear,15,3c3f47c6fab767ed766498cd77055a8e8030a0bc9b9ce0fed0ff0e0625dc1288,True,False,
GBDivaFrst46SpryShnBlk,https://www.bestbottles.com/product/diva-design-46-ml-frosted-glass-bottle-shiny-black-spray-pump-and-cap,18-415,,Frosted,46,437a24ed11762d10faba141503b43a4fe66cb6dbe1693fc95a1b8902684d17da,True,False,
GBSlm50AnSpTslLvn,https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar,18-415,,Clear,50,f95ddee78f04f063694a6c44e96f3f00f28ec8094dc0c9da260b98d4c816b149,True,False,
GBFlair15RollBlkSh,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap,13-415,,Clear,15,a7ba9b2c8b5a44a6c564d91d9354955875de611534d0f5426edc507e6175e1cf,True,False,
GBCylBlu9SpryBlk,https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-sprayer-black-trim-and-cap,17-415,Cylinder,Cobalt Blue,9,683820f4bd1bb93236720fe089dd755c3d2f747d816ef3de040480b7d945bf7b,True,False,
GBCylBlu5WhtSht,https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-short-white-cap,13-415,Cylinder,Cobalt Blue,5,6cc69c9b06b9781db7432ba23b6a2d75a25cfd2fa01e809dff83a1d301ad22e8,True,False,
GBCyl100RdcrBrwnLthr,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-reducer-brown-faux-leather-cap,18-415,Cylinder,Clear,100,41bf71196d8f418e615bd576b541337e039e28ea53203fe66eabbb26d4c3a468,True,False,
GBDivaFrst46SpryMtSl,https://www.bestbottles.com/product/diva-design-46-ml-frosted-glass-bottle-matte-silver-spray-pump-and-cap,18-415,,Frosted,46,6725e3558aa9179528e3644d465c1be9fa593261d1beab4c021e5c266e220d87,True,False,
GBSlm50AnSpTslPnk,https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar,18-415,,Clear,50,98c7e120134e47d4e26fff8983b9919e667549b1d4be36f8d4fb964ebe932a25,True,False,
GBFlair15RollCuMatt,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-plastic-roller-ball-plug-matte-copper-cap,13-415,,Clear,15,1d5bc74594fe63dbcf19e4896daa771375ee94c78ec872baed42750b74110251,True,False,
GBCylFrst9SpryBlk,https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-sprayer-black-trim-and-cap,17-415,Cylinder,Frosted,9,8cf2f353581eebc798f7e64f79011a2d3a86a70e6cd6422bcd5def861a3bf13b,True,False,
GBCylBlu5Gl,https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-shiny-gold-cap,13-415,Cylinder,Cobalt Blue,5,16aff38f7090784df43c375820d04aa790960705e4b1bec488f22bb2f135e656,True,False,
GBCyl100RdcrLBrwnLthr,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-reducer-light-brown-faux-leather-cap,18-415,Cylinder,Clear,100,8e67367d2e74a2eff93034c3bb458c06657f64f7739d786b9a4c70cca21157b6,True,False,
GBDivaFrst46SpryShnSl,https://www.bestbottles.com/product/diva-design-46-ml-frosted-glass-bottle-shiny-silver-spray-and-cap,18-415,,Frosted,46,d9d74e89b01280263857538c17738158af4ab83d2a645913eef1ce535463580f,True,False,
GBSlm50AnSpTslIvySl,https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar,18-415,,Clear,50,4c09fa3f678761961dc29b2c03f1725e050c067c5e2ce05424069f14e8238871,True,False,
GBCyl100RdcrShnSl,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-reducer-shiny-silver-cap,18-415,Cylinder,Clear,100,bff4e1f069fda0214cb63b9276116bde7bc4e87eb2f379818a862ab392e38ba9,True,False,
GBFlair15RollGlMatt,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-plastic-roller-ball-plug-matte-gold-cap,13-415,,Clear,15,b063e27c55fe7cd5bb4ae2d03960217cdc7b0264dc4d21527f8962bf83f44712,True,False,
GBCrcl50SpryMtSl,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-matte-silver-spray-pump-and-cap,18-415,,Clear,50,597c35aa64f80bba212d1629264423e9d69ee50f2f4eaa876e91913e102111c5,True,False,
GBSlm50AnSpTslRed,https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar,18-415,,Clear,50,e75e32be956deb70a68996435b74c13f9274c2110e73bcbc032218ec698781e6,True,False,
GBCyl100RdcrMtSlTall,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-reducer-tall-silver-matte-cap,18-415,Cylinder,Clear,100,366bebe50a9fe7c979ff8fb8bd742abdff13a634bcbbcdcd5c1fa75592da8931,True,False,
GBFlair15RollGlSh,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-plastic-roller-ball-plug-shiny-gold-cap,13-415,,Clear,15,08e5b277b51e5e5b2d02bdef2bb9105b6c61be7826317043ea5415b7010fca3f,True,False,
GBTallCyl9SpryBlkMatt,https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-matte-black-spray,13-415,Cylinder,Clear,9,740d64c0b8b71faaf6a0e4c683e451159b6fe5c1ae957cb549d0908854779372,True,False,
GBCrcl50SpryMtGl,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-matte-gold-spray-pump-and-cap,18-415,,Clear,50,32150c763c4774ff4e71e9c339f7c70a7162b4e676dd0974c25fa643659fd4ed,True,False,
GBSlm50AnSpTslWht,https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar,18-415,,Clear,50,599b63c1e8dab8c0e86bcff67e72b6ea32b78550abcd37403a0509aca3001b16,True,False,
GBCyl100RdcrMtSl,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-reducer-silver-matte-cap,18-415,Cylinder,Clear,100,ec7a2758de01ca505bc2939388b2923ea77e52f715764ecb431aadea3fec9c14,True,False,
GBFlair15RollPinkDot,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-plastic-roller-ball-plug-pink-cap-with-dots,13-415,,Clear,15,e3145309c29f1849c19028391de6fac23272cb88bcd68be6174c1513dfa5df2a,True,False,
GBTallCylFrst9SpryBlkMatt,https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-matte-black-spray,13-415,Cylinder,Frosted,9,a25ee30d614778c402458a203865053be84e77eb85f22306058eef8ee1feb4aa,True,False,
GBCrcl50SpryShnGl,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-shiny-gold-spray-pump-and-cap,18-415,,Clear,50,14d8509afd26914d479897dd0e273abca36d6473bfc401c6ff315d9ddae6271a,True,False,
GBSlm50AnSpTslMtSl,https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar,18-415,,Clear,50,3dccaf380e5599a1d0c00f0b2a7dbb60cd2e7bdbe3996d98b484ec88b1a00bc0,True,False,
GBCyl100RdcrWht,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-reducer-white-cap,18-415,Cylinder,Clear,100,2e638f5a7db0f33ed76b0bead59a76e7abba004d6a532e0e19b877c64768f97a,True,False,
GBCrcl50SpryShnBlk,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-shiny-black-spray-pump-and-cap,18-415,,Clear,50,c89d8231f40b062c6e82379639c712b521f0515047010bf12b1becaf4478161e,True,False,
GBGrce55AnSpGl,https://www.bestbottles.com/product/grace-design-55-ml-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap,18-415,,Clear,55,d2aa28a8b6c914f0ac78fdf8f75d3f819b71046936a5c6d967c7094cd1b6e822,True,False,
GBCyl100RdcrIvyLthr,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-reducer-ivory-faux-leather-cap,18-415,Cylinder,Clear,100,3aa88c26be08dc3dab93d0168e738a898597d3a8196e832e994f30788c2cd862,True,False,
GBSleek5Gl,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-shiny-gold-cap,13-415,,Clear,5,37df1a5ae46bb66ad55af61cf752179077e098fca3c09524688bf593614777da,True,False,
GBCrcl50SpryShnSl,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-shiny-silver-spray-and-cap,18-415,,Clear,50,248b4c0059661a3816a42d97a18d427b8b19764e5210afb0912d3a7f6d69ad1d,True,False,
GBGrce55AnSpLvn,https://www.bestbottles.com/product/grace-design-55-ml-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap,18-415,,Clear,55,e98e6f78c49dc7f91ddbcf8011a41fba9f75dd6b743a69fd7b2fba0eae31e3a7,True,True,
GBCyl100RdcrPnkLthr,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-reducer-pink-faux-leather-cap,18-415,Cylinder,Clear,100,219959130cf3cb42b42ba226880842b2f60b1fda1cea3a571b51457f4c763838,True,False,
