sku,family,capacityMl,glass,neck,fitment,finish,visible,blockers,componentSku,componentIfPublicationIgnored,componentSellableReason,assemblySellableReason,visibleIfStandalonePublicationIgnored,sourceUrl
"GBDiva46AnSpPnk","Diva","46","Clear","18-415","Vintage Bulb Sprayer","Pink","false","media_or_configuration_invalid","CP18-415AnSpPnk","CP18-415AnSpPnk","","","false","https://www.bestbottles.com/product/diva-design-46-ml-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBDiva46AnSpGl","Diva","46","Clear","18-415","Vintage Bulb Sprayer","Gold","false","media_or_configuration_invalid","AnSp18-415Gl","AnSp18-415Gl","","","false","https://www.bestbottles.com/product/diva-design-46-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBDiva46AnSpIvyGl","Diva","46","Clear","18-415","Vintage Bulb Sprayer","Ivory Gold","false","media_or_configuration_invalid","AnSp18-415IvyGl","AnSp18-415IvyGl","","","false","https://www.bestbottles.com/product/diva-design-46-ml-glass-bottle-ivory-vintage-style-sprayer-shiny-gold-collar-cap"
"GBDiva46AnSpRed","Diva","46","Clear","18-415","Vintage Bulb Sprayer","Red","false","media_or_configuration_invalid","AnSp18-415Red","AnSp18-415Red","","","false","https://www.bestbottles.com/product/diva-design-46-ml-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBDiva46AnSpIvySl","Diva","46","Clear","18-415","Vintage Bulb Sprayer","Ivory Silver","false","media_or_configuration_invalid","AnSp18-415IvySl","AnSp18-415IvySl","","","false","https://www.bestbottles.com/product/diva-design-46-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBDiva46AnSpMtSl","Diva","46","Clear","18-415","Vintage Bulb Sprayer","Matte Silver","false","media_or_configuration_invalid","AnSp18-415MtSl","AnSp18-415MtSl","","","false","https://www.bestbottles.com/product/diva-design-46-ml-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap"
"GBDiva46AnSpWht","Diva","46","Clear","18-415","Vintage Bulb Sprayer","White","false","media_or_configuration_invalid","AnSp18-415Wht","AnSp18-415Wht","","","false","https://www.bestbottles.com/product/diva-design-46-ml-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBDiva46AnSpTslIvyGl","Diva","46","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory Gold","false","media_or_configuration_invalid","AnSpTsl18-415IvyGl","AnSpTsl18-415IvyGl","","","false","https://www.bestbottles.com/product/diva-design-46-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBDiva46AnSpTslPnk","Diva","46","Clear","18-415","Vintage Bulb Sprayer with Tassel","Pink","false","media_or_configuration_invalid","AnSpTsl18-415Pnk","AnSpTsl18-415Pnk","","","false","https://www.bestbottles.com/product/diva-design-46-ml-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBDiva46AnSpTslLvn","Diva","46","Clear","18-415","Vintage Bulb Sprayer with Tassel","Lavender","false","media_or_configuration_invalid","AnSpTsl18-415Lvn","AnSpTsl18-415Lvn","","","false","https://www.bestbottles.com/product/diva-design-46-ml-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBDiva46AnSpTslGl","Diva","46","Clear","18-415","Vintage Bulb Sprayer with Tassel","Gold","false","media_or_configuration_invalid","CP18-415AnSpTslGl","CP18-415AnSpTslGl","","","false","https://www.bestbottles.com/product/diva-design-46-ml-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBDiva46AnSpTslIvySl","Diva","46","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory Silver","false","media_or_configuration_invalid","AnSpTsl18-415IvySl","AnSpTsl18-415IvySl","","","false","https://www.bestbottles.com/product/diva-design-46-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBDiva46AnSpTslRed","Diva","46","Clear","18-415","Vintage Bulb Sprayer with Tassel","Red","false","media_or_configuration_invalid","AnSpTsl18-415Red","AnSpTsl18-415Red","","","false","https://www.bestbottles.com/product/diva-design-46-ml-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBDiva46AnSpTslWht","Diva","46","Clear","18-415","Vintage Bulb Sprayer with Tassel","White","false","media_or_configuration_invalid","AnSpTsl18-415Wht","AnSpTsl18-415Wht","","","false","https://www.bestbottles.com/product/diva-design-46-ml-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBDiva46AnSpTslMtSl","Diva","46","Clear","18-415","Vintage Bulb Sprayer with Tassel","Matte Silver","false","media_or_configuration_invalid","AnSpTsl18-415MtS","AnSpTsl18-415MtS","","","false","https://www.bestbottles.com/product/diva-design-46-ml-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar"
"GBDivaFrst46AnSpLvn","Diva","46","Frosted","18-415","Vintage Bulb Sprayer","Clear","false","media_or_configuration_invalid","AnSp18-415Lvn","AnSp18-415Lvn","","","false","https://www.bestbottles.com/product/diva-design-46-ml-frosted-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBDivaFrst46AnSpPnk","Diva","46","Frosted","18-415","Vintage Bulb Sprayer","Clear","false","media_or_configuration_invalid","CP18-415AnSpPnk","CP18-415AnSpPnk","","","false","https://www.bestbottles.com/product/diva-design-46-ml-frosted-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBDivaFrst46AnSpMtSl","Diva","46","Frosted","18-415","Vintage Bulb Sprayer","Clear","false","media_or_configuration_invalid","AnSp18-415MtSl","AnSp18-415MtSl","","","false","https://www.bestbottles.com/product/diva-design-46-ml-frosted-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap"
"GBDivaFrst46AnSpIvySl","Diva","46","Frosted","18-415","Vintage Bulb Sprayer","Clear","false","media_or_configuration_invalid","AnSp18-415IvySl","AnSp18-415IvySl","","","false","https://www.bestbottles.com/product/diva-design-46-ml-frosted-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBDivaFrst46AnSpGl","Diva","46","Frosted","18-415","Vintage Bulb Sprayer","Clear","false","media_or_configuration_invalid","AnSp18-415Gl","AnSp18-415Gl","","","false","https://www.bestbottles.com/product/diva-design-46-ml-frosted-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap"
"GBDivaFrst46AnSpIvyGl","Diva","46","Frosted","18-415","Vintage Bulb Sprayer","Clear","false","media_or_configuration_invalid","AnSp18-415IvyGl","AnSp18-415IvyGl","","","false","https://www.bestbottles.com/product/diva-design-46-ml-frosted-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBDivaFrst46AnSpWht","Diva","46","Frosted","18-415","Vintage Bulb Sprayer","Clear","false","media_or_configuration_invalid","AnSp18-415Wht","AnSp18-415Wht","","","false","https://www.bestbottles.com/product/diva-design-46-ml-frosted-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBDivaFrst46AnSpRed","Diva","46","Frosted","18-415","Vintage Bulb Sprayer","Clear","false","media_or_configuration_invalid","AnSp18-415Red","AnSp18-415Red","","","false","https://www.bestbottles.com/product/diva-design-46-ml-frosted-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBDivaFrst46AnSpTslLvn","Diva","46","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Clear","false","media_or_configuration_invalid","AnSpTsl18-415Lvn","AnSpTsl18-415Lvn","","","false","https://www.bestbottles.com/product/diva-design-46-ml-frosted-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar-ring"
"GBDivaFrst46AnSpTslIvyGl","Diva","46","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Clear","false","media_or_configuration_invalid","AnSpTsl18-415IvyGl","AnSpTsl18-415IvyGl","","","false","https://www.bestbottles.com/product/diva-design-46-ml-frosted-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBDivaFrst46AnSpTslIvySl","Diva","46","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Clear","false","media_or_configuration_invalid","AnSpTsl18-415IvySl","AnSpTsl18-415IvySl","","","false","https://www.bestbottles.com/product/diva-design-46-ml-frosted-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBDivaFrst46AnSpTslWht","Diva","46","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Clear","false","media_or_configuration_invalid","AnSpTsl18-415Wht","AnSpTsl18-415Wht","","","false","https://www.bestbottles.com/product/diva-design-46-ml-frosted-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBDivaFrst46AnSpTslPnk","Diva","46","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Clear","false","media_or_configuration_invalid","AnSpTsl18-415Pnk","AnSpTsl18-415Pnk","","","false","https://www.bestbottles.com/product/diva-design-46-ml-frosted-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar-ring"
"GBDivaFrst46AnSpTslMtSl","Diva","46","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Clear","false","media_or_configuration_invalid","AnSpTsl18-415MtS","AnSpTsl18-415MtS","","","false","https://www.bestbottles.com/product/diva-design-46-ml-frosted-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar-ring"
"GBDivaFrst46AnSpTslGl","Diva","46","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Clear","false","media_or_configuration_invalid","CP18-415AnSpTslGl","CP18-415AnSpTslGl","","","false","https://www.bestbottles.com/product/diva-design-46-ml-frosted-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar-ring"
"GBDivaFrst46AnSpTslRed","Diva","46","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Clear","false","media_or_configuration_invalid","AnSpTsl18-415Red","AnSpTsl18-415Red","","","false","https://www.bestbottles.com/product/diva-design-46-ml-frosted-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBDiva46DrpCu","Diva","46","Clear","18-415","Dropper","Copper","false","media_or_configuration_invalid","Drp18-415Cu","Drp18-415Cu","","","false","https://www.bestbottles.com/product/diva-design-46-ml-glass-bottle-white-dropper-shiny-copper-collar-cap"
"LBDiva100LtnMtGl","Diva","100","Clear","18-415","Lotion Pump","Matte Gold","false","standalone_component_unpublished","","Ltn18-415MtGl","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/diva-design-100-ml-glass-bottle-matte-gold-lotion-pump-and-cap"
"LBDiva100LtnShnGl","Diva","100","Clear","18-415","Lotion Pump","Shiny Gold","false","standalone_component_unpublished","","Ltn18-415ShnGl","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/diva-design-100-ml-glass-bottle-shiny-gold-lotion-pump-and-cap"
"LBDiva100LtnShnBlk","Diva","100","Clear","18-415","Lotion Pump","Shiny Black","false","standalone_component_unpublished","","Ltn18-415ShnBlk","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/diva-design-100-ml-glass-bottle-shiny-black-lotion-pump-and-cap"
"LBDiva100LtnMtSl","Diva","100","Clear","18-415","Lotion Pump","Matte Silver","false","exact_component_unresolved","","","","","false","https://www.bestbottles.com/product/diva-design-100-ml-glass-bottle-matte-silver-lotion-pump-and-cap"
"LBDiva100LtnShnSl","Diva","100","Clear","18-415","Lotion Pump","Shiny Silver","false","standalone_component_unpublished","","Ltn18-415ShnSl","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/diva-design-100-ml-glass-bottle-shiny-silver-lotion-pump-and-cap"
"LBDiva100LtnCu","Diva","100","Clear","18-415","Lotion Pump","Copper","false","standalone_component_unpublished","","Ltn18-415Cu","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/diva-design-100-ml-glass-bottle-matte-copper-lotion-pump-and-cap"
"LBDiva30LtnClOvrCap","Diva","30","Clear","18-415","Lotion Pump","Clear Overcap","false","exact_component_unresolved","","","","","false","https://www.bestbottles.com/product/diva-design-30-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap"
"LBDiva46LtnClOvrCap","Diva","46","Clear","18-415","Lotion Pump","Clear Overcap","false","exact_component_unresolved | assembly_unpublished_or_unsellable","","","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/diva-design-46-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap"
"LBDivaFrst46LtnClOvrCap","Diva","46","Frosted","18-415","Lotion Pump","Clear","false","exact_component_unresolved","","","","","false","https://www.bestbottles.com/product/diva-design-46-ml-frosted-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap"
