sku,family,capacityMl,glass,neck,fitment,finish,visible,blockers,componentSku,componentIfPublicationIgnored,componentSellableReason,assemblySellableReason,visibleIfStandalonePublicationIgnored,sourceUrl
"GBElg60AnSpMtSl","Elegant","60","Clear","18-415","Vintage Bulb Sprayer","Matte Silver","false","media_or_configuration_invalid","AnSp18-415MtSl","AnSp18-415MtSl","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap"
"GBElg60AnSpIvySl","Elegant","60","Clear","18-415","Vintage Bulb Sprayer","Ivory Silver","false","media_or_configuration_invalid","AnSp18-415IvySl","AnSp18-415IvySl","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBElg60AnSpGl","Elegant","60","Clear","18-415","Vintage Bulb Sprayer","Shiny Gold","false","media_or_configuration_invalid","AnSp18-415Gl","AnSp18-415Gl","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap"
"GBElg60SpryShnGl","Elegant","60","Clear","18-415","Perfume Spray Pump","Shiny Gold","false","standalone_component_unpublished","","Spry18-415ShnGl","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-shiny-gold-spray-pump-and-cap"
"GBElg60AnSpIvyGl","Elegant","60","Clear","18-415","Vintage Bulb Sprayer","Ivory Gold","false","media_or_configuration_invalid","AnSp18-415IvyGl","AnSp18-415IvyGl","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBElg60SpryShnBlk","Elegant","60","Clear","18-415","Perfume Spray Pump","Shiny Black","false","standalone_component_unpublished","","Spry18-415ShnBlk","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-shiny-black-spray-pump-and-cap"
"GBElg60AnSpWht","Elegant","60","Clear","18-415","Vintage Bulb Sprayer","White","false","media_or_configuration_invalid","AnSp18-415Wht","AnSp18-415Wht","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBElg60SpryMtGl","Elegant","60","Clear","18-415","Perfume Spray Pump","Matte Gold","false","standalone_component_unpublished","","Spry18-415MtGl","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-matte-gold-spray-pump-and-cap"
"GBElg60AnSpRed","Elegant","60","Clear","18-415","Vintage Bulb Sprayer","Red","false","media_or_configuration_invalid","AnSp18-415Red","AnSp18-415Red","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBElg15Sl","Elegant","15","Clear","13-415","","Silver","false","assembly_unpublished_or_unsellable","CP13-415Sl","CP13-415Sl","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/elegant-design-15-ml-glass-bottle-shiny-silver-cap"
"GBElg60SpryShnSl","Elegant","60","Clear","18-415","Perfume Spray Pump","Shiny Silver","false","standalone_component_unpublished","","Spry18-415ShnSl","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-shiny-silver-spray-and-cap"
"GBElg60AnSpTslLvn","Elegant","60","Clear","18-415","Vintage Bulb Sprayer with Tassel","Lavender","false","media_or_configuration_invalid","AnSpTsl18-415Lvn","AnSpTsl18-415Lvn","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBElg15WhtSht","Elegant","15","Clear","13-415","","White","false","assembly_unpublished_or_unsellable","CP13-415WhtSht","CP13-415WhtSht","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/elegant-design-15-ml-glass-bottle-short-white-cap"
"GBElg60SpryMtSl","Elegant","60","Clear","18-415","Perfume Spray Pump","Matte Silver","false","standalone_component_unpublished","","Spry18-415MtSl","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-matte-silver-spray-pump-and-cap"
"GBElg60AnSpTslIvyGl","Elegant","60","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory Gold","false","media_or_configuration_invalid","AnSpTsl18-415IvyGl","AnSpTsl18-415IvyGl","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBElg60SpryCu","Elegant","60","Clear","18-415","Perfume Spray Pump","Copper","false","standalone_component_unpublished","","Spry18-415Cu","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-matte-copper-spray-and-cap"
"GBElg15Gl","Elegant","15","Clear","13-415","","Gold","false","assembly_unpublished_or_unsellable","CP13-415Gl","CP13-415Gl","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/elegant-design-15-ml-glass-bottle-shiny-gold-cap"
"GBElgFrst60SpryShnBlk","Elegant","60","Frosted","18-415","Perfume Spray Pump","Shiny Black","false","standalone_component_unpublished","","Spry18-415ShnBlk","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-shiny-black-spray-pump-and-cap"
"GBElg60AnSpTslIvySl","Elegant","60","Clear","18-415","Vintage Bulb Sprayer","Clear","false","media_or_configuration_invalid","AnSp18-415IvySl","AnSp18-415IvySl","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBElg15BlkSht","Elegant","15","Clear","13-415","","Black","false","assembly_unpublished_or_unsellable","CP13-415BlkSht","CP13-415BlkSht","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/elegant-design-15-ml-glass-bottle-short-black-cap"
"GBElgFrst60SpryCu","Elegant","60","Frosted","18-415","Perfume Spray Pump","Copper","false","standalone_component_unpublished","","Spry18-415Cu","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-matte-copper-spray-and-cap"
"GBElgFrst15WhtSht","Elegant","15","Frosted","13-415","","White","false","media_or_configuration_invalid","CP13-415WhtSht","CP13-415WhtSht","","","false","https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-short-white-cap"
"GBElgFrst60SpryShnGl","Elegant","60","Frosted","18-415","Perfume Spray Pump","Shiny Gold","false","standalone_component_unpublished","","Spry18-415ShnGl","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-shiny-gold-spray-pump-and-cap"
"GBElg60AnSpTslWht","Elegant","60","Clear","18-415","Vintage Bulb Sprayer","Clear","false","media_or_configuration_invalid","AnSp18-415Wht","AnSp18-415Wht","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBElgFrst15BlkSht","Elegant","15","Frosted","13-415","","Black","false","media_or_configuration_invalid","CP13-415BlkSht","CP13-415BlkSht","","","false","https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-short-black-cap"
"GBElgFrst15Gl","Elegant","15","Frosted","13-415","","Shiny Gold","false","media_or_configuration_invalid","CP13-415Gl","CP13-415Gl","","","false","https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-shiny-gold-cap"
"GBElgFrst60SpryMtSl","Elegant","60","Frosted","18-415","Perfume Spray Pump","Matte Silver","false","standalone_component_unpublished","","Spry18-415MtSl","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-matte-silver-spray-pump-and-cap"
"GBElg60AnSpTslPnk","Elegant","60","Clear","18-415","Vintage Bulb Sprayer with Tassel","Pink","false","media_or_configuration_invalid","AnSpTsl18-415Pnk","AnSpTsl18-415Pnk","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBElgFrst15Sl","Elegant","15","Frosted","13-415","","Silver","false","media_or_configuration_invalid","CP13-415Sl","CP13-415Sl","","","false","https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-shiny-silver-cap"
"GBElgFrst60SpryShnSl","Elegant","60","Frosted","18-415","Perfume Spray Pump","Shiny Silver","false","standalone_component_unpublished","","Spry18-415ShnSl","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-shiny-silver-spray-and-cap"
"GBElg60AnSpTslRed","Elegant","60","Clear","18-415","Vintage Bulb Sprayer","Clear","false","media_or_configuration_invalid","AnSp18-415Red","AnSp18-415Red","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBElgFrst60SpryMtGl","Elegant","60","Frosted","18-415","Perfume Spray Pump","Matte Gold","false","standalone_component_unpublished","","Spry18-415MtGl","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-matte-gold-spray-pump-and-cap"
"GBElg60AnSpTslMtSl","Elegant","60","Clear","18-415","Vintage Bulb Sprayer","Clear","false","media_or_configuration_invalid","AnSp18-415MtSl","AnSp18-415MtSl","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar"
"GBElg60AnSpTslGl","Elegant","60","Clear","18-415","Vintage Bulb Sprayer","Clear","false","media_or_configuration_invalid","AnSp18-415Gl","AnSp18-415Gl","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBElgFrst60AnSpGl","Elegant","60","Frosted","18-415","Vintage Bulb Sprayer","Gold","false","media_or_configuration_invalid","AnSp18-415Gl","AnSp18-415Gl","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap"
"GBElgFrst60AnSpIvyGl","Elegant","60","Frosted","18-415","Vintage Bulb Sprayer","Ivory Gold","false","media_or_configuration_invalid","AnSp18-415IvyGl","AnSp18-415IvyGl","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBElg100SpryCu","Elegant","100","Clear","18-415","Perfume Spray Pump","Copper","false","standalone_component_unpublished","","Spry18-415Cu","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-matte-copper-spray-and-cap"
"GBElgFrst60AnSpIvySl","Elegant","60","Frosted","18-415","Vintage Bulb Sprayer","Ivory Silver","false","media_or_configuration_invalid","AnSp18-415IvySl","AnSp18-415IvySl","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBElgFrst100SpryCu","Elegant","100","Frosted","18-415","Perfume Spray Pump","Copper","false","standalone_component_unpublished","","Spry18-415Cu","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-matte-copper-spray-and-cap"
"GBElgFrst60AnSpLvn","Elegant","60","Frosted","18-415","Vintage Bulb Sprayer","Lavender","false","media_or_configuration_invalid","AnSp18-415Lvn","AnSp18-415Lvn","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBElgFrst60AnSpPnk","Elegant","60","Frosted","18-415","Vintage Bulb Sprayer","Pink","false","media_or_configuration_invalid","CP18-415AnSpPnk","CP18-415AnSpPnk","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBElgFrst60AnSpRed","Elegant","60","Frosted","18-415","Vintage Bulb Sprayer","Red","false","media_or_configuration_invalid","AnSp18-415Red","AnSp18-415Red","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBElg60DrpSl","Elegant","60","Clear","18-415","Dropper","Silver","false","exact_component_unresolved","","","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-white-dropper-shiny-silver-collar-cap"
"GBElgFrst60AnSpMtSl","Elegant","60","Frosted","18-415","Vintage Bulb Sprayer","Matte Silver","false","media_or_configuration_invalid","AnSp18-415MtSl","AnSp18-415MtSl","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap"
"GBElg60DrpGl","Elegant","60","Clear","18-415","Dropper","Gold","false","exact_component_unresolved","","","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-white-dropper-shiny-gold-collar-cap"
"GBElgFrst60AnSpWht","Elegant","60","Frosted","18-415","Vintage Bulb Sprayer","White","false","media_or_configuration_invalid","AnSp18-415Wht","AnSp18-415Wht","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBElgFrst60DrpSl","Elegant","60","Frosted","18-415","Dropper","Silver","false","exact_component_unresolved","","","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-white-dropper-shiny-silver-collar-cap"
"GBElgFrst60AnSpTslGl","Elegant","60","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Gold","false","media_or_configuration_invalid","CP18-415AnSpTslGl","CP18-415AnSpTslGl","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBElgFrst60DrpGl","Elegant","60","Frosted","18-415","Dropper","Gold","false","exact_component_unresolved","","","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-white-dropper-shiny-gold-collar-cap"
"GBElgFrst60AnSpTslIvyGl","Elegant","60","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Ivory Gold","false","media_or_configuration_invalid","AnSpTsl18-415IvyGl","AnSpTsl18-415IvyGl","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBElgFrst60AnSpTslLvn","Elegant","60","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Lavender","false","media_or_configuration_invalid","AnSpTsl18-415Lvn","AnSpTsl18-415Lvn","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBElgFrst60AnSpTslPnk","Elegant","60","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Pink","false","media_or_configuration_invalid","AnSpTsl18-415Pnk","AnSpTsl18-415Pnk","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBElgFrst60AnSpTslIvySl","Elegant","60","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Ivory Silver","false","media_or_configuration_invalid","AnSpTsl18-415IvySl","AnSpTsl18-415IvySl","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBElgFrst60AnSpTslRed","Elegant","60","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Red","false","media_or_configuration_invalid","AnSpTsl18-415Red","AnSpTsl18-415Red","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBElgFrst60AnSpTslWht","Elegant","60","Frosted","18-415","Vintage Bulb Sprayer with Tassel","White","false","media_or_configuration_invalid","AnSpTsl18-415Wht","AnSpTsl18-415Wht","","","false","https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar"
