graceSku,itemName,field,convex,master_v83
GB-CYL-CLR-100ML-RDC-SBLK-T,"Cylinder design 100 ml, 3 1/2oz  clear glass bottle  with re",capStyle,Tall,Screw Cap
GB-FLR-CLR-15ML-SPR-SGLD,"Flair design 15ml, 1/2oz Clear glass bottle with shiny gold ",capStyle,Spray,Screw Cap
GB-RND-CLR-78ML-RDC-MSLV-T,"Round design 78 ml, 2.65oz  clear glass bottle  with reducer",capStyle,Tall,Screw Cap
LB-DVA-FRS-46ML-02,Diva 46 ml (1.56 oz) Clear Lotion Bottle,category,Glass Bottle,Lotion Bottle
LB-SLK-CLR-30ML-LPM-CPR,"Sleek design 30 ml, 1oz clear glass bottle with matte copper",category,Glass Bottle,Lotion Bottle
LB-SLK-CLR-100ML-LPM-MGLD,"Sleek design 100 ml, 3 1/2oz clear glass bottle with matte g",category,Glass Bottle,Lotion Bottle
ACC-VLV-GRN-4X3,"Green velveteen gift bag / pouch. Size : 4\ tall x 3""wide.""""",category,Packaging,Other
CMP-ROC-MSLV-20400-T,"Tall Matte Silver cap or closure for rollon bottles, Threads",category,Component,Roll-On Cap
CMP-ROC-MSLV-20400-T,"Tall Matte Silver cap or closure for rollon bottles, Threads",capStyle,Tall,Roll-On
GB-CYL-CLR-9ML-SPR-SGLD,"Tall cylinder design 9ml, 1/3oz Clear glass bottle with shin",capStyle,Tall,Screw Cap
CMP-CLS-GLD-02,Cap/Closure Gold,family,Cap/Closure,Component
CMP-CLS-GLD-02,Cap/Closure Gold,dataGrade,B,B — no thread
CMP-ROC-MGLD-20400-T,"Tall Matte Gold cap or closure for rollon bottles, Threadsiz",category,Component,Roll-On Cap
CMP-ROC-MGLD-20400-T,"Tall Matte Gold cap or closure for rollon bottles, Threadsiz",capStyle,Tall,Roll-On
LB-CIR-CLR-50ML-LPM-MGLD,"Circle design 50 ml, 1.7oz clear glass bottle with matte gol",category,Glass Bottle,Lotion Bottle
LB-GRC-CLR-55ML-LPM-SSLV,"Grace design 55 ml, 1.85oz clear glass bottle with shiny sil",category,Glass Bottle,Lotion Bottle
GB-EMP-CLR-50ML-ASP-IVGD,"Empire design 50 ml, 1.7oz  clear glass bottle  with ivory v",capColor,Ivory,Ivory Gold
GB-EMP-CLR-50ML-ASP-IVGD,"Empire design 50 ml, 1.7oz  clear glass bottle  with ivory v",diameter,37 ±0.5 mm,72 ±1 mm
GB-CIR-FRS-100ML-RDC-IVR,"Circle design 100 ml, 3 1/2oz frosted glass bottle with redu",capColor,Ivory Leather,Ivory
GB-CIR-FRS-100ML-RDC-IVR,"Circle design 100 ml, 3 1/2oz frosted glass bottle with redu",heightWithCap,118 ±2 mm,125 ±2 mm
GB-CIR-FRS-100ML-RDC-IVR,"Circle design 100 ml, 3 1/2oz frosted glass bottle with redu",heightWithoutCap,105 ±2 mm,100 ±1 mm
GB-EMP-CLR-100ML-RDC-SSLV,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with redu",diameter,46 ±0.5 mm,78 ±1 mm
GB-DVA-CLR-30ML-SPR-SGLD,"Diva design 30 ml, 1oz  clear glass bottle  with shiny gold ",capStyle,Spray,Screw Cap
LB-DVA-CLR-100ML-LPM-MGLD,"Diva design 100 ml, 3 1/2oz clear glass bottle with matte go",category,Glass Bottle,Lotion Bottle
GB-SLM-CLR-50ML-ASP-IVGD,"Slim design 50 ml, 1.7oz  clear glass bottle  with ivory vin",capColor,Ivory,Ivory Gold
CMP-LPM-MSLV-17-415,"Matte silver collar Lotion or treatment pump, Threadsize 17-",family,Roll-On Cap,Lotion Pump
ACC-ORG-IVY-4X6,Ivory Organza / sheer gusseted gift bag. Size : 4 inches x 6,category,Packaging,Other
CMP-CAP-BLK-18415-LTR,"Black Faux Leather caps for glass bottles, Thread size 18-41",family,Cap/Closure,Cap
CMP-CAP-BLK-18415-LTR,"Black Faux Leather caps for glass bottles, Thread size 18-41",category,Component,Cap/Closure
GB-CIR-FRS-100ML-RDC,"Circle design 100 ml, 3 1/2oz frosted glass bottle with redu",capColor,Brown Leather,Frosted
GB-CIR-FRS-100ML-RDC,"Circle design 100 ml, 3 1/2oz frosted glass bottle with redu",heightWithCap,118 ±2 mm,125 ±2 mm
GB-CIR-FRS-100ML-RDC,"Circle design 100 ml, 3 1/2oz frosted glass bottle with redu",heightWithoutCap,105 ±2 mm,100 ±1 mm
LB-DVA-CLR-100ML-LPM-CPR,"Diva design 100 ml, 3 1/2oz clear glass bottle with matte co",category,Glass Bottle,Lotion Bottle
GB-SLK-CLR-50ML-SPR-MGLD,"Sleek design 50 ml, 1.7oz  clear glass bottle  with matte go",capStyle,Spray,Screw Cap
LB-EMP-CLR-100ML-LPM-CPR,"Empire design 100 ml, 3 1/2oz clear glass bottle with matte ",category,Glass Bottle,Lotion Bottle
LB-EMP-CLR-100ML-LPM-CPR,"Empire design 100 ml, 3 1/2oz clear glass bottle with matte ",diameter,46 ±0.5 mm,35 ±0.5 mm
GB-SLK-CLR-8ML-SPR-MGLD,"Sleek design 8ml, 1/3oz Clear glass bottle with matte gold s",capStyle,Spray,Screw Cap
CMP-SPR-SHBK-18-415-01,Sprayer Shiny Black Thread 18-415,family,Sprayer,Component
GB-CYL-BLU-5ML-SLV-T,"Cylinder design 5ml, 1/6oz Blue glass bottle with shiny silv",capColor,Shiny Silver,Silver
LB-LTB-CLR-30ML-SGLD-T,Clear Glass Lotion Bottle with Gold Top and Base.Capacity: 1,category,Glass Bottle,Lotion Bottle
GB-RND-CLR-128ML-SPR-SGLD,"Round design 128 ml, 4.33oz  clear glass bottle  with shiny ",capStyle,Spray,Screw Cap
CMP-CAP-PNK-18415-LTR,"Pink Faux Leather caps for glass bottles, Thread size 18-415",family,Cap/Closure,Cap
CMP-CAP-PNK-18415-LTR,"Pink Faux Leather caps for glass bottles, Thread size 18-415",category,Component,Cap/Closure
CJ-JAR-FRS-40ML-02,"Glass, cream jar style 40 ml frosted bottle with silver cap.",category,Glass Jar,Cream Jar
CMP-LPM-SGLD-17-415,"Shiny gold collar Lotion or treatment pump, Threadsize 17-41",family,Roll-On Cap,Lotion Pump
GB-RND-FRS-128ML-ASP-IVSL,"Round design 128 ml, 4.33oz frosted glass bottle with ivory ",capColor,Ivory,Ivory Silver
GB-SPR-CLR-30ML-GLD,Clear Glass Spray Bottle with Gold Top and Base. Capacity: 1,family,Cylinder,Spray Bottle
GB-SPR-CLR-30ML-GLD,Clear Glass Spray Bottle with Gold Top and Base. Capacity: 1,capStyle,Spray,Screw Cap
LB-EMP-CLR-100ML-LPM-OVCP-T,"Empire design 100 ml, 3 1/2oz clear glass bottle with white ",category,Glass Bottle,Lotion Bottle
LB-EMP-CLR-100ML-LPM-OVCP-T,"Empire design 100 ml, 3 1/2oz clear glass bottle with white ",capColor,Clear Overcap,Overcap
LB-EMP-CLR-100ML-LPM-OVCP-T,"Empire design 100 ml, 3 1/2oz clear glass bottle with white ",diameter,46 ±0.5 mm,35 ±0.5 mm
GB-CYL-CBL-5ML-S-02,"Cylinder design 5ml, 1/6oz Blue glass bottle with short whit",capColor,Short White,Blue
GB-EMP-CLR-100ML-AST-IVSL,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with Ivor",capColor,Ivory,Ivory Silver
GB-EMP-CLR-100ML-AST-IVSL,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with Ivor",diameter,46 ±0.5 mm,78 ±1 mm
GB-EMP-CLR-100ML-ASP-IVSL,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with ivor",capColor,Ivory,Ivory Silver
GB-EMP-CLR-100ML-ASP-IVSL,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with ivor",diameter,46 ±0.5 mm,78 ±1 mm
GB-CYL-PNK-10ML-ATM-PNK,"Pink atomizer design 10 ml bottle. For use with perfumes, Co",family,Atomizer,Cylinder
GB-CYL-PNK-10ML-ATM-PNK,"Pink atomizer design 10 ml bottle. For use with perfumes, Co",category,Metal Atomizer,Glass Bottle
GB-ELG-CLR-100ML-SPR-SGLD,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with shi",capStyle,Spray,Screw Cap
GB-CIR-FRS-100ML-RDC-MSLV-T,"Circle design 100 ml, 3 1/2oz frosted glass bottle with redu",capStyle,Tall,Screw Cap
GB-CIR-FRS-100ML-RDC-MSLV-T,"Circle design 100 ml, 3 1/2oz frosted glass bottle with redu",heightWithCap,116 ±2 mm,125 ±2 mm
GB-CIR-FRS-100ML-RDC-MSLV-T,"Circle design 100 ml, 3 1/2oz frosted glass bottle with redu",heightWithoutCap,105 ±2 mm,100 ±1 mm
GB-ELG-CLR-60ML-AST-IVGD,"Elegant design 60 ml, 2oz  clear glass bottle  with Ivory vi",capColor,Ivory,Ivory Gold
LB-RND-CLR-128ML-LPM-MSLV,"Round design 128 ml, 4.33oz clear glass bottle with matte si",category,Glass Bottle,Lotion Bottle
LB-EMP-CLR-100ML-LPM-MSLV,"Empire design 100 ml, 3 1/2oz clear glass bottle with matte ",category,Glass Bottle,Lotion Bottle
LB-EMP-CLR-100ML-LPM-MSLV,"Empire design 100 ml, 3 1/2oz clear glass bottle with matte ",diameter,46 ±0.5 mm,35 ±0.5 mm
GB-ELG-CLR-100ML-RDC-MSLV-T,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with red",capStyle,Tall,Screw Cap
LB-DMD-CLR-60ML-LPM-MGLD,"Diamond design 60ml, 2 ounce clear glass bottle with matte g",category,Glass Bottle,Lotion Bottle
GB-CYL-CLR-5ML-ROL-SLDT,"Cylinder design 5ml, 1/6oz Clear glass bottle with plastic r",capColor,Silver with Dots,Silver Dotted
CMP-DRP-WTSL-18400-66,White rubber bulb dropper with shiny silver collar cap. Glas,category,Component,Other
CMP-SPR-MTSL-13-415-01,Sprayer Matte Silver Thread 13-415,family,Sprayer,Component
CMP-DRP-BKGD-20400-90,Black rubber bulb dropper with shiny gold collar cap. Glass ,category,Component,Other
GB-RND-CLR-78ML-SPR-MGLD,"Round design 78 ml, 2.65oz  clear glass bottle  with matte g",capStyle,Spray,Screw Cap
LB-RND-FRS-128ML-LPM-CLR,"Round design 128 ml, 4.33oz frosted glass bottle with with a",category,Glass Bottle,Lotion Bottle
GB-CIR-FRS-50ML-ASP-IVGD,"Circle design 50 ml, 1.7oz  frosted glass bottle  with ivory",capColor,Ivory,Ivory Gold
GB-RND-FRS-128ML-RDC-01,"Round design 128 ml, 4.33oz frosted glass bottle with reduce",capColor,Brown Leather,Frosted
LB-ELG-FRS-100ML-LPM-SGLD,"Elegant design 100 ml, 3 1/2oz frosted glass bottle with shi",category,Glass Bottle,Lotion Bottle
LB-DMD-CLR-60ML-LPM-MSLV,"Diamond design 60ml, 2 ounce clear glass bottle with matte s",category,Glass Bottle,Lotion Bottle
GB-RND-FRS-128ML-RDC-MSLV-T,"Round design 128 ml, 4.33oz frosted glass bottle with reduce",capStyle,Tall,Screw Cap
GB-DVA-CLR-30ML-RDC-MSLV-T,"Diva design 30 ml, 1oz  clear glass bottle  with reducer and",capStyle,Tall,Screw Cap
GB-CYL-AMB-5ML-MRL-MGLD,"Tulip design 5ml, 1/6 oz Amber glass bottle with metal rolle",family,Tulip,Cylinder
ACC-ORG-CHGN-5X8,Christmas green Organza / sheer gusseted gift bag. Size : 8 ,category,Packaging,Other
GB-CIR-CLR-50ML-ASP-IVSL,"Circle design 50 ml, 1.7oz  clear glass bottle  with ivory v",capColor,Ivory,Ivory Silver
CMP-SPR-LVSL-18-415-02,Lavender Antique or Vintage style bulb sprayer with silver f,family,Sprayer,Component
CMP-SPR-LVSL-18-415-02,Lavender Antique or Vintage style bulb sprayer with silver f,capColor,Lavender,Lavender Silver
CMP-SPR-LVSL-18-415-02,Lavender Antique or Vintage style bulb sprayer with silver f,dataGrade,B — no color,A
CMP-SPR-LVSL-18-415-02,Lavender Antique or Vintage style bulb sprayer with silver f,diameter,65 ±1 mm,22
CMP-SPR-LVSL-18-415-02,Lavender Antique or Vintage style bulb sprayer with silver f,heightWithCap,38 ±0.5 mm,20
GB-CYL-CLR-9ML-MRL-SLDT-02,"Tall cylinder design 9ml, 1/3oz Clear glass bottle with meta",capStyle,Tall,Dot Cap
CMP-SPR-MTSL-18-415-04,Matte Silver Antique or Vintage style bulb sprayer with silv,family,Sprayer,Component
CMP-SPR-MTSL-18-415-04,Matte Silver Antique or Vintage style bulb sprayer with silv,dataGrade,B — no color,A
CMP-SPR-MTSL-18-415-04,Matte Silver Antique or Vintage style bulb sprayer with silv,diameter,65 ±1 mm,22
CMP-SPR-MTSL-18-415-04,Matte Silver Antique or Vintage style bulb sprayer with silv,heightWithCap,38 ±0.5 mm,20
GB-CYL-BLK-5ML-ATM-BLK-01,Cylinder 5 ml (0.17 oz) Black Glass Bottle with Atomizer Bla,family,Atomizer,Cylinder
GB-CYL-BLK-5ML-ATM-BLK-01,Cylinder 5 ml (0.17 oz) Black Glass Bottle with Atomizer Bla,category,Metal Atomizer,Glass Bottle
GB-EMP-CLR-100ML-RDC-SBLK-T,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with redu",capStyle,Tall,Screw Cap
GB-EMP-CLR-100ML-RDC-SBLK-T,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with redu",diameter,46 ±0.5 mm,78 ±1 mm
GB-EMP-CLR-100ML-AST-RED,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with Red ",diameter,46 ±0.5 mm,78 ±1 mm
GB-BEL-CLR-10ML-SPR-SBLK,Bell design 10ml Clear glass bottle with shiny black spray. ,family,Bell,Component
GB-BEL-CLR-10ML-SPR-SBLK,Bell design 10ml Clear glass bottle with shiny black spray. ,category,Glass Bottle,Component
GB-BEL-CLR-10ML-SPR-SBLK,Bell design 10ml Clear glass bottle with shiny black spray. ,capColor,Shiny Black,Shiny Black Clear
GB-BEL-CLR-10ML-SPR-SBLK,Bell design 10ml Clear glass bottle with shiny black spray. ,dataGrade,B,B — no thread
GB-SLK-CLR-50ML-RDC-SBLK-T,"Sleek design 50 ml, 1.7oz  clear glass bottle  with reducer ",capStyle,Tall,Screw Cap
GB-EMP-CLR-100ML-SPR-SSLV,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with shin",diameter,46 ±0.5 mm,78 ±1 mm
PKG-BOX-CWIN-SLV,Silver Sunflower design folding carton box with window. Size,category,Packaging,Other
GB-DVA-CLR-46ML-T-19,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
GB-SQR-CLR-15ML-SPR-MGLD,"Square design 15ml, 1/2oz Clear glass bottle with matte gold",capStyle,Spray,Screw Cap
GBCylSwrl9MtlRollWht,Cylinder swirl design 9ml glass bottle with metal roller bal,category,Roll-On Bottle,Glass Bottle
GBCylSwrl9MtlRollWht,Cylinder swirl design 9ml glass bottle with metal roller bal,capStyle,Roll-On Cap,Roll-On
GBCylSwrl9MtlRollWht,Cylinder swirl design 9ml glass bottle with metal roller bal,dataGrade,C,A
GB-CYL-BLU-5ML-ROL-BKDT,"Cylinder design 5ml, 1/6oz Blue glass bottle with plastic ro",capColor,Black with Dots,Black Dotted
LB-ELG-CLR-100ML-LPM-MSLV,"Elegant design 100 ml, 3 1/2oz clear glass bottle with matte",category,Glass Bottle,Lotion Bottle
LB-EMP-CLR-50ML-LPM-MGLD,"Empire design 50 ml, 1.7oz clear glass bottle with matte gol",category,Glass Bottle,Lotion Bottle
LB-EMP-CLR-50ML-LPM-MGLD,"Empire design 50 ml, 1.7oz clear glass bottle with matte gol",diameter,37 ±0.5 mm,72 ±1 mm
GB-CYL-BLU-9ML-SPR-GLD,"Cylinder design 9ml,1/3 oz Cobalt blue glass bottle with fin",capStyle,Spray,Screw Cap
GB-DVA-CLR-46ML-T-38,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,capColor,Shiny Black,Clear
GB-DVA-CLR-46ML-T-38,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
CMP-CAP-MSLV-18415-T,Tall Matt Silver caps for glass bottles. Thread size 18-415,family,Cap/Closure,Cap
CMP-CAP-MSLV-18415-T,Tall Matt Silver caps for glass bottles. Thread size 18-415,category,Component,Cap/Closure
LB-CYL-CLR-100ML-LPM-SBLK,"Cylinder design 100 ml, 3 1/2oz clear glass bottle with shin",category,Glass Bottle,Lotion Bottle
CMP-ROC-MSLV-17415,"Matte Silver cap or closure for rollon bottles, Threadsize 1",category,Component,Roll-On Cap
LB-SLM-CLR-100ML-LPM-MGLD,"Slim design 100 ml, 3 1/2oz clear glass bottle with matte go",category,Glass Bottle,Lotion Bottle
LB-CIR-FRS-50ML-LPM-SGLD,"Circle design 50 ml, 1.7oz frosted glass bottle with shiny g",category,Glass Bottle,Lotion Bottle
CMP-CAP-13-415,Cap/Closure Thread 13-415,category,Component,Cap/Closure
PKG-BOX-BWIN-BLU,Blue Feather design folding carton box with window. Size 1.5,category,Packaging,Other
GB-CYL-CLR-9ML-S-01,Cylinder design 9 ml clear glass vial with black short cap. ,family,Vial,Cylinder
GB-RND-FRS-128ML-RDC-BLK,"Round design 128 ml, 4.33oz frosted glass bottle with reduce",capColor,Black Leather,Black
GB-SLM-CLR-100ML-ASP-IVGD,"Slim design 100 ml, 3 1/2oz  clear glass bottle  with ivory ",capColor,Ivory,Ivory Gold
ACC-RCB-4X12,4inches x 12inches Recloseable Plastic Bags. 100 pieces per ,category,Packaging,Other
GB-CYL-CLR-9ML-S-02,"Tall cylinder design 9ml, 1/3oz Clear glass bottle with shor",capStyle,Tall,Short
ACC-RCB-3X12,***OUT OF STOCK*** 3inches x 12inches Recloseable Plastic Ba,category,Packaging,Other
LB-CYL-CLR-25ML-LPM-SSLV,Cylinder design 25ml clear glass bottle with shiny silver lo,category,Glass Bottle,Lotion Bottle
CMP-SPR-IVSL-18-415-01,Sprayer Thread 18-415,capColor,Ivory,Ivory Silver
GB-CYL-CLR-9ML-ROL-BKDT-02,"Tall cylinder design 9ml, 1/3oz Clear glass bottle with plas",capStyle,Tall,Dot Cap
LB-CYL-CLR-25ML-LPM-SGLD,Cylinder design 25ml clear glass bottle with shiny gold loti,category,Glass Bottle,Lotion Bottle
GB-RND-FRS-78ML-RDC-MSLV-T,"Round design 78 ml, 2.65oz frosted glass bottle with reducer",capStyle,Tall,Screw Cap
GB-DVA-CLR-100ML-AST-IVGD,"Diva design 100 ml, 3 1/2oz  clear glass bottle  with Ivory ",capColor,Ivory,Ivory Gold
ACC-VLV-BLK-4X5,"Black velveteen gift bag / pouch. Size : 5.5"" tall x 4"" wide",category,Packaging,Other
LB-CIR-CLR-50ML-LPM-MSLV,"Circle design 50 ml, 1.7oz clear glass bottle with matte sil",category,Glass Bottle,Lotion Bottle
GB-CIR-FRS-100ML-ASP-IVSL,"Circle design 100 ml, 3 1/2oz frosted glass bottle with ivor",capColor,Ivory,Ivory Silver
GB-ELG-CLR-60ML-RDC-MSLV-T,"Elegant design 60 ml, 2oz  clear glass bottle  with reducer ",capStyle,Tall,Screw Cap
GB-ELG-CLR-60ML-RDC-MSLV-T,"Elegant design 60 ml, 2oz  clear glass bottle  with reducer ",heightWithCap,97 ±1 mm,117 ±2 mm
GB-ELG-CLR-60ML-RDC-MSLV-T,"Elegant design 60 ml, 2oz  clear glass bottle  with reducer ",heightWithoutCap,86 ±1 mm,92 ±1 mm
CJ-JAR-AMB-5ML-BLK,Cream glass jar style 5 ml amber bottle with black cap. For ,category,Glass Jar,Cream Jar
CMP-DRP-WHT-20400-76,White rubber bulb dropper with white cap. Glass stem length ,category,Component,Other
LB-ELG-FRS-60ML-LPM-COCP,"Elegant design 60 ml, 2oz frosted glass bottle with with a m",category,Glass Bottle,Lotion Bottle
GB-EMP-CLR-100ML-RDC-MSLV,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with redu",diameter,46 ±0.5 mm,78 ±1 mm
GB-GRN-GRN-20ML,Vial design 5/8 dram Green glass vial with white short cap. ,family,Vial,Green Glass
GB-CYL-CLR-6ML-ROL-MCPR,"Tulip design 6ml, 1/5oz Clear glass bottle with plastic roll",family,Tulip,Cylinder
GB-DVA-CLR-46ML-T-31,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,capColor,Brown Leather,Clear
GB-DVA-CLR-46ML-T-31,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
GB-CIR-FRS-50ML-RDC-SSLV,"Circle design 50 ml, 1.7oz  frosted glass bottle  with reduc",heightWithCap,91 ±1 mm,112 ±2 mm
ACC-VLV-GRN-4X5,"Green velveteen gift bag / pouch. Size : 5.5\ tall x 4""wide.",category,Packaging,Other
GB-GRC-CLR-55ML-SPR-MGLD,"Grace design 55 ml, 1.85oz  clear glass bottle  with matte g",capStyle,Spray,Screw Cap
GB-CYL-CLR-6ML-SPR-MCPR,"Tulip design 6ml, 1/5oz Clear glass bottle with matte copper",family,Tulip,Cylinder
GB-SLM-CLR-100ML-AST-IVSL,"Slim design 100 ml, 3 1/2oz  clear glass bottle  with Ivory ",capColor,Ivory,Ivory Silver
GB-CYL-CLR-100ML-ASP-IVGD,"Cylinder design 100 ml, 3 1/2oz  clear glass bottle  with iv",capColor,Ivory,Ivory Gold
GB-ELG-FRS-60ML-RDC-SBLK-T,"Elegant design 60 ml, 2oz frosted glass bottle with reducer ",capStyle,Tall,Screw Cap
GB-CYL-CLR-50ML-RDC-MSLV-T,"Cylinder design 50 ml, 1.7oz  clear glass bottle  with reduc",capStyle,Tall,Screw Cap
ACC-ORG-LTPR-5X8,Purple Organza / sheer gusseted gift bag. Size : 5 inches x ,category,Packaging,Other
GB-RND-CLR-128ML-RDC-SBLK-T,"Round design 128 ml, 4.33oz  clear glass bottle  with reduce",capStyle,Tall,Screw Cap
LB-EMP-CLR-50ML-LPM-MSLV,"Empire design 50 ml, 1.7oz clear glass bottle with matte sil",category,Glass Bottle,Lotion Bottle
LB-EMP-CLR-50ML-LPM-MSLV,"Empire design 50 ml, 1.7oz clear glass bottle with matte sil",diameter,37 ±0.5 mm,72 ±1 mm
LB-DVA-FRS-46ML-04,Diva 46 ml (1.56 oz) Clear Lotion Bottle,category,Glass Bottle,Lotion Bottle
GB-CYL-CLR-6ML-SPR-MGLD,"Tulip design 6ml, 1/5oz Clear glass bottle with matte gold s",family,Tulip,Cylinder
GB-CYL-CLR-6ML-SPR-MGLD,"Tulip design 6ml, 1/5oz Clear glass bottle with matte gold s",capStyle,Spray,Screw Cap
GB-GRC-CLR-55ML-ASP-IVSL,"Grace design 55 ml, 1.85oz  clear glass bottle  with ivory v",capColor,Ivory,Ivory Silver
GB-CYL-CLR-9ML-SPR-SSLV-02,"Tall cylinder design 9ml, 1/3oz Clear glass bottle with shin",capStyle,Tall,Spray
GB-RND-CLR-78ML-ASP-IVGD,"Round design 78 ml, 2.65oz  clear glass bottle  with ivory v",capColor,Ivory,Ivory Gold
GB-EMP-CLR-50ML-RDC-BKLT,"Empire design 50 ml, 1.7oz  clear glass bottle  with reducer",diameter,37 ±0.5 mm,72 ±1 mm
GB-RND-CLR-128ML-RDC-MSLV-T,"Round design 128 ml, 4.33oz  clear glass bottle  with reduce",capStyle,Tall,Screw Cap
GB-EMP-CLR-100ML-RDC-SGLD,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with redu",diameter,46 ±0.5 mm,78 ±1 mm
GB-SLK-CLR-30ML-SPR-SGLD,"Sleek design 30 ml, 1oz  clear glass bottle  with shiny gold",capStyle,Spray,Screw Cap
CMP-ROC-MBLK-20400-T,"Tall Matte Black cap or closure for rollon bottles, Threadsi",category,Component,Roll-On Cap
CMP-ROC-MBLK-20400-T,"Tall Matte Black cap or closure for rollon bottles, Threadsi",capStyle,Tall,Roll-On
CMP-ROC-CPR-17415,"Copper cap or closure for rollon bottles, Threadsize 17-415",category,Component,Roll-On Cap
LB-GRC-CLR-55ML-LPM-SGLD,"Grace design 55 ml, 1.85oz clear glass bottle with shiny gol",category,Glass Bottle,Lotion Bottle
CMP-DRP-SSLV-18415,White rubber bulb dropper with shiny silver collar cap. Thre,category,Component,Other
LB-SLK-CLR-30ML-LPM-SGLD,"Sleek design 30 ml, 1oz clear glass bottle with shiny gold l",category,Glass Bottle,Lotion Bottle
GB-SLM-CLR-50ML-AST-IVSL,"Slim design 50 ml, 1.7oz  clear glass bottle  with Ivory vin",capColor,Ivory,Ivory Silver
GB-CYL-FRS-9ML-05,"Tall cylinder design 9ml, 1/3oz frosted glass bottle with ma",capStyle,Tall,Spray
LB-CYL-FRS-9ML-LPM-BLK,"Cylinder design 9ml,1/3 oz frosted glass bottle with treatme",category,Glass Bottle,Lotion Bottle
CMP-SPR-SSLV-17-415,"Shiny silver collar sprayer, Thread size 17-415",category,Component,Other
GB-BEL-CLR-10ML-MRL-BLDOT,Bell design 10ml Clear glass bottle with metal roller ball p,family,Bell,Roll-On Bottle
GB-BEL-CLR-10ML-MRL-BLDOT,Bell design 10ml Clear glass bottle with metal roller ball p,capColor,Shiny Black,Clear
GB-BEL-CLR-10ML-MRL-BLDOT,Bell design 10ml Clear glass bottle with metal roller ball p,dataGrade,B,B — no cap color; no thread
GB-BEL-CLR-10ML-MRL-BLDOT,Bell design 10ml Clear glass bottle with metal roller ball p,diameter,27 ±0.5 mm,43.7
GB-BEL-CLR-10ML-MRL-BLDOT,Bell design 10ml Clear glass bottle with metal roller ball p,heightWithCap,66 ±1 mm,105.5
GB-BEL-CLR-10ML-MRL-BLDOT,Bell design 10ml Clear glass bottle with metal roller ball p,heightWithoutCap,55 ±1 mm,86.9
LB-CYL-CLR-9ML-T-02,"Cylinder design 9ml,1/3 oz clear glass bottle with treatment",category,Glass Bottle,Lotion Bottle
CMP-DRP-BKGD-20400-76,Black rubber bulb dropper with shiny gold collar cap. Glass ,category,Component,Other
LB-CYL-AMB-9ML-LPM-GLD,"Cylinder design 9ml,1/3 oz amber glass bottle with treatment",category,Glass Bottle,Lotion Bottle
GB-CYL-CLR-9ML-MRL-MCPR-02,"Tall cylinder design 9ml, 1/3oz Clear glass bottle with meta",capStyle,Tall,Roll-On
GB-SLK-CLR-30ML-SPR-MGLD,"Sleek design 30 ml, 1oz  clear glass bottle  with matte gold",capStyle,Spray,Screw Cap
GB-CIR-FRS-100ML-SPR-MGLD,"Circle design 100 ml, 3 1/2oz frosted glass bottle with matt",capStyle,Spray,Screw Cap
GB-GRC-CLR-55ML-AST-IVGD,"Grace design 55 ml, 1.85oz  clear glass bottle  with Ivory v",capColor,Ivory,Ivory Gold
CMP-DRP-CPR-18415,White rubber bulb dropper with shiny copper collar cap. Thre,category,Component,Other
GB-DVA-CLR-46ML-RDC-MSLV-T,"Diva design 46 ml, 1.64oz  clear glass bottle  with reducer ",capStyle,Tall,Screw Cap
GB-CYL-BLU-5ML-CAP-SBLK,"Cylinder design 5ml, 1/6oz Blue glass bottle with short shin",capColor,Shiny Black,Blue
GB-CYL-BLU-5ML-CAP-SBLK,"Cylinder design 5ml, 1/6oz Blue glass bottle with short shin",dataGrade,B,C — no applicator; no cap color; no thread
GB-CYL-BLU-5ML-CAP-SBLK,"Cylinder design 5ml, 1/6oz Blue glass bottle with short shin",heightWithCap,59 ±1 mm Item Height without C,66.8
GB-CYL-BLU-5ML-CAP-SBLK,"Cylinder design 5ml, 1/6oz Blue glass bottle with short shin",heightWithoutCap,53 ±1 mm Item Diameter: 17 ±0.,54.2
GB-ELG-FRS-100ML-ASP-IVGD,"Elegant design 100 ml, 3 1/2oz frosted glass bottle with ivo",capColor,Ivory,Ivory Gold
