graceSku,itemName,field,convex,master_v83
GB-CYL-BLU-5ML-ATM-BLU,"Blue atomizer design 5 ml bottle. For use with perfumes, Col",family,Atomizer,Cylinder
GB-CYL-BLU-5ML-ATM-BLU,"Blue atomizer design 5 ml bottle. For use with perfumes, Col",category,Metal Atomizer,Glass Bottle
LB-SLK-CLR-100ML-LPM-SGLD,"Sleek design 100 ml, 3 1/2oz clear glass bottle with shiny g",category,Glass Bottle,Lotion Bottle
LB-CYL-CLR-9ML-LPM-MSLV,"Cylinder swirl design 9ml,1/3 oz glass bottle with treatment",category,Glass Bottle,Lotion Bottle
ACC-ORG-PRP-4X6,Purple Organza / sheer gusseted gift bag. Size : 4 inches x ,category,Packaging,Other
LB-SLK-CLR-30ML-LPM-COCP,"Sleek design 30 ml, 1oz clear glass bottle with with a matte",category,Glass Bottle,Lotion Bottle
GB-CYL-AMB-5ML-WHT-S,"Tulip design 5ml, 1/6 oz Amber glass bottle with short white",family,Tulip,Cylinder
GB-RCT-CLR-10ML-SPR-MCPR-02,"Tall rectangular design 10ml, 1/3oz Clear glass bottle with ",capStyle,Tall,Spray
GB-EMP-CLR-50ML-DRP-GLD,"Empire design 50 ml, 1.7oz  clear glass bottle  with white d",diameter,37 ±0.5 mm,72 ±1 mm
CMP-ROC-SGLD-13415,"Shiny Gold cap or closure for rollon bottles, Threadsize 13-",category,Component,Roll-On Cap
GB-SLK-CLR-100ML-RDC-MSLV-T,"Sleek design 100 ml, 3 1/2oz  clear glass bottle  with reduc",capStyle,Tall,Screw Cap
GB-EMP-CLR-100ML-SPR-SBLK,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with shin",diameter,46 ±0.5 mm,78 ±1 mm
GB-EMP-CLR-100ML-AST-MSLV,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with Silv",diameter,46 ±0.5 mm,78 ±1 mm
GB-RCT-CLR-10ML-ROL-BKDT-02,"Tall rectangular design 10ml, 1/3oz Clear glass bottle with ",capStyle,Tall,Dot Cap
LB-DVA-CLR-100ML-LPM-SSLV,"Diva design 100 ml, 3 1/2oz clear glass bottle with shiny si",category,Glass Bottle,Lotion Bottle
GB-RCT-CLR-10ML-BLK-S-02,"Tall rectangular design 10ml, 1/3oz Clear glass bottle with ",capStyle,Tall,Short
GB-CIR-FRS-100ML-RDC-WHT,"Circle design 100 ml, 3 1/2oz frosted glass bottle with redu",heightWithCap,116 ±2 mm,125 ±2 mm
GB-CIR-FRS-100ML-RDC-WHT,"Circle design 100 ml, 3 1/2oz frosted glass bottle with redu",heightWithoutCap,105 ±2 mm,100 ±1 mm
LB-ELG-CLR-60ML-LPM-MSLV,"Elegant design 60 ml, 2oz clear glass bottle with matte silv",category,Glass Bottle,Lotion Bottle
CMP-CAP-SGLD-13-415-01,"Shiny gold lid or closure for glass bottle, Thread size 13-4",family,Roll-On Cap,Cap/Closure
CMP-CAP-SGLD-13-415-01,"Shiny gold lid or closure for glass bottle, Thread size 13-4",category,Component,Cap/Closure
CMP-CAP-SGLD-13-415-02,Cap/Closure Thread 13-415,category,Component,Cap/Closure
LB-DMD-CLR-60ML-LPM-CPR,"Diamond design 60ml, 2 ounce clear glass bottle with matte c",category,Glass Bottle,Lotion Bottle
LB-DVA-CLR-46ML-06,Diva 46 ml (1.56 oz) Clear Lotion Bottle,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
GB-DVA-CLR-46ML-T-32,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,capColor,Ivory Leather,Clear
GB-DVA-CLR-46ML-T-32,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
LB-CYL-CLR-50ML-LPM-COCP,"Cylinder design 50 ml, 1.7oz clear glass bottle with with a ",category,Glass Bottle,Lotion Bottle
GB-EMP-CLR-50ML-AST-WHT,"Empire design 50 ml, 1.7oz  clear glass bottle  with White v",diameter,37 ±0.5 mm,72 ±1 mm
GB-RND-FRS-128ML-RDC-SBLK-T,"Round design 128 ml, 4.33oz frosted glass bottle with reduce",capStyle,Tall,Screw Cap
LB-SLK-CLR-50ML-LPM-COCP,"Sleek design 50 ml, 1.7oz  clear glass bottle  with with a m",category,Glass Bottle,Lotion Bottle
GB-CIR-FRS-50ML-RDC-01,"Circle design 50 ml, 1.7oz  frosted glass bottle  with reduc",capColor,Brown Leather,Frosted
GB-CIR-FRS-50ML-RDC-01,"Circle design 50 ml, 1.7oz  frosted glass bottle  with reduc",heightWithCap,101 ±2 mm,112 ±2 mm
GB-RCT-CLR-10ML-MRL-SBLK-02,"Tall rectangular design 10ml, 1/3oz Clear glass bottle with ",capStyle,Tall,Roll-On
CMP-DRP-BKSL-20400-76,Black rubber bulb dropper with shiny silver collar cap. Glas,category,Component,Other
GB-SPR-CLR-3ML-BLK,3.3ml Clear Glass Bottle with Black Spray Pump and Clear Cap,family,Cylinder,Spray Bottle
GB-CIR-CLR-50ML-SPR-MGLD,"Circle design 50 ml, 1.7oz  clear glass bottle  with matte g",capStyle,Spray,Screw Cap
CMP-DRP-BLK-20400-76MM-01,Black rubber bulb dropper with black cap. Glass stem length ,dataGrade,C — no color,A
CMP-DRP-BLK-20400-76MM-01,Black rubber bulb dropper with black cap. Glass stem length ,caseQuantity,357.0,500.0
CMP-DRP-BLK-20400-76MM-01,Black rubber bulb dropper with black cap. Glass stem length ,diameter,22 ±0.5 mm,22
CMP-DRP-BLK-20400-76MM-01,Black rubber bulb dropper with black cap. Glass stem length ,heightWithCap,32 ±0.5 mm,20
CMP-CAP-SGLD-18415-S,Short Shiny Gold caps for glass bottles. Thread size 18-415,family,Cap/Closure,Cap
CMP-CAP-SGLD-18415-S,Short Shiny Gold caps for glass bottles. Thread size 18-415,category,Component,Cap/Closure
GB-EMP-CLR-100ML-RDC-PKLT,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with redu",diameter,46 ±0.5 mm,78 ±1 mm
GB-EMP-CLR-50ML-SPR-CPR,"Empire design 50 ml, 1.7oz  clear glass bottle  with matte c",diameter,37 ±0.5 mm,72 ±1 mm
LB-DVA-FRS-46ML-01,Diva 46 ml (1.56 oz) Clear Lotion Bottle,category,Glass Bottle,Lotion Bottle
CMP-ROC-MCPR-13415,"Matte Copper cap or closure for rollon bottles, Threadsize 1",category,Component,Roll-On Cap
GB-CIR-CLR-50ML-AST-IVGD,"Circle design 50 ml, 1.7oz  clear glass bottle  with Ivory v",capColor,Ivory,Ivory Gold
CJ-JAR-CBL-9ML,"Plastic, cream jar style 3 ml bottle with blue cap. For use ",category,Glass Jar,Cream Jar
GB-EMP-CLR-50ML-ASP-MSLV,"Empire design 50 ml, 1.7oz  clear glass bottle  with matte s",diameter,37 ±0.5 mm,72 ±1 mm
CMP-CAP-SGLD-15-415,Shiny Gold color Cap or Closure for 15-415,family,Roll-On Cap,Cap/Closure
CMP-CAP-SGLD-15-415,Shiny Gold color Cap or Closure for 15-415,category,Component,Cap/Closure
ACC-FNL-02,Small plastic funnel.,category,Accessory,Other
ACC-VLV-BLU-4X3,"Blue velveteen gift bag / pouch. Size : 4\ tall x 3""wide.""""""",category,Packaging,Other
CMP-ROC-MGLD-13415,"Matte Gold cap or closure for rollon bottles, Threadsize 13-",category,Component,Roll-On Cap
PKG-BOX-CWIN-BLU,Blue Shade Dot design folding carton box with window. Size 0,category,Packaging,Other
GB-CIR-CLR-100ML-RDC-WHT,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with redu",heightWithCap,116 ±2 mm,118 ±2 mm
GB-CIR-CLR-100ML-RDC-WHT,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with redu",heightWithoutCap,105 ±2 mm,92 ±1 mm
GB-DVA-FRS-46ML-T-38,Diva 46 ml (1.56 oz) Frosted Glass Bottle Tall Cap,capColor,Shiny Black,Clear
GB-CIR-CLR-50ML-AST-IVSL,"Circle design 50 ml, 1.7oz  clear glass bottle  with Ivory v",capColor,Ivory,Ivory Silver
GB-RND-CLR-128ML-ASP-IVGD,"Round design 128 ml, 4.33oz  clear glass bottle  with ivory ",capColor,Ivory,Ivory Gold
GB-RND-CLR-128ML-ASP-IVSL,"Round design 128 ml, 4.33oz  clear glass bottle  with ivory ",capColor,Ivory,Ivory Silver
GB-RCT-CLR-10ML-ROL-MSLV-02,"Tall rectangular design 10ml, 1/3oz Clear glass bottle with ",capStyle,Tall,Roll-On
GB-SLM-CLR-100ML-ASP-IVSL,"Slim design 100 ml, 3 1/2oz  clear glass bottle  with ivory ",capColor,Ivory,Ivory Silver
LB-SLM-CLR-50ML-LPM-MGLD,"Slim design 50 ml, 1.7oz clear glass bottle with matte gold ",category,Glass Bottle,Lotion Bottle
LB-SLM-CLR-50ML-LPM-MGLD,"Slim design 50 ml, 1.7oz clear glass bottle with matte gold ",heightWithCap,112 ±2 mm,121 ±2 mm
LB-SLM-CLR-50ML-LPM-MGLD,"Slim design 50 ml, 1.7oz clear glass bottle with matte gold ",heightWithoutCap,121 ±2 mm,112 ±2 mm
GB-CYL-CLR-9ML-ROL-SGLD-02,"Tall cylinder design 9ml, 1/3oz Clear glass bottle with plas",capStyle,Tall,Screw Cap
CMP-CAP-SSLV-15-415,Shiny Silver color Cap or Closure for 15-415,family,Roll-On Cap,Cap/Closure
CMP-CAP-SSLV-15-415,Shiny Silver color Cap or Closure for 15-415,category,Component,Cap/Closure
LB-RND-FRS-78ML-06,"Round design 78 ml, 2.65oz frosted glass bottle with shiny s",category,Glass Bottle,Lotion Bottle
GB-DVA-CLR-46ML-T-39,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,capColor,Shiny Gold,Clear
GB-DVA-CLR-46ML-T-39,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
LB-DVA-CLR-30ML-LPM-COCP,"Diva design 30 ml, 1oz clear glass bottle with with a matte ",category,Glass Bottle,Lotion Bottle
GB-CYL-CLR-9ML-SPR-MGLD,"Tall cylinder design 9ml, 1/3oz Clear glass bottle with matt",capStyle,Tall,Screw Cap
GB-DVA-CLR-46ML-AST-IVSL,"Diva design 46 ml, 1.64oz  clear glass bottle  with Ivory vi",capColor,Ivory,Ivory Silver
GB-VIA-CLR-15ML-SLV-T-02,"Square design 15ml, 1/2oz Clear glass bottle with shiny silv",family,Square,Vial
LB-EMP-CLR-50ML-LPM-COCP,"Empire design 50 ml, 1.7oz clear glass bottle with with a ma",category,Glass Bottle,Lotion Bottle
LB-EMP-CLR-50ML-LPM-COCP,"Empire design 50 ml, 1.7oz clear glass bottle with with a ma",diameter,37 ±0.5 mm,72 ±1 mm
CMP-SPR-MTCP-18-415-03,"Mate Copper collar sprayer, Thread size 18-415",family,Sprayer,Component
CMP-SPR-MTCP-18-415-03,"Mate Copper collar sprayer, Thread size 18-415",capColor,Copper,Matte Copper
CMP-SPR-MTCP-18-415-03,"Mate Copper collar sprayer, Thread size 18-415",dataGrade,C — no color,A
CMP-SPR-MTCP-18-415-03,"Mate Copper collar sprayer, Thread size 18-415",caseQuantity,357.0,500.0
CMP-SPR-MTCP-18-415-03,"Mate Copper collar sprayer, Thread size 18-415",diameter,23 ±0.5 mm,22
CMP-SPR-MTCP-18-415-03,"Mate Copper collar sprayer, Thread size 18-415",heightWithCap,41 ±0.5 mm,20
GB-SLK-CLR-100ML-ASP-IVSL,"Sleek design 100 ml, 3 1/2oz  clear glass bottle  with ivory",capColor,Ivory,Ivory Silver
LB-DVA-CLR-46ML-01,Diva 46 ml (1.56 oz) Clear Lotion Bottle,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
LB-EMP-CLR-100ML-LPM-SSLV,"Empire design 100 ml, 3 1/2oz clear glass bottle with shiny ",category,Glass Bottle,Lotion Bottle
LB-EMP-CLR-100ML-LPM-SSLV,"Empire design 100 ml, 3 1/2oz clear glass bottle with shiny ",diameter,46 ±0.5 mm,35 ±0.5 mm
LB-CIR-FRS-50ML-LPM-SBLK,"Circle design 50 ml, 1.7oz frosted glass bottle with shiny b",category,Glass Bottle,Lotion Bottle
LB-GRC-CLR-55ML-LPM-MSLV,"Grace design 55 ml, 1.85oz clear glass bottle with matte sil",category,Glass Bottle,Lotion Bottle
GB-CYL-CLR-9ML-MRL-SSLV-02,"Tall cylinder design 9ml, 1/3oz Clear glass bottle with meta",capStyle,Tall,Roll-On
CMP-CAP-SLV-13-415-02,Cap/Closure Thread 13-415,category,Component,Cap/Closure
CMP-ROC-SSLV-13415,"Shiny Silver cap or closure for rollon bottles, Threadsize 1",category,Component,Roll-On Cap
GB-SLM-CLR-100ML-RDC-MSLV-T,"Slim design 100 ml, 3 1/2oz  clear glass bottle  with reduce",capStyle,Tall,Screw Cap
ACC-RCB-4X5,4inches x 5inches Recloseable Plastic Bags. 100 pieces per p,category,Packaging,Other
LB-CIR-FRS-50ML-LPM-CLR,"Circle design 50 ml, 1.7oz frosted glass bottle with with a ",category,Glass Bottle,Lotion Bottle
GB-DVA-CLR-100ML-RDC-SBLK-T,"Diva design 100 ml, 3 1/2oz  clear glass bottle  with reduce",capStyle,Tall,Screw Cap
GB-CYL-CLR-5ML-ATM-SLV-01,"Silver atomizer design 5 ml bottle. For use with perfumes, C",family,Atomizer,Cylinder
GB-CYL-CLR-5ML-ATM-SLV-01,"Silver atomizer design 5 ml bottle. For use with perfumes, C",category,Metal Atomizer,Glass Bottle
GB-ELG-CLR-60ML-RDC,"Elegant design 60 ml, 2oz  clear glass bottle  with reducer ",capColor,Light Brown Leather,Clear
GB-ELG-CLR-60ML-RDC,"Elegant design 60 ml, 2oz  clear glass bottle  with reducer ",heightWithCap,100 ±1 mm,117 ±2 mm
GB-ELG-CLR-60ML-RDC,"Elegant design 60 ml, 2oz  clear glass bottle  with reducer ",heightWithoutCap,86 ±1 mm,92 ±1 mm
GB-CIR-CLR-15ML-SPR-SGLD,"Circle design 15ml, 1/2oz Clear glass bottle with shiny gold",capStyle,Spray,Screw Cap
GB-ETF-CLR-35ML,Clear glass bottle with ground glass neck and stopper.Capaci,family,Decorative,Eternal Flame
GB-EMP-CLR-100ML-SPR-MSLV,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with matt",diameter,46 ±0.5 mm,78 ±1 mm
CMP-SPR-CLR-17-415,"Shiny turquoise collar sprayer, Thread size 17-415",category,Component,Other
LB-CYL-CLR-25ML-LPM-MGLD,Cylinder design 25ml clear glass bottle with matte gold loti,category,Glass Bottle,Lotion Bottle
GB-CYL-CLR-9ML-MRL-MSLV-03,"Tall cylinder design 9ml, 1/3oz Clear glass bottle with meta",capStyle,Tall,Roll-On
LB-RND-FRS-128ML-LPM-MSLV,"Round design 128 ml, 4.33oz frosted glass bottle with matte ",category,Glass Bottle,Lotion Bottle
ACC-VLV-BLK-4X3,"Black velveteen gift bag / pouch. Size : 4\ tall x 3""wide.""""",category,Packaging,Other
GB-CIR-FRS-100ML-RDC-SGLD,"Circle design 100 ml, 3 1/2oz frosted glass bottle with redu",heightWithCap,109 ±2 mm,125 ±2 mm
GB-CIR-FRS-100ML-RDC-SGLD,"Circle design 100 ml, 3 1/2oz frosted glass bottle with redu",heightWithoutCap,105 ±2 mm,100 ±1 mm
GB-SLM-CLR-50ML-SPR-SGLD,"Slim design 50 ml, 1.7oz  clear glass bottle  with shiny gol",capStyle,Spray,Screw Cap
GB-CYL-CLR-6ML-SPR-SGLD,"Tulip design 6ml, 1/5oz Clear glass bottle with shiny gold s",family,Tulip,Cylinder
GB-CYL-CLR-6ML-SPR-SGLD,"Tulip design 6ml, 1/5oz Clear glass bottle with shiny gold s",capStyle,Spray,Screw Cap
GB-CYL-CLR-5ML-ATM-GLD,"Gold atomizer design 5 ml bottle. For use with perfumes, Col",family,Atomizer,Cylinder
GB-CYL-CLR-5ML-ATM-GLD,"Gold atomizer design 5 ml bottle. For use with perfumes, Col",category,Metal Atomizer,Glass Bottle
CMP-CAP-BLK-S-13-415,"Black lid or closure for glass bottle, Thread size 13-415",family,Roll-On Cap,Cap/Closure
CMP-CAP-BLK-S-13-415,"Black lid or closure for glass bottle, Thread size 13-415",category,Component,Cap/Closure
GB-ELG-FRS-60ML-RDC-MSLV-T,"Elegant design 60 ml, 2oz frosted glass bottle with reducer ",capStyle,Tall,Screw Cap
GB-SLM-CLR-50ML-RDC-MSLV-T,"Slim design 50 ml, 1.7oz  clear glass bottle  with reducer a",capStyle,Tall,Screw Cap
GB-CYL-CLR-100ML-ASP-IVSL,"Cylinder design 100 ml, 3 1/2oz  clear glass bottle  with iv",capColor,Ivory,Ivory Silver
LB-ELG-CLR-100ML-LPM-MGLD,"Elegant design 100 ml, 3 1/2oz clear glass bottle with matte",category,Glass Bottle,Lotion Bottle
LB-SLM-CLR-50ML-LPM-MSLV,"Slim design 50 ml, 1.7oz clear glass bottle with matte silve",category,Glass Bottle,Lotion Bottle
LB-SLM-CLR-50ML-LPM-MSLV,"Slim design 50 ml, 1.7oz clear glass bottle with matte silve",heightWithCap,112 ±2 mm,121 ±2 mm
LB-SLM-CLR-50ML-LPM-MSLV,"Slim design 50 ml, 1.7oz clear glass bottle with matte silve",heightWithoutCap,121 ±2 mm,112 ±2 mm
GB-DVA-CLR-46ML-RDC-SBLK-T,"Diva design 46 ml, 1.64oz  clear glass bottle  with reducer ",capStyle,Tall,Screw Cap
GB-CYL-CLR-6ML-SPR-MBLU,"Tulip design 6ml, 1/5oz Clear glass bottle with matte blue s",family,Tulip,Cylinder
GB-DMD-CLR-60ML-RDC-SBLK-T,"Diamond design 60ml, 2 ounce  clear glass bottle  with reduc",capStyle,Tall,Screw Cap
LB-SLK-CLR-30ML-LPM-SSLV,"Sleek design 30 ml, 1oz clear glass bottle with shiny silver",category,Glass Bottle,Lotion Bottle
GB-EMP-CLR-50ML-ASP-PNK,"Empire design 50 ml, 1.7oz  clear glass bottle  with pink vi",diameter,37 ±0.5 mm,72 ±1 mm
LB-CYL-AMB-9ML-LPM-MSLV,"Cylinder design 9ml,1/3 oz amber glass bottle with treatment",category,Glass Bottle,Lotion Bottle
GB-RCT-CLR-10ML-MRL-MGLD-02,"Tall rectangular design 10ml, 1/3oz Clear glass bottle with ",capStyle,Tall,Screw Cap
GB-ELG-FRS-100ML-RDC-MSLV-T,"Elegant design 100 ml, 3 1/2oz frosted glass bottle with red",capStyle,Tall,Screw Cap
GB-DEC-CLR-118ML,Apothecary style 4oz Clear Pear Bottle with glass stopper. 1,family,Apothecary,Decorative
CMP-CAP-SSLV-18415-S,Short Shiny Silver caps for glass bottles. Thread size 18-41,family,Cap/Closure,Cap
CMP-CAP-SSLV-18415-S,Short Shiny Silver caps for glass bottles. Thread size 18-41,category,Component,Cap/Closure
GB-CIR-FRS-100ML-RDC-SSLV,"Circle design 100 ml, 3 1/2oz frosted glass bottle with redu",heightWithCap,109 ±2 mm,125 ±2 mm
GB-CIR-FRS-100ML-RDC-SSLV,"Circle design 100 ml, 3 1/2oz frosted glass bottle with redu",heightWithoutCap,105 ±2 mm,100 ±1 mm
CMP-SPR-SLV-17-415,"Matte silver collar sprayer, Thread size 17-415",category,Component,Other
GB-GNI-BLU-32ML,Blue Genie glass bottle. Capacity: 1.14oz (32ml),family,Decorative,Genie
GB-CYL-BLK-10ML-ATM-BLK-02,Black atomizer design 10 ml bottle with dots. For use with p,family,Atomizer,Cylinder
GB-CYL-BLK-10ML-ATM-BLK-02,Black atomizer design 10 ml bottle with dots. For use with p,category,Metal Atomizer,Glass Bottle
LB-RND-FRS-128ML-LPM-MGLD,"Round design 128 ml, 4.33oz frosted glass bottle with matte ",category,Glass Bottle,Lotion Bottle
CJ-JAR-60ML-WHT,"White plastic cream jar with silver cap, capacity 63 ml",category,Glass Jar,Cream Jar
GB-RCT-CLR-10ML-ROL-SGLD-02,"Tall rectangular design 10ml, 1/3oz Clear glass bottle with ",capStyle,Tall,Screw Cap
GB-GRC-CLR-55ML-RDC-MSLV-T,"Grace design 55 ml, 1.85oz  clear glass bottle  with reducer",capStyle,Tall,Screw Cap
GB-CYL-CLR-6ML-MRL-MCPR,"Tulip design 6ml, 1/5oz Clear glass bottle with metal roller",family,Tulip,Cylinder
GB-ELG-CLR-15ML-SPR-SGLD-01,"Elegant design 15ml, 1/2oz Clear glass bottle with shiny gol",capStyle,Spray,Screw Cap
LB-SLM-CLR-100ML-LPM-SGLD,"Slim design 100 ml, 3 1/2oz clear glass bottle with shiny go",category,Glass Bottle,Lotion Bottle
CMP-ROC-SGLD-17415,"Shiny gold cap or closure for rollon bottles, Threadsize 17-",category,Component,Roll-On Cap
GB-CYL-CLR-50ML-RDC-SBLK-T,"Cylinder design 50 ml, 1.7oz  clear glass bottle  with reduc",capStyle,Tall,Screw Cap
CMP-CAP-BRN-18415-LTR,"Brown Faux Leather caps for glass bottles, Thread size 18-41",family,Cap/Closure,Cap
CMP-CAP-BRN-18415-LTR,"Brown Faux Leather caps for glass bottles, Thread size 18-41",category,Component,Cap/Closure
LB-CYL-BLU-9ML-LPM-MSLV,"Cylinder design 9ml,1/3 oz Cobalt blue glass bottle with tre",category,Glass Bottle,Lotion Bottle
GB-EMP-CLR-50ML-ASP-GLD,"Empire design 50 ml, 1.7oz  clear glass bottle  with gold vi",diameter,37 ±0.5 mm,72 ±1 mm
GB-CYL-CLR-6ML-ROL-MSLV,"Tulip design 6ml, 1/5oz Clear glass bottle with plastic roll",family,Tulip,Cylinder
PKG-BOX-WHT-1X1X2,White folding 1.0 x 1.0 x 2.0 inches tall box.,category,Packaging,Packaging Box
GB-RND-FRS-78ML-AST-IVSL,"Round design 78 ml, 2.65oz frosted glass bottle with Ivory v",capColor,Ivory,Ivory Silver
GB-CYL-AMB-5ML-ROL-MCPR,"Tulip design 5ml, 1/6 oz Amber glass bottle with plastic rol",family,Tulip,Cylinder
CMP-SPR-SHSL-18-415-06,"Shiny Silver collar sprayer, Thread size 18-415",family,Sprayer,Component
CMP-SPR-SHSL-18-415-06,"Shiny Silver collar sprayer, Thread size 18-415",dataGrade,C — no color,A
CMP-SPR-SHSL-18-415-06,"Shiny Silver collar sprayer, Thread size 18-415",caseQuantity,357.0,500.0
CMP-SPR-SHSL-18-415-06,"Shiny Silver collar sprayer, Thread size 18-415",diameter,23 ±0.5 mm,22
CMP-SPR-SHSL-18-415-06,"Shiny Silver collar sprayer, Thread size 18-415",heightWithCap,41 ±0.5 mm,20
GB-CYL-CLR-5ML-SLV-T,"Cylinder design 5ml, 1/6oz Clear glass bottle with shiny sil",capColor,Shiny Silver,Silver
GB-ELG-CLR-100ML-AST-IVSL,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with Ivo",capColor,Ivory,Ivory Silver
LB-SLK-CLR-30ML-LPM-MGLD,"Sleek design 30 ml, 1oz clear glass bottle with matte gold l",category,Glass Bottle,Lotion Bottle
CMP-CLS-SLV-04,Cap/Closure Silver,family,Cap/Closure,Component
CMP-CLS-SLV-04,Cap/Closure Silver,dataGrade,B,B — no thread
GB-CYL-CLR-6ML-ROL-SBLK,"Tulip design 6ml, 1/5oz Clear glass bottle with plastic roll",family,Tulip,Cylinder
GB-ELG-FRS-100ML-ASP-IVSL,"Elegant design 100 ml, 3 1/2oz frosted glass bottle with ivo",capColor,Ivory,Ivory Silver
LB-RND-CLR-128ML-LPM-COCP,"Round design 128 ml, 4.33oz clear glass bottle with with a m",category,Glass Bottle,Lotion Bottle
GB-CYL-CLR-50ML-ASP-IVSL,"Cylinder design 50 ml, 1.7oz  clear glass bottle  with ivory",capColor,Ivory,Ivory Silver
PKG-BOX-CWIN-GNPR,Green Print design folding carton box with window. Size 0.75,category,Packaging,Other
LB-CIR-FRS-50ML-LPM-SSLV,"Circle design 50 ml, 1.7oz frosted glass bottle with shiny s",category,Glass Bottle,Lotion Bottle
GB-DMD-CLR-60ML-ASP-IVGD,"Diamond design 60ml, 2 ounce  clear glass bottle  with ivory",capColor,Ivory,Ivory Gold
LB-CIR-FRS-100ML-LPM-SSLV,"Circle design 100 ml, 3 1/2oz frosted glass bottle with shin",category,Glass Bottle,Lotion Bottle
CMP-CAP-BLK-20-400-1OZ,"Black lid or closure for glass bottle, Thread size 20-400",family,Cap/Closure,Cap
CMP-DRP-WTSL-20400-90,White rubber bulb dropper with shiny silver collar cap. Glas,category,Component,Other
GB-CYL-CLR-9ML-T-01,Cylinder design 9 ml clear glass vial with black cap with gl,family,Vial,Cylinder
PKG-BOX-ECRM-RECT,Cream Matte finish 3.1 x 2.75 x 5.9 inches tall box.,category,Packaging,Other
GB-VIA-BLU-3ML-BLK-S,Vial design 5/8 dram Blue glass vial with black short cap. F,family,Vial,Component
GB-VIA-BLU-3ML-BLK-S,Vial design 5/8 dram Blue glass vial with black short cap. F,category,Glass Bottle,Component
GB-VIA-BLU-3ML-BLK-S,Vial design 5/8 dram Blue glass vial with black short cap. F,capColor,Black,Black Blue
GB-VIA-BLU-3ML-BLK-S,Vial design 5/8 dram Blue glass vial with black short cap. F,dataGrade,A,B — no thread
LB-SLK-CLR-100ML-LPM-SSLV,"Sleek design 100 ml, 3 1/2oz clear glass bottle with shiny s",category,Glass Bottle,Lotion Bottle
GB-GRC-CLR-55ML-RDC-SBLK-T,"Grace design 55 ml, 1.85oz  clear glass bottle  with reducer",capStyle,Tall,Screw Cap
CMP-SPR-IVSL-18-415-02,Sprayer Thread 18-415,capColor,Ivory,Ivory Silver
LB-GRC-CLR-55ML-LPM-CPR,"Grace design 55 ml, 1.85oz clear glass bottle with matte cop",category,Glass Bottle,Lotion Bottle
ACC-ORG-SLV-4X6-02,Silver Gray Organza / sheer gusseted gift bag. Size : 4 inch,category,Packaging,Other
CJ-JAR-FRS-40ML-01,"Glass, cream jar style 40 ml frosted bottle with black cap. ",category,Glass Jar,Cream Jar
GB-ELG-CLR-100ML-ASP-IVGD,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with ivo",capColor,Ivory,Ivory Gold
GB-RCT-CLR-10ML-ROL-SSLV-02,"Tall rectangular design 10ml, 1/3oz Clear glass bottle with ",capStyle,Tall,Roll-On
GB-RCT-CLR-10ML-ROL-SLDT-02,"Tall rectangular design 10ml, 1/3oz Clear glass bottle with ",capStyle,Tall,Dot Cap
GB-DVA-CLR-46ML-T-25,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
CMP-SPR-SHSL-13-415-07,"Shiny silver Fine Mist Sprayer, Thread size 13-415",family,Sprayer,Component
CMP-SPR-SHSL-13-415-07,"Shiny silver Fine Mist Sprayer, Thread size 13-415",capColor,Silver,Shiny Silver
CMP-SPR-SHSL-13-415-07,"Shiny silver Fine Mist Sprayer, Thread size 13-415",dataGrade,B — no color,A
CMP-SPR-SHSL-13-415-07,"Shiny silver Fine Mist Sprayer, Thread size 13-415",diameter,17 ±0.5 mm,22
CMP-SPR-SHSL-13-415-07,"Shiny silver Fine Mist Sprayer, Thread size 13-415",heightWithCap,32 ±0.5 mm,20
GB-SLK-CLR-50ML-ASP-IVSL,"Sleek design 50 ml, 1.7oz  clear glass bottle  with ivory vi",capColor,Ivory,Ivory Silver
GB-CIR-CLR-100ML-SPR-MGLD,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with matt",capStyle,Spray,Screw Cap
GB-DVA-CLR-46ML-T-16,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
GB-CIR-FRS-50ML-RDC-PNK,"Circle design 50 ml, 1.7oz  frosted glass bottle  with reduc",capColor,Pink Leather,Pink
GBCyl5WhtSht,Cylinder design 5ml Clear glass bottle with short white cap.,capStyle,Short Cap,Short
