sku,graceSku,family,capacityMl,glass,neck,fitment,finish,builderVisible,completeness,slots,flags,visualApproval
"GBCylSwrl9MtlRollPnkDot","GB-CYL-CLR-9ML-MRL-PKDT-01","Cylinder","9","Swirl","17-415","Metal Roller Ball","Pink Dotted","true","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBTallCylFrst9SpryBlkSh","GB-CYL-FRS-9ML-02","Cylinder","9","Frosted","13-415","Fine Mist Sprayer","Frosted","true","full","body | diptube | sprayer | overcap","","pending_exact_source_and_render_review"
"GBMtlRoll28Blk","GB-CYL-CLR-28ML-MRL-01","Cylinder","28","Clear","16mm","Metal Roller Ball","Black","false","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBCylAmb9RollShBlk","GB-CYL-AMB-9ML-ROL-SBLK","Cylinder","9","Amber","17-415","Plastic Roller Ball","Shiny Black","false","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBCylSwrl9MtlRollMattGl","GB-CYL-CLR-9ML-MRL-MGLD-01","Cylinder","9","Swirl","17-415","Metal Roller Ball","Matte Gold","true","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBTallCylFrst9SpryBluMatt","GB-CYL-FRS-9ML-03","Cylinder","9","Frosted","13-415","Fine Mist Sprayer","Frosted","true","full","body | diptube | sprayer | overcap","","pending_exact_source_and_render_review"
"GBCylSwrl9MtlRollShnGl","GB-CYL-CLR-9ML-MRL-SGLD-01","Cylinder","9","Swirl","17-415","Metal Roller Ball","Shiny Gold","true","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCylAmb9RollShnGl","GB-CYL-AMB-9ML-ROL-SGLD","Cylinder","9","Amber","17-415","Plastic Roller Ball","Shiny Gold","false","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBTallCylFrst9SpryGlSh","GB-CYL-FRS-9ML-06","Cylinder","9","Frosted","13-415","Fine Mist Sprayer","Frosted","true","full","body | diptube | sprayer | overcap","","pending_exact_source_and_render_review"
"GBCylAmb9RollShnSl","GB-CYL-AMB-9ML-ROL-SSLV","Cylinder","9","Amber","17-415","Plastic Roller Ball","Shiny Silver","false","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBCylSwrl9MtlRollShnSl","GB-CYL-CLR-9ML-MRL-SSLV-01","Cylinder","9","Swirl","17-415","Metal Roller Ball","Shiny Silver","true","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBTallCylFrst9SpryGlMatt","GB-CYL-FRS-9ML-05","Cylinder","9","Frosted","13-415","Fine Mist Sprayer","Frosted","true","full","body | diptube | sprayer | overcap","","pending_exact_source_and_render_review"
"GBCylSwrl9MtlRollMattCu","GB-CYL-CLR-9ML-MRL-MCPR-01","Cylinder","9","Swirl","17-415","Metal Roller Ball","Matte Copper","true","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCylAmb9RollSlDot","GB-CYL-AMB-9ML-ROL-SLDT","Cylinder","9","Amber","17-415","Plastic Roller Ball","Silver Dotted","false","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBTallCylFrst9SprySlMatt","GB-CYL-FRS-9ML-07","Cylinder","9","Frosted","13-415","Fine Mist Sprayer","Frosted","true","full","body | diptube | sprayer | overcap","","pending_exact_source_and_render_review"
"GBCyl50MtlRollBlk","GB-CYL-BLK-50ML-MRL-BLK","Cylinder","50","Clear","16mm","Metal Roller Ball","Black","false","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBCyl50RdcrShnGl","GB-CYL-CLR-50ML-RDC-SGLD","Cylinder","50","Clear","18-415","Reducer","Shiny Gold","true","capSplit","body | fitment","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBCylSwrl9MtlRollShBlk","GB-CYL-CLR-9ML-MRL-SBLK-01","Cylinder","9","Swirl","17-415","Metal Roller Ball","Shiny Black","true","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBTallCylFrst9SprySlSh","GB-CYL-FRS-9ML-08","Cylinder","9","Frosted","13-415","Fine Mist Sprayer","Frosted","true","full","body | diptube | sprayer | overcap","","pending_exact_source_and_render_review"
"GBCyl50RdcrShnBlkTall","GB-CYL-CLR-50ML-RDC-SBLK-T","Cylinder","50","Clear","18-415","Reducer","Tall Shiny Black","true","capSplit","body | fitment","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCylFrst9SpryCuMatt","GB-CYL-FRS-9ML-04","Cylinder","9","Frosted","13-415","Fine Mist Sprayer","Frosted","true","full","body | sprayer | overcap","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCyl50RdcrShnBlk","GB-CYL-CLR-50ML-RDC-SBLK","Cylinder","50","Clear","18-415","Reducer","Shiny Black","true","capSplit","body | fitment","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCyl9MtlRollBlkSh","GB-CYL-CLR-9ML-MRL-SBLK-02","Cylinder","9","Clear","13-415","Metal Roller Ball","Shiny Black","true","capSplit","body | cap","partial_kit_requires_visual_review | roller_not_separate_review_source","pending_exact_source_and_render_review"
"GBCyl50RdcrBrwnLthr","GB-CYL-CLR-50ML-RDC-BRLT","Cylinder","50","Clear","18-415","Reducer","Brown Leather","true","capSplit","body | fitment","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCyl9MtlRollCuMatt","GB-CYL-CLR-9ML-MRL-MCPR-02","Cylinder","9","Clear","13-415","Metal Roller Ball","Matte Copper","true","capSplit","body | cap","partial_kit_requires_visual_review | roller_not_separate_review_source","pending_exact_source_and_render_review"
"GBCyl50RdcrLBrwnLthr","GB-CYL-CLR-50ML-RDC-LBLT","Cylinder","50","Clear","18-415","Reducer","Light Brown Leather","true","capSplit","body | fitment","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCyl9MtlRollGlMatt","GB-CYL-CLR-9ML-MRL-MGLD-02","Cylinder","9","Clear","13-415","Metal Roller Ball","Matte Gold","true","capSplit","body | cap","partial_kit_requires_visual_review | roller_not_separate_review_source","pending_exact_source_and_render_review"
"GBCyl50RdcrShnSl","GB-CYL-CLR-50ML-RDC-SSLV","Cylinder","50","Clear","18-415","Reducer","Shiny Silver","true","capSplit","body | fitment","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCyl9MtlRollGlSh","GB-CYL-CLR-9ML-MRL-SGLD-02","Cylinder","9","Clear","13-415","Metal Roller Ball","Shiny Gold","true","capSplit","body | cap","partial_kit_requires_visual_review | roller_not_separate_review_source","pending_exact_source_and_render_review"
"GBCyl50RdcrMtSlTall","GB-CYL-CLR-50ML-RDC-MSLV-T","Cylinder","50","Clear","18-415","Reducer","Tall Matte Silver","true","capSplit","body | fitment","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCyl9MtlRollPinkDot","GB-CYL-CLR-9ML-MRL-PKDT-02","Cylinder","9","Clear","13-415","Metal Roller Ball","Pink Dotted","true","capSplit","body | cap","partial_kit_requires_visual_review | roller_not_separate_review_source","pending_exact_source_and_render_review"
"GBCyl50RdcrMtSl","GB-CYL-CLR-50ML-RDC-MSLV","Cylinder","50","Clear","18-415","Reducer","Matte Silver","true","capSplit","body | fitment","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCyl9MtlRollSlDot","GB-CYL-CLR-9ML-MRL-SLDT-02","Cylinder","9","Clear","13-415","Metal Roller Ball","Silver Dotted","true","capSplit","body | cap","partial_kit_requires_visual_review | roller_not_separate_review_source","pending_exact_source_and_render_review"
"GBCylBlu9RollWht","GB-CYL-BLU-9ML-ROL-WHT","Cylinder","9","Cobalt Blue","17-415","Plastic Roller Ball","White","true","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBCyl50RdcrWht","GB-CYL-CLR-50ML-RDC-WHT","Cylinder","50","Clear","18-415","Reducer","White","true","capSplit","body | fitment","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCyl9MtlRollSlMatt","GB-CYL-CLR-9ML-MRL-MSLV-03","Cylinder","9","Clear","13-415","Metal Roller Ball","Matte Silver","true","capSplit","body | cap","partial_kit_requires_visual_review | roller_not_separate_review_source","pending_exact_source_and_render_review"
"GBCylBlu9RollShBlk","GB-CYL-BLU-9ML-ROL-SBLK","Cylinder","9","Cobalt Blue","17-415","Plastic Roller Ball","Shiny Black","true","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBCyl50RdcrPnkLthr","GB-CYL-CLR-50ML-RDC-PKLT","Cylinder","50","Clear","18-415","Reducer","Pink Leather","true","capSplit","body | fitment","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCyl9MtlRollSlSh","GB-CYL-CLR-9ML-MRL-SSLV-02","Cylinder","9","Clear","13-415","Metal Roller Ball","Shiny Silver","true","capSplit","body | cap","partial_kit_requires_visual_review | roller_not_separate_review_source","pending_exact_source_and_render_review"
"GBCylBlu9RollShnGl","GB-CYL-BLU-9ML-ROL-SGLD","Cylinder","9","Cobalt Blue","17-415","Plastic Roller Ball","Shiny Gold","true","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBCyl50RdcrIvyLthr","GB-CYL-CLR-50ML-RDC-IVLT","Cylinder","50","Clear","18-415","Reducer","Ivory Leather","true","capSplit","body | fitment","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCylFrst9MtlRollSlDot","GB-CYL-FRS-9ML-T-08","Cylinder","9","Frosted","13-415","Metal Roller Ball","Silver with Dots","true","capSplit","body | cap","partial_kit_requires_visual_review | roller_not_separate_review_source","pending_exact_source_and_render_review"
"GBCylBlu9RollShnSl","GB-CYL-BLU-9ML-ROL-SSLV","Cylinder","9","Cobalt Blue","17-415","Plastic Roller Ball","Shiny Silver","true","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBTallCylFrst9MtlRollPinkDot","GB-CYL-FRS-9ML-T-07","Cylinder","9","Frosted","13-415","Metal Roller Ball","Pink with Dots","true","capSplit","body | cap","partial_kit_requires_visual_review | roller_not_separate_review_source","pending_exact_source_and_render_review"
"GBCylBlu9RollPnkDot","GB-CYL-BLU-9ML-ROL-PKDT","Cylinder","9","Cobalt Blue","17-415","Plastic Roller Ball","Pink Dotted","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBTallCylFrst9MtlRollSlMatt","GB-CYL-FRS-9ML-T-09","Cylinder","9","Frosted","13-415","Metal Roller Ball","Matte Silver","true","capSplit","body | cap","partial_kit_requires_visual_review | roller_not_separate_review_source","pending_exact_source_and_render_review"
"GBCylBlu9RollMattSl","GB-CYL-BLU-9ML-ROL-MSLV","Cylinder","9","Cobalt Blue","17-415","Plastic Roller Ball","Matte Silver","true","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBTallCylFrst9MtlRollGlMatt","GB-CYL-FRS-9ML-T-05","Cylinder","9","Frosted","13-415","Metal Roller Ball","Matte Gold","true","capSplit","body | cap","partial_kit_requires_visual_review | roller_not_separate_review_source","pending_exact_source_and_render_review"
"GBCylBlu9RollSlDot","GB-CYL-BLU-9ML-ROL-SLDT","Cylinder","9","Cobalt Blue","17-415","Plastic Roller Ball","Silver Dotted","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBTallCylFrst9MtlRollGlSh","GB-CYL-FRS-9ML-T-06","Cylinder","9","Frosted","13-415","Metal Roller Ball","Shiny Gold","true","capSplit","body | cap","partial_kit_requires_visual_review | roller_not_separate_review_source","pending_exact_source_and_render_review"
"GBCylBlu9RollMattGl","GB-CYL-BLU-9ML-ROL-MGLD","Cylinder","9","Cobalt Blue","17-415","Plastic Roller Ball","Matte Gold","true","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBTallCylFrst9MtlRollSlSh","GB-CYL-FRS-9ML-T-10","Cylinder","9","Frosted","13-415","Metal Roller Ball","Shiny Silver","true","capSplit","body | cap","partial_kit_requires_visual_review | roller_not_separate_review_source","pending_exact_source_and_render_review"
"GBCylBlu9RollMattCu","GB-CYL-BLU-9ML-ROL-MCPR","Cylinder","9","Cobalt Blue","17-415","Plastic Roller Ball","Matte Copper","true","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBTallCylFrst9MtlRollCuMatt","GB-CYL-FRS-9ML-T-04","Cylinder","9","Frosted","13-415","Metal Roller Ball","Matte Copper","true","capSplit","body | cap","partial_kit_requires_visual_review | roller_not_separate_review_source","pending_exact_source_and_render_review"
"GBCylFrst9RollShBlk","GB-CYL-FRS-9ML-ROL-SBLK","Cylinder","9","Frosted","17-415","Plastic Roller Ball","Shiny Black","true","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBTallCylFrst9MtlRollBlkSh","GB-CYL-FRS-9ML-T-03","Cylinder","9","Frosted","13-415","Metal Roller Ball","Shiny Black","true","capSplit","body | cap","partial_kit_requires_visual_review | roller_not_separate_review_source","pending_exact_source_and_render_review"
"GBCylFrst9RollShnGl","GB-CYL-FRS-9ML-ROL-SGLD","Cylinder","9","Frosted","17-415","Plastic Roller Ball","Shiny Gold","true","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBCylFrst9RollShnSl","GB-CYL-FRS-9ML-ROL-SSLV","Cylinder","9","Frosted","17-415","Plastic Roller Ball","Shiny Silver","true","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBCylFrst9RollPnkDot","GB-CYL-FRS-9ML-ROL-PKDT","Cylinder","9","Frosted","17-415","Plastic Roller Ball","Pink Dotted","true","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBCylFrst9RollSlDot","GB-CYL-FRS-9ML-ROL-SLDT","Cylinder","9","Frosted","17-415","Plastic Roller Ball","Silver Dotted","true","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBCylFrst9RollMattSl","GB-CYL-FRS-9ML-ROL-MSLV","Cylinder","9","Frosted","17-415","Plastic Roller Ball","Matte Silver","true","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBCylFrst9RollMattGl","GB-CYL-FRS-9ML-ROL-MGLD","Cylinder","9","Frosted","17-415","Plastic Roller Ball","Matte Gold","true","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBCylFrst9RollMattCu","GB-CYL-FRS-9ML-ROL-MCPR","Cylinder","9","Frosted","17-415","Plastic Roller Ball","Matte Copper","true","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBCylFrst9RollWht","GB-CYL-FRS-9ML-ROL-WHT","Cylinder","9","Frosted","17-415","Plastic Roller Ball","White","true","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBCyl9RollShnSl","GB-CYL-CLR-9ML-T-18","Cylinder","9","Clear","17-415","Plastic Roller Ball","Shiny Silver","true","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBCyl9RollWht","GB-CYL-CLR-9ML-T-20","Cylinder","9","Clear","17-415","Plastic Roller Ball","White","true","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBCyl9RollShnGl","GB-CYL-CLR-9ML-T-17","Cylinder","9","Clear","17-415","Plastic Roller Ball","Shiny Gold","true","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBCyl9RollShBlk","GB-CYL-CLR-9ML-T-16","Cylinder","9","Clear","17-415","Plastic Roller Ball","Shiny Black","true","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBCyl9RollMattCu","GB-CYL-CLR-9ML-T-12","Cylinder","9","Clear","17-415","Plastic Roller Ball","Matte Copper","true","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBCyl9RollSlDot","GB-CYL-CLR-9ML-T-19","Cylinder","9","Clear","17-415","Plastic Roller Ball","Silver with Dots","true","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBCyl9RollPnkDot","GB-CYL-CLR-9ML-T-15","Cylinder","9","Clear","17-415","Plastic Roller Ball","Pink with Dots","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCyl9RollMattSl","GB-CYL-CLR-9ML-T-14","Cylinder","9","Clear","17-415","Plastic Roller Ball","Matte Silver","true","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBCyl9RollMattGl","GB-CYL-CLR-9ML-T-13","Cylinder","9","Clear","17-415","Plastic Roller Ball","Matte Gold","true","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBCylSwrl9RollShnSl","GB-CYL-CLR-9ML-ROL-SSLV-01","Cylinder","9","Swirl","17-415","Plastic Roller Ball","Shiny Silver","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCylSwrl9RollShnGl","GB-CYL-CLR-9ML-ROL-SGLD-01","Cylinder","9","Swirl","17-415","Plastic Roller Ball","Shiny Gold","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCylSwrl9RollShBlk","GB-CYL-CLR-9ML-ROL-SBLK-01","Cylinder","9","Swirl","17-415","Plastic Roller Ball","Shiny Black","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCylSwrl9RollMattCu","GB-CYL-CLR-9ML-ROL-MCPR-01","Cylinder","9","Swirl","17-415","Plastic Roller Ball","Matte Copper","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCylSwrl9RollPnkDot","GB-CYL-CLR-9ML-ROL-PKDT-01","Cylinder","9","Swirl","17-415","Plastic Roller Ball","Pink Dotted","true","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBCylSwrl9RollSlDot","GB-CYL-CLR-9ML-ROL-SLDT-01","Cylinder","9","Swirl","17-415","Plastic Roller Ball","Silver Dotted","true","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBCylSwrl9RollMattSl","GB-CYL-CLR-9ML-ROL-MSLV-01","Cylinder","9","Swirl","17-415","Plastic Roller Ball","Matte Silver","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCylSwrl9RollMattGl","GB-CYL-CLR-9ML-ROL-MGLD-01","Cylinder","9","Swirl","17-415","Plastic Roller Ball","Matte Gold","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBTallCyl9RollBlkSh","GB-CYL-CLR-9ML-ROL-SBLK-02","Cylinder","9","Clear","13-415","Plastic Roller Ball","Shiny Black","true","capSplit","body | roller | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCyl9RollCuMatt","GB-CYL-CLR-9ML-ROL-MCPR-02","Cylinder","9","Clear","13-415","Plastic Roller Ball","Matte Copper","true","capSplit","body | roller | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCyl9RollGlMatt","GB-CYL-CLR-9ML-ROL-MGLD-02","Cylinder","9","Clear","13-415","Plastic Roller Ball","Matte Gold","true","capSplit","body | roller | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCyl9RollGlSh","GB-CYL-CLR-9ML-ROL-SGLD-02","Cylinder","9","Clear","13-415","Plastic Roller Ball","Shiny Gold","true","capSplit","body | roller | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCyl9RollPinkDot","GB-CYL-CLR-9ML-ROL-PKDT-02","Cylinder","9","Clear","13-415","Plastic Roller Ball","Pink Dotted","true","capSplit","body | roller | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCyl9RollSlDot","GB-CYL-CLR-9ML-ROL-SLDT-02","Cylinder","9","Clear","13-415","Plastic Roller Ball","Silver Dotted","true","capSplit","body | roller | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCyl9RollSlMatt","GB-CYL-CLR-9ML-ROL-MSLV-02","Cylinder","9","Clear","13-415","Plastic Roller Ball","Matte Silver","true","capSplit","body | roller | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCyl9RollSlSh","GB-CYL-CLR-9ML-ROL-SSLV-02","Cylinder","9","Clear","13-415","Plastic Roller Ball","Shiny Silver","true","capSplit","body | roller | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCylFrst9RollSlDot","GB-CYL-FRS-9ML-T-17","Cylinder","9","Frosted","13-415","Plastic Roller Ball","Silver with Dots","true","capSplit","body | roller | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCylFrst9RollPinkDot","GB-CYL-FRS-9ML-T-16","Cylinder","9","Frosted","13-415","Plastic Roller Ball","Pink with Dots","true","capSplit","body | roller | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCylFrst9RollSlMatt","GB-CYL-FRS-9ML-T-18","Cylinder","9","Frosted","13-415","Plastic Roller Ball","Matte Silver","true","capSplit","body | roller | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBCyl5BlkSht","GB-CYL-CLR-5ML-S","Cylinder","5","Clear","13-415","Cap/Closure","Short Ribbed Black","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCylFrst9RollGlMatt","GB-CYL-FRS-9ML-T-14","Cylinder","9","Frosted","13-415","Plastic Roller Ball","Matte Gold","true","capSplit","body | roller | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCylFrst9RollGlSh","GB-CYL-FRS-9ML-T-15","Cylinder","9","Frosted","13-415","Plastic Roller Ball","Shiny Gold","true","capSplit","body | roller | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBCylBlu5BlkSht","GB-CYL-CBL-5ML-S-01","Cylinder","5","Cobalt Blue","13-415","Cap/Closure","Short Ribbed Black","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCylFrst9RollSlSh","GB-CYL-FRS-9ML-T-19","Cylinder","9","Frosted","13-415","Plastic Roller Ball","Shiny Silver","true","capSplit","body | roller | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCylFrst9RollCuMatt","GB-CYL-FRS-9ML-T-13","Cylinder","9","Frosted","13-415","Plastic Roller Ball","Matte Copper","true","capSplit","body | roller | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCylFrst9RollBlkSh","GB-CYL-FRS-9ML-T-12","Cylinder","9","Frosted","13-415","Plastic Roller Ball","Shiny Black","true","capSplit","body | roller | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCyl9BlkSht","GB-CYL-CLR-9ML-S-02","Cylinder","9","Clear","13-415","","Short Ribbed Black","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCylFrst9BlkSht","GB-CYL-FRS-9ML-S-01","Cylinder","9","Frosted","13-415","","Short Ribbed Black","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"LBCyl100LtnShnBlk","LB-CYL-CLR-100ML-LPM-SBLK","Cylinder","100","Clear","18-415","Lotion Pump","Shiny Black","true","full","body | diptube | pump | overcap","","pending_exact_source_and_render_review"
"LBCyl100LtnShnGl","LB-CYL-CLR-100ML-LPM-SGLD","Cylinder","100","Clear","18-415","Lotion Pump","Shiny Gold","true","full","body | diptube | pump | overcap","","pending_exact_source_and_render_review"
"LBCyl100LtnShnSl","LB-CYL-CLR-100ML-LPM-SSLV","Cylinder","100","Clear","18-415","Lotion Pump","Shiny Silver","true","full","body | diptube | pump | overcap","","pending_exact_source_and_render_review"
"LBCyl100LtnMtGl","LB-CYL-CLR-100ML-LPM-MGLD","Cylinder","100","Clear","18-415","Lotion Pump","Matte Gold","true","full","body | diptube | pump | overcap","","pending_exact_source_and_render_review"
"LBCyl100LtnMtSl","LB-CYL-CLR-100ML-LPM-MSLV","Cylinder","100","Clear","18-415","Lotion Pump","Matte Silver","true","full","body | diptube | pump | overcap","","pending_exact_source_and_render_review"
"LBCyl100LtnCu","LB-CYL-CLR-100ML-LPM-CPR","Cylinder","100","Clear","18-415","Lotion Pump","Copper","true","full","body | pump | overcap | diptube","","pending_exact_source_and_render_review"
"LBCylAmb9LtnBlk","LB-CYL-AMB-9ML-LPM-BLK","Cylinder","9","Amber","17-415","Lotion Pump","Black","true","full","body | pump | overcap | collar","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCyl50AnSpLvn","GB-CYL-CLR-50ML-ASP-LVN","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer","Lavender","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"LBCyl9LtnBlk","LB-CYL-CLR-9ML-T-01","Cylinder","9","Clear","17-415","Lotion Pump","Clear","true","full","body | diptube | pump | overcap | collar","","pending_exact_source_and_render_review"
"GBCyl50AnSpPnk","GB-CYL-CLR-50ML-ASP-PNK","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer","Pink","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBCyl50AnSpMtSl","GB-CYL-CLR-50ML-ASP-MSLV","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer","Matte Silver","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"LBCylBlu9LtnBlk","LB-CYL-BLU-9ML-LPM-BLK","Cylinder","9","Cobalt Blue","17-415","Lotion Pump","Black","true","full","body | pump | overcap | collar","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCyl50AnSpIvySl","GB-CYL-CLR-50ML-ASP-IVSL","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer","Ivory Silver","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"LBCylFrst9LtnBlk","LB-CYL-FRS-9ML-LPM-BLK","Cylinder","9","Frosted","17-415","Lotion Pump","Black","true","full","body | pump | overcap | collar","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCyl50AnSpGl","GB-CYL-CLR-50ML-ASP-GLD","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer","Gold","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBCyl50AnSpIvyGl","GB-CYL-CLR-50ML-ASP-IVGD","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer","Ivory Gold","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBCyl50AnSpWht","GB-CYL-CLR-50ML-ASP-WHT","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer","White","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBCyl50AnSpRed","GB-CYL-CLR-50ML-ASP-RED","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer","Red","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBCyl50AnSpTslLvn","GB-CYL-CLR-50ML-AST-LVN","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Lavender","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"LBcyl25LtnClOvrCap","LB-CYL-CLR-25ML-LPM-CLR","Cylinder","25","Clear","18-415","Lotion Pump","Clear","true","full","diptube | body | pump","","pending_exact_source_and_render_review"
"GBCyl50AnSpTslIvyGl","GB-CYL-CLR-50ML-AST-IVGD","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory Gold","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBCyl50AnSpTslIvySl","GB-CYL-CLR-50ML-AST-IVSL","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory Silver","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBCyl50AnSpTslWht","GB-CYL-CLR-50ML-AST-WHT","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","White","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBCyl50AnSpTslPnk","GB-CYL-CLR-50ML-AST-PNK","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Pink","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBCyl50AnSpTslRed","GB-CYL-CLR-50ML-AST-RED","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Red","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
