sku,family,capacityMl,glass,neck,fitment,finish,visible,blockers,componentSku,componentSellableReason,assemblySellableReason,componentStandaloneSellable,sourceUrl
"GBCylAmb9RollShBlk","Cylinder","9","Amber","17-415","Plastic Roller Ball","Shiny Black","false","assembly_stock_unavailable","CpRoll17-415ShnBlk","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-plastic-roller-ball-shiny-black-cap"
"GBCylSwrl9MtlRollMattGl","Cylinder","9","Swirl","17-415","Metal Roller Ball","Matte Gold","true","","CpRoll17-415MattGl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-swirl-glass-bottle-metal-roller-ball-matte-gold-cap"
"GBTallCylFrst9SpryBluMatt","Cylinder","9","Frosted","13-415","Fine Mist Sprayer","Frosted","true","","CP13-415SpryBluMt","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-matte-blue-spray"
"GBCylSwrl9MtlRollShnGl","Cylinder","9","Swirl","17-415","Metal Roller Ball","Shiny Gold","true","","CpRoll17-415ShnGl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-swirl-glass-bottle-metal-roller-ball-shiny-gold-cap"
"GBCylAmb9RollShnGl","Cylinder","9","Amber","17-415","Plastic Roller Ball","Shiny Gold","false","assembly_stock_unavailable","CpRoll17-415ShnGl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-plastic-roller-ball-shiny-gold-cap"
"GBTallCylFrst9SpryGlSh","Cylinder","9","Frosted","13-415","Fine Mist Sprayer","Frosted","true","","CP13-415SpryGlSh","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-shiny-gold-spray"
"GBCylAmb9RollShnSl","Cylinder","9","Amber","17-415","Plastic Roller Ball","Shiny Silver","false","assembly_stock_unavailable","CpRoll17-415ShnSl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-plastic-roller-ball-shiny-silver-cap"
"GBCylSwrl9MtlRollShnSl","Cylinder","9","Swirl","17-415","Metal Roller Ball","Shiny Silver","true","","CpRoll17-415ShnSl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-swirl-glass-bottle-metal-roller-ball-shiny-silver-cap"
"GBTallCylFrst9SpryGlMatt","Cylinder","9","Frosted","13-415","Fine Mist Sprayer","Frosted","true","","CP13-415SpryGlMt","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-matte-gold-spray"
"GBCylSwrl9MtlRollMattCu","Cylinder","9","Swirl","17-415","Metal Roller Ball","Matte Copper","true","","CpRoll17-415Cu","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-swirl-glass-bottle-metal-roller-ball-matte-copper-cap"
"GBCylAmb9RollSlDot","Cylinder","9","Amber","17-415","Plastic Roller Ball","Silver Dotted","false","assembly_stock_unavailable","CpRoll17-415SlDot","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-plastic-roller-ball-silver-dot-cap"
"GBTallCylFrst9SprySlMatt","Cylinder","9","Frosted","13-415","Fine Mist Sprayer","Frosted","true","","CP13-415SprySlMt","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-matte-silver-spray"
"GBCyl50MtlRollBlk","Cylinder","50","Clear","16mm","Metal Roller Ball","Black","false","media_or_configuration_invalid","GBCyl50MtlRollBlk","","","","https://www.bestbottles.com/product/cylinder-style-50-ml-glass-bottle-metal-roll-on-and-black-cap"
"GBCyl50RdcrShnGl","Cylinder","50","Clear","18-415","Reducer","Shiny Gold","true","","CP18-415ShnGl","","","true","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-reducer-shiny-gold-cap"
"GBCylSwrl9MtlRollShBlk","Cylinder","9","Swirl","17-415","Metal Roller Ball","Shiny Black","true","","CpRoll17-415ShnBlk","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-swirl-glass-bottle-metal-roller-ball-shiny-black-cap"
"GBTallCylFrst9SprySlSh","Cylinder","9","Frosted","13-415","Fine Mist Sprayer","Frosted","true","","CP13-415SprySlSh","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-shiny-silver-spray"
"GBCyl50RdcrShnBlkTall","Cylinder","50","Clear","18-415","Reducer","Tall Shiny Black","true","","CP18-415ShnBlkTall","","","true","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-reducer-tall-black-shiny-cap"
"GBTallCylFrst9SpryCuMatt","Cylinder","9","Frosted","13-415","Fine Mist Sprayer","Frosted","true","","CP13-415SpryCuMt","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-matte-copper-spray"
"GBCyl50RdcrShnBlk","Cylinder","50","Clear","18-415","Reducer","Shiny Black","true","","GBCyl50RdcrShnBlk","","","","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-reducer-black-shiny-cap"
"GBTallCyl9MtlRollBlkSh","Cylinder","9","Clear","13-415","Metal Roller Ball","Shiny Black","true","","CPRoll13-415BlkSh","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap"
"GBCyl50RdcrBrwnLthr","Cylinder","50","Clear","18-415","Reducer","Brown Leather","true","","CP18-415BrwnLthr","","","true","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-reducer-brown-faux-leather-cap"
"GBTallCyl9MtlRollCuMatt","Cylinder","9","Clear","13-415","Metal Roller Ball","Matte Copper","true","","CPRoll13-415Cu","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-metal-roller-ball-plug-matte-copper-cap"
"GBCyl50RdcrLBrwnLthr","Cylinder","50","Clear","18-415","Reducer","Light Brown Leather","true","","CP18-415LBrwnLthr","","","true","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-reducer-light-brown-faux-leather-cap"
"GBTallCyl9MtlRollGlMatt","Cylinder","9","Clear","13-415","Metal Roller Ball","Matte Gold","true","","CPRoll13-415GlMt","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-metal-roller-ball-plug-matte-gold-cap"
"GBCyl50RdcrShnSl","Cylinder","50","Clear","18-415","Reducer","Shiny Silver","true","","CP18-415ShnSl","","","true","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-reducer-shiny-silver-cap"
"GBTallCyl9MtlRollGlSh","Cylinder","9","Clear","13-415","Metal Roller Ball","Shiny Gold","true","","CPRoll13-415GlSh","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-metal-roller-ball-plug-shiny-gold-cap"
"GBCyl50RdcrMtSlTall","Cylinder","50","Clear","18-415","Reducer","Tall Matte Silver","true","","CP18-415MtSlTall","","","true","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-reducer-tall-silver-matte-cap"
"GBTallCyl9MtlRollPinkDot","Cylinder","9","Clear","13-415","Metal Roller Ball","Pink Dotted","true","","CPRoll13-415PinkDot","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-metal-roller-ball-plug-pink-cap-with-dots"
"GBCyl50RdcrMtSl","Cylinder","50","Clear","18-415","Reducer","Matte Silver","true","","CP18-415MtSl","","","true","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-reducer-silver-matte-cap"
"GBTallCyl9MtlRollSlDot","Cylinder","9","Clear","13-415","Metal Roller Ball","Silver Dotted","true","","CPRoll13-415SlDot","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-metal-roller-ball-plug-silver-cap-with-dots"
"GBCylBlu9RollWht","Cylinder","9","Cobalt Blue","17-415","Plastic Roller Ball","White","true","","CpRoll17-415White","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-plastic-roller-ball-white-cap"
"GBCyl50RdcrWht","Cylinder","50","Clear","18-415","Reducer","White","true","","CP18-415Wh","","","true","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-reducer-white-cap"
"GBTallCyl9MtlRollSlMatt","Cylinder","9","Clear","13-415","Metal Roller Ball","Matte Silver","true","","CPRoll13-415SlMt","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-metal-roller-ball-plug-matte-silver-cap"
"GBCylBlu9RollShBlk","Cylinder","9","Cobalt Blue","17-415","Plastic Roller Ball","Shiny Black","true","","CpRoll17-415ShnBlk","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-plastic-roller-ball-shiny-black-cap"
"GBCyl50RdcrPnkLthr","Cylinder","50","Clear","18-415","Reducer","Pink Leather","true","","CP18-415LPnkLthr","","","true","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-reducer-pink-faux-leather-cap"
"GBTallCyl9MtlRollSlSh","Cylinder","9","Clear","13-415","Metal Roller Ball","Shiny Silver","true","","CPRoll13-415SlSh","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-metal-roller-ball-plug-shiny-silver-cap"
"GBCylBlu9RollShnGl","Cylinder","9","Cobalt Blue","17-415","Plastic Roller Ball","Shiny Gold","true","","CpRoll17-415ShnGl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-plastic-roller-ball-shiny-gold-cap"
"GBCyl50RdcrIvyLthr","Cylinder","50","Clear","18-415","Reducer","Ivory Leather","true","","CP18-415LIvyLthr","","","true","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-reducer-ivory-faux-leather-cap"
"GBTallCylFrst9MtlRollSlDot","Cylinder","9","Frosted","13-415","Metal Roller Ball","Silver with Dots","true","","CPRoll13-415SlDot","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-metal-roller-ball-plug-silver-cap-with-dots"
"GBCylBlu9RollShnSl","Cylinder","9","Cobalt Blue","17-415","Plastic Roller Ball","Shiny Silver","true","","CpRoll17-415ShnSl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-plastic-roller-ball-shiny-silver-cap"
"GBTallCylFrst9MtlRollPinkDot","Cylinder","9","Frosted","13-415","Metal Roller Ball","Pink with Dots","true","","CPRoll13-415PinkDot","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-metal-roller-ball-plug-pink-cap-with-dots"
"GBCylBlu9RollPnkDot","Cylinder","9","Cobalt Blue","17-415","Plastic Roller Ball","Pink Dotted","false","media_or_configuration_invalid","CpRoll17-415PnkDot","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-plastic-roller-ball-pink-dot-cap"
"GBTallCylFrst9MtlRollSlMatt","Cylinder","9","Frosted","13-415","Metal Roller Ball","Matte Silver","true","","CPRoll13-415SlMt","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-metal-roller-ball-plug-matte-silver-cap"
"GBCylBlu9RollMattSl","Cylinder","9","Cobalt Blue","17-415","Plastic Roller Ball","Matte Silver","true","","CpRoll17-415MattSl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-plastic-roller-ball-matte-silver-cap"
"GBTallCylFrst9MtlRollGlMatt","Cylinder","9","Frosted","13-415","Metal Roller Ball","Matte Gold","true","","CPRoll13-415GlMt","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-metal-roller-ball-plug-matte-gold-cap"
"GBCylBlu9RollSlDot","Cylinder","9","Cobalt Blue","17-415","Plastic Roller Ball","Silver Dotted","false","media_or_configuration_invalid","CpRoll17-415SlDot","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-plastic-roller-ball-silver-dot-cap"
"GBTallCylFrst9MtlRollGlSh","Cylinder","9","Frosted","13-415","Metal Roller Ball","Shiny Gold","true","","CPRoll13-415GlSh","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-metal-roller-ball-plug-shiny-gold-cap"
"GBCylBlu9RollMattGl","Cylinder","9","Cobalt Blue","17-415","Plastic Roller Ball","Matte Gold","true","","CpRoll17-415MattGl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-plastic-roller-ball-matte-gold-cap"
"GBTallCylFrst9MtlRollSlSh","Cylinder","9","Frosted","13-415","Metal Roller Ball","Shiny Silver","true","","CPRoll13-415SlSh","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-metal-roller-ball-plug-shiny-silver-cap"
"GBCylBlu9RollMattCu","Cylinder","9","Cobalt Blue","17-415","Plastic Roller Ball","Matte Copper","true","","CpRoll17-415Cu","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-plastic-roller-ball-matte-copper-cap"
"GBTallCylFrst9MtlRollCuMatt","Cylinder","9","Frosted","13-415","Metal Roller Ball","Matte Copper","true","","CPRoll13-415Cu","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-metal-roller-ball-plug-matte-copper-cap"
"GBCylFrst9RollShBlk","Cylinder","9","Frosted","17-415","Plastic Roller Ball","Shiny Black","true","","CpRoll17-415ShnBlk","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-shiny-black-cap"
"GBTallCylFrst9MtlRollBlkSh","Cylinder","9","Frosted","13-415","Metal Roller Ball","Shiny Black","true","","CPRoll13-415BlkSh","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-metal-roller-ball-plug-black-shiny-cap"
"GBCylFrst9RollShnGl","Cylinder","9","Frosted","17-415","Plastic Roller Ball","Shiny Gold","true","","CpRoll17-415ShnGl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-shiny-gold-cap"
"GBCylFrst9RollShnSl","Cylinder","9","Frosted","17-415","Plastic Roller Ball","Shiny Silver","true","","CpRoll17-415ShnSl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-shiny-silver-cap"
"GBCylFrst9RollPnkDot","Cylinder","9","Frosted","17-415","Plastic Roller Ball","Pink Dotted","true","","CpRoll17-415PnkDot","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-pink-dot-cap"
"GBCylFrst9RollSlDot","Cylinder","9","Frosted","17-415","Plastic Roller Ball","Silver Dotted","true","","CpRoll17-415SlDot","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-silver-dot-cap"
"GBCylFrst9RollMattSl","Cylinder","9","Frosted","17-415","Plastic Roller Ball","Matte Silver","true","","CpRoll17-415MattSl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-matte-silver-cap"
"GBCylFrst9RollMattGl","Cylinder","9","Frosted","17-415","Plastic Roller Ball","Matte Gold","true","","CpRoll17-415MattGl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-matte-gold-cap"
"GBCylFrst9RollMattCu","Cylinder","9","Frosted","17-415","Plastic Roller Ball","Matte Copper","true","","CpRoll17-415Cu","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-matte-copper-cap"
"GBCylFrst9RollWht","Cylinder","9","Frosted","17-415","Plastic Roller Ball","White","true","","CpRoll17-415White","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-white-cap"
"GBCyl9RollShnSl","Cylinder","9","Clear","17-415","Plastic Roller Ball","Shiny Silver","true","","CpRoll17-415ShnSl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-plastic-roller-ball-shiny-silver-cap"
"GBCyl9RollWht","Cylinder","9","Clear","17-415","Plastic Roller Ball","White","true","","CpRoll17-415White","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-plastic-roller-ball-white-cap"
"GBCyl9RollShnGl","Cylinder","9","Clear","17-415","Plastic Roller Ball","Shiny Gold","true","","CpRoll17-415ShnGl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-plastic-roller-ball-shiny-gold-cap"
"GBCyl9RollShBlk","Cylinder","9","Clear","17-415","Plastic Roller Ball","Shiny Black","true","","CpRoll17-415ShnBlk","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-plastic-roller-ball-shiny-black-cap"
"GBCyl9RollMattCu","Cylinder","9","Clear","17-415","Plastic Roller Ball","Matte Copper","true","","CpRoll17-415Cu","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-plastic-roller-ball-matte-copper-cap"
"GBCyl9RollSlDot","Cylinder","9","Clear","17-415","Plastic Roller Ball","Silver with Dots","true","","CpRoll17-415SlDot","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-plastic-roller-ball-silver-dot-cap"
"GBCyl9RollPnkDot","Cylinder","9","Clear","17-415","Plastic Roller Ball","Pink with Dots","false","media_or_configuration_invalid","CpRoll17-415PnkDot","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-plastic-roller-ball-pink-dot-cap"
"GBCyl9RollMattSl","Cylinder","9","Clear","17-415","Plastic Roller Ball","Matte Silver","true","","CpRoll17-415MattSl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-plastic-roller-ball-matte-silver-cap"
"GBCyl9RollMattGl","Cylinder","9","Clear","17-415","Plastic Roller Ball","Matte Gold","true","","CpRoll17-415MattGl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-plastic-roller-ball-matte-gold-cap"
"GBCylSwrl9RollShnSl","Cylinder","9","Swirl","17-415","Plastic Roller Ball","Shiny Silver","false","media_or_configuration_invalid","CpRoll17-415ShnSl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-swirl-glass-bottle-plastic-roller-ball-shiny-silver-cap"
"GBCylSwrl9RollShnGl","Cylinder","9","Swirl","17-415","Plastic Roller Ball","Shiny Gold","false","media_or_configuration_invalid","CpRoll17-415ShnGl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-swirl-glass-bottle-plastic-roller-ball-shiny-gold-cap"
"GBCylSwrl9RollShBlk","Cylinder","9","Swirl","17-415","Plastic Roller Ball","Shiny Black","false","media_or_configuration_invalid","CpRoll17-415ShnBlk","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-swirl-glass-bottle-plastic-roller-ball-shiny-black-cap"
"GBCylSwrl9RollMattCu","Cylinder","9","Swirl","17-415","Plastic Roller Ball","Matte Copper","false","media_or_configuration_invalid","CpRoll17-415Cu","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-swirl-glass-bottle-plastic-roller-ball-matte-copper-cap"
"GBCylSwrl9RollPnkDot","Cylinder","9","Swirl","17-415","Plastic Roller Ball","Pink Dotted","true","","CpRoll17-415PnkDot","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-swirl-glass-bottle-plastic-roller-ball-pink-dot-cap"
"GBCylSwrl9RollSlDot","Cylinder","9","Swirl","17-415","Plastic Roller Ball","Silver Dotted","true","","CpRoll17-415SlDot","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-swirl-glass-bottle-plastic-roller-ball-silver-dot-cap"
"GBCylSwrl9RollMattSl","Cylinder","9","Swirl","17-415","Plastic Roller Ball","Matte Silver","false","media_or_configuration_invalid","CpRoll17-415MattSl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-swirl-glass-bottle-plastic-roller-ball-matte-silver-cap"
"GBCylSwrl9RollMattGl","Cylinder","9","Swirl","17-415","Plastic Roller Ball","Matte Gold","false","media_or_configuration_invalid","CpRoll17-415MattGl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-swirl-glass-bottle-plastic-roller-ball-matte-gold-cap"
"GBTallCyl9RollBlkSh","Cylinder","9","Clear","13-415","Plastic Roller Ball","Shiny Black","true","","CPRoll13-415BlkSh","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap"
"GBTallCyl9RollCuMatt","Cylinder","9","Clear","13-415","Plastic Roller Ball","Matte Copper","true","","CPRoll13-415Cu","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-plastic-roller-ball-plug-matte-copper-cap"
"GBTallCyl9RollGlMatt","Cylinder","9","Clear","13-415","Plastic Roller Ball","Matte Gold","true","","CPRoll13-415GlMt","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-plastic-roller-ball-plug-matte-gold-cap"
"GBTallCyl9RollGlSh","Cylinder","9","Clear","13-415","Plastic Roller Ball","Shiny Gold","true","","CPRoll13-415GlSh","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-plastic-roller-ball-plug-shiny-gold-cap"
"GBTallCyl9RollPinkDot","Cylinder","9","Clear","13-415","Plastic Roller Ball","Pink Dotted","true","","CPRoll13-415PinkDot","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-plastic-roller-ball-plug-pink-cap-with-dots"
"GBTallCyl9RollSlDot","Cylinder","9","Clear","13-415","Plastic Roller Ball","Silver Dotted","true","","CPRoll13-415SlDot","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-plastic-roller-ball-plug-silver-cap-with-dots"
"GBTallCyl9RollSlMatt","Cylinder","9","Clear","13-415","Plastic Roller Ball","Matte Silver","true","","CPRoll13-415SlMt","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-plastic-roller-ball-plug-matte-silver-cap"
"GBTallCyl9RollSlSh","Cylinder","9","Clear","13-415","Plastic Roller Ball","Shiny Silver","true","","CPRoll13-415SlSh","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-plastic-roller-ball-plug-shiny-silver-cap"
"GBTallCylFrst9RollSlDot","Cylinder","9","Frosted","13-415","Plastic Roller Ball","Silver with Dots","true","","CPRoll13-415SlDot","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-plug-silver-cap-with-dots"
"GBTallCylFrst9RollPinkDot","Cylinder","9","Frosted","13-415","Plastic Roller Ball","Pink with Dots","true","","CPRoll13-415PinkDot","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-plug-pink-cap-with-dots"
"GBTallCylFrst9RollSlMatt","Cylinder","9","Frosted","13-415","Plastic Roller Ball","Matte Silver","true","","CPRoll13-415SlMt","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-plug-matte-silver-cap"
"GBCyl5BlkSht","Cylinder","5","Clear","13-415","Cap/Closure","Short Ribbed Black","true","","CP13-415BlkSht","","","true","https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-short-black-cap"
"GBTallCylFrst9RollGlMatt","Cylinder","9","Frosted","13-415","Plastic Roller Ball","Matte Gold","true","","CPRoll13-415GlMt","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-plug-matte-gold-cap"
"GBTallCylFrst9RollGlSh","Cylinder","9","Frosted","13-415","Plastic Roller Ball","Shiny Gold","true","","CPRoll13-415GlSh","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-plug-shiny-gold-cap"
"GBCylBlu5BlkSht","Cylinder","5","Cobalt Blue","13-415","Cap/Closure","Short Ribbed Black","true","","CP13-415BlkSht","","","true","https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-short-black-cap"
"GBTallCylFrst9RollSlSh","Cylinder","9","Frosted","13-415","Plastic Roller Ball","Shiny Silver","true","","CPRoll13-415SlSh","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-plug-shiny-silver-cap"
"GBTallCylFrst9RollCuMatt","Cylinder","9","Frosted","13-415","Plastic Roller Ball","Matte Copper","true","","CPRoll13-415Cu","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-plug-matte-copper-cap"
"GBTallCylFrst9RollBlkSh","Cylinder","9","Frosted","13-415","Plastic Roller Ball","Shiny Black","true","","CPRoll13-415BlkSh","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-plug-black-shiny-cap"
"GBTallCyl9BlkSht","Cylinder","9","Clear","13-415","","Short Ribbed Black","true","","CP13-415BlkSht","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-short-black-cap"
"GBTallCylFrst9BlkSht","Cylinder","9","Frosted","13-415","","Short Ribbed Black","true","","CP13-415BlkSht","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-short-black-cap"
"LBCyl100LtnShnBlk","Cylinder","100","Clear","18-415","Lotion Pump","Shiny Black","true","","Ltn18-415ShnBlk","","","true","https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-shiny-black-lotion-pump-and-cap"
"LBCyl100LtnShnGl","Cylinder","100","Clear","18-415","Lotion Pump","Shiny Gold","true","","Ltn18-415ShnGl","","","true","https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-shiny-gold-lotion-pump-and-cap"
"LBCyl100LtnShnSl","Cylinder","100","Clear","18-415","Lotion Pump","Shiny Silver","true","","Ltn18-415ShnSl","","","true","https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-shiny-silver-lotion-pump-and-cap"
"LBCyl100LtnMtGl","Cylinder","100","Clear","18-415","Lotion Pump","Matte Gold","true","","Ltn18-415MtGl","","","true","https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-matte-gold-lotion-pump-and-cap"
"LBCyl100LtnMtSl","Cylinder","100","Clear","18-415","Lotion Pump","Matte Silver","true","","Ltn18-415MtSl","","","true","https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-matte-silver-lotion-pump-and-cap"
"LBCyl100LtnCu","Cylinder","100","Clear","18-415","Lotion Pump","Copper","true","","Ltn18-415Cu","","","true","https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-matte-copper-lotion-pump-and-cap"
"LBCylAmb9LtnBlk","Cylinder","9","Amber","17-415","Lotion Pump","Black","true","","Ltn17-415Blk","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-lotion-pump-black-trim-and-cap"
"GBCyl50AnSpLvn","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer","Lavender","true","","AnSp18-415Lvn","","","true","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"LBCyl9LtnBlk","Cylinder","9","Clear","17-415","Lotion Pump","Clear","true","","Ltn17-415Blk","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-lotion-pump-black-trim-and-cap"
"GBCyl50AnSpPnk","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer","Pink","true","","CP18-415AnSpPnk","","","true","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
