sku,family,capacityMl,glass,neck,fitment,finish,visible,blockers,componentSku,componentSellableReason,assemblySellableReason,componentStandaloneSellable,sourceUrl
"GBRnd78AnSpTslPnk","Round","78","Clear","18-415","Vintage Bulb Sprayer with Tassel","Pink","false","media_or_configuration_invalid","AnSpTsl18-415Pnk","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBRnd128RdcrMtSl","Round","128","Clear","18-415","Reducer","Matte Silver","true","","CP18-415MtSl","","","true","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-reducer-silver-matte-cap"
"GBRnd78AnSpTslRed","Round","78","Clear","18-415","Vintage Bulb Sprayer with Tassel","Red","true","","AnSpTsl18-415Red","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBRnd128RdcrWht","Round","128","Clear","18-415","Reducer","White","true","","CP18-415Wh","","","true","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-reducer-white-cap"
"GBRnd78AnSpTslMtSl","Round","78","Clear","18-415","Vintage Bulb Sprayer with Tassel","Matte Silver","false","media_or_configuration_invalid","AnSpTsl18-415MtS","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar"
"GBRnd128RdcrBlkLthr","Round","128","Clear","18-415","Reducer","Black Leather","true","","CP18-415BlkLthr","","","true","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-reducer-black-faux-leather-cap"
"GBRnd128RdcrPnkLthr","Round","128","Clear","18-415","Reducer","Pink Leather","true","","CP18-415LPnkLthr","","","true","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-reducer-pink-faux-leather-cap"
"GBRnd78AnSpTslIvySl","Round","78","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory Silver","true","","AnSpTsl18-415IvySl","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBRndFrst128RdcrBlkLthr","Round","128","Frosted","18-415","Reducer","Black","true","","CP18-415BlkLthr","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-reducer-black-faux-leather-cap"
"GBRndFrst128RdcrShnSl","Round","128","Frosted","18-415","Reducer","Shiny Silver","false","media_or_configuration_invalid","CP18-415ShnSl","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-reducer-shiny-silver-cap"
"GBRndFrst78AnSpGl","Round","78","Frosted","18-415","Vintage Bulb Sprayer","Gold","true","","AnSp18-415Gl","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap"
"GBRndFrst128RdcrShnGl","Round","128","Frosted","18-415","Reducer","Shiny Gold","true","","CP18-415ShnGl","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-reducer-shiny-gold-cap"
"GBRndFrst78AnSpIvyGl","Round","78","Frosted","18-415","Vintage Bulb Sprayer","Ivory Gold","true","","AnSp18-415IvyGl","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBRndFrst128RdcrShnBlkTall","Round","128","Frosted","18-415","Reducer","Shiny Black","true","","CP18-415ShnBlkTall","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-reducer-tall-black-shiny-cap"
"GBRndFrst78AnSpIvySl","Round","78","Frosted","18-415","Vintage Bulb Sprayer","Ivory Silver","true","","AnSp18-415IvySl","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBRndFrst128RdcrShnBlk","Round","128","Frosted","18-415","Reducer","Shiny Black","false","exact_component_unresolved","","","","","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-reducer-black-shiny-cap"
"GBRndFrst78AnSpPnk","Round","78","Frosted","18-415","Vintage Bulb Sprayer","Pink","true","","CP18-415AnSpPnk","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBRndFrst128RdcrBrwnLthr","Round","128","Frosted","18-415","Reducer","Frosted","true","","CP18-415BrwnLthr","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-reducer-brown-faux-leather-cap"
"GBRndFrst78AnSpLvn","Round","78","Frosted","18-415","Vintage Bulb Sprayer","Lavender","true","","AnSp18-415Lvn","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBRndFrst128RdcrLBrwnLthr","Round","128","Frosted","18-415","Reducer","Frosted","true","","CP18-415LBrwnLthr","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-reducer-light-brown-faux-leather-cap"
"GBRndFrst78AnSpRed","Round","78","Frosted","18-415","Vintage Bulb Sprayer","Red","true","","AnSp18-415Red","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBRndFrst128RdcrMtSlTall","Round","128","Frosted","18-415","Reducer","Matte Silver","true","","CP18-415MtSlTall","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-reducer-tall-silver-matte-cap"
"GBRndFrst78AnSpMtSl","Round","78","Frosted","18-415","Vintage Bulb Sprayer","Matte Silver","true","","AnSp18-415MtSl","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap"
"GBRndFrst128RdcrMtSl","Round","128","Frosted","18-415","Reducer","Matte Silver","true","","CP18-415MtSl","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-reducer-silver-matte-cap"
"GBRndFrst78AnSpWht","Round","78","Frosted","18-415","Vintage Bulb Sprayer","Frosted","true","","AnSp18-415Wht","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBRndFrst128RdcrWht","Round","128","Frosted","18-415","Reducer","White","true","","CP18-415Wh","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-reducer-white-cap"
"GBRndFrst78AnSpTslGl","Round","78","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Gold","true","","CP18-415AnSpTslGl","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBRndFrst128RdcrPnkLthr","Round","128","Frosted","18-415","Reducer","Pink","true","","CP18-415LPnkLthr","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-reducer-pink-faux-leather-cap"
"GBRnd78AnSpBlk","Round","78","Clear","18-415","Vintage Bulb Sprayer","Black","true","","AnSp18-415Blk","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBRndFrst78AnSpTslIvyGl","Round","78","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Ivory Gold","false","media_or_configuration_invalid","AnSpTsl18-415IvyGl","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBRndFrst128RdcrIvyLthr","Round","128","Frosted","18-415","Reducer","Ivory","true","","CP18-415LIvyLthr","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-reducer-ivory-faux-leather-cap"
"GBRnd78AnSpTslBlk","Round","78","Clear","18-415","Vintage Bulb Sprayer with Tassel","Black","true","","AnSpTsl18-415Blk","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBRndFrst78AnSpTslLvn","Round","78","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Lavender","false","media_or_configuration_invalid","AnSpTsl18-415Lvn","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBRndFrst78AnSpBlk","Round","78","Frosted","18-415","Vintage Bulb Sprayer","Black","true","","AnSp18-415Blk","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBRndFrst78AnSpTslPnk","Round","78","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Pink","false","media_or_configuration_invalid","AnSpTsl18-415Pnk","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBRndFrst78AnSpTslBlk","Round","78","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Black","false","media_or_configuration_invalid","AnSpTsl18-415Blk","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBRndFrst78AnSpTslIvySl","Round","78","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Ivory Silver","true","","AnSpTsl18-415IvySl","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBRndFrst78AnSpTslWht","Round","78","Frosted","18-415","Vintage Bulb Sprayer with Tassel","White","true","","AnSpTsl18-415Wht","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBRndFrst78AnSpTslMtSl","Round","78","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Matte Silver","true","","AnSpTsl18-415MtS","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar"
"GBRndFrst78AnSpTslRed","Round","78","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Red","false","media_or_configuration_invalid","AnSpTsl18-415Red","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBRnd128SpryMtGl","Round","128","Clear","18-415","Perfume Spray Pump","Matte Gold","true","","Spry18-415MtGl","","","true","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-matte-gold-spray-pump-and-cap"
"GBRnd128SpryShnGl","Round","128","Clear","18-415","Perfume Spray Pump","Shiny Gold","true","","Spry18-415ShnGl","","","true","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-shiny-gold-spray-pump-and-cap"
"GBRnd128SpryShnBlk","Round","128","Clear","18-415","Perfume Spray Pump","Shiny Black","true","","Spry18-415ShnBlk","","","true","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-shiny-black-spray-pump-and-cap"
"GBRnd128SpryMtSl","Round","128","Clear","18-415","Perfume Spray Pump","Matte Silver","false","media_or_configuration_invalid","Spry18-415MtSl","","","true","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-matte-silver-spray-pump-and-cap"
"GBRnd128SpryShnSl","Round","128","Clear","18-415","Perfume Spray Pump","Shiny Silver","true","","Spry18-415ShnSl","","","true","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-shiny-silver-spray-and-cap"
"GBRndFrst128SpryMtGl","Round","128","Frosted","18-415","Perfume Spray Pump","Matte Gold","true","","Spry18-415MtGl","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-matte-gold-spray-pump-and-cap"
"GBRndFrst128SpryMtSl","Round","128","Frosted","18-415","Perfume Spray Pump","Matte Silver","true","","Spry18-415MtSl","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-matte-silver-spray-pump-and-cap"
"GBRndFrst128SpryShnGl","Round","128","Frosted","18-415","Perfume Spray Pump","Shiny Gold","true","","Spry18-415ShnGl","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-shiny-gold-spray-pump-and-cap"
"GBRndFrst128SpryShnBlk","Round","128","Frosted","18-415","Perfume Spray Pump","Shiny Black","false","media_or_configuration_invalid","Spry18-415ShnBlk","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-shiny-black-spray-pump-and-cap"
"GBRnd128AnSpBlk","Round","128","Clear","18-415","Vintage Bulb Sprayer","Black","true","","AnSp18-415Blk","","","true","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBRndFrst128SpryShnSl","Round","128","Frosted","18-415","Perfume Spray Pump","Shiny Silver","false","media_or_configuration_invalid","Spry18-415ShnSl","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-shiny-silver-spray-and-cap"
"GBRnd128AnSpTslBlk","Round","128","Clear","18-415","Vintage Bulb Sprayer with Tassel","Black","false","media_or_configuration_invalid","AnSpTsl18-415Blk","","","true","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBRndFrst128AnSpBlk","Round","128","Frosted","18-415","Vintage Bulb Sprayer","Black","true","","AnSp18-415Blk","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBRndFrst128AnSpTslBlk","Round","128","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Frosted","false","media_or_configuration_invalid","AnSpTsl18-415Blk","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"LBRnd78LtnMtGl","Round","78","Clear","18-415","Lotion Pump","Matte Gold","true","","Ltn18-415MtGl","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-matte-gold-lotion-pump-and-cap"
"LBRnd78LtnShnGl","Round","78","Clear","18-415","Lotion Pump","Shiny Gold","false","media_or_configuration_invalid","Ltn18-415ShnGl","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-shiny-gold-lotion-pump-and-cap"
"LBRnd78LtnShnBlk","Round","78","Clear","18-415","Lotion Pump","Shiny Black","false","media_or_configuration_invalid","Ltn18-415ShnBlk","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-shiny-black-lotion-pump-and-cap"
"LBRnd78LtnMtSl","Round","78","Clear","18-415","Lotion Pump","Matte Silver","false","media_or_configuration_invalid","Ltn18-415MtSl","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-matte-silver-lotion-pump-and-cap"
"LBRnd78LtnShnSl","Round","78","Clear","18-415","Lotion Pump","Shiny Silver","false","media_or_configuration_invalid","Ltn18-415ShnSl","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-shiny-silver-lotion-pump-and-cap"
"LBRnd78LtnCu","Round","78","Clear","18-415","Lotion Pump","Copper","true","","Ltn18-415Cu","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-matte-copper-lotion-pump-and-cap"
"LBRndFrst78LtnMtGl","Round","78","Frosted","18-415","Lotion Pump","Frosted","true","","Ltn18-415MtGl","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-matte-gold-lotion-pump-and-cap"
"LBRndFrst78LtnShnGl","Round","78","Frosted","18-415","Lotion Pump","Frosted","true","","Ltn18-415ShnGl","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-shiny-gold-lotion-pump-and-cap"
"LBRndFrst78LtnShnBlk","Round","78","Frosted","18-415","Lotion Pump","Frosted","true","","Ltn18-415ShnBlk","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-shiny-black-lotion-pump-and-cap"
"LBRndFrst78LtnMtSl","Round","78","Frosted","18-415","Lotion Pump","Frosted","true","","Ltn18-415MtSl","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-matte-silver-lotion-pump-and-cap"
"LBRndFrst78LtnShnSl","Round","78","Frosted","18-415","Lotion Pump","Frosted","true","","Ltn18-415ShnSl","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-shiny-silver-lotion-pump-and-cap"
"LBRndFrst78LtnCu","Round","78","Frosted","18-415","Lotion Pump","Frosted","false","media_or_configuration_invalid","Ltn18-415Cu","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-matte-copper-lotion-pump-and-cap"
"GBRnd128DrpCu","Round","128","Clear","18-415","Dropper","Copper","false","exact_component_unresolved","","","","","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-white-dropper-shiny-copper-collar-cap"
"GBRndFrst128DrpCu","Round","128","Frosted","18-415","Dropper","Copper","false","exact_component_unresolved","","","","","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-white-dropper-shiny-copper-collar-cap"
"GBRnd128AnSpPnk","Round","128","Clear","18-415","Vintage Bulb Sprayer","Pink","true","","CP18-415AnSpPnk","","","true","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBRnd128AnSpIvyGl","Round","128","Clear","18-415","Vintage Bulb Sprayer","Ivory Gold","true","","AnSp18-415IvyGl","","","true","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
