grace_sku,neck_finish,capacity_ml,height_mm,height_capped_mm,diameter_mm,width_mm,depth_mm,page
GBSlk50AnSpLvn,18-415,50.0,139.0,167.0,,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_lavender_vintage_style_bulb_sprayer_shiny_silver_collar_cap.html
GBSlk50AnSpTslLvn,18-415,50.0,139.0,159.0,,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_lavender_vintage_style_sprayer_with_tassel_shiny_silver_collar.html
LBSlk50LtnCu,18-415,50.0,139.0,163.0,28.0,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_matte_copper_lotion_pump_and_cap.html
GBSlk50SpryCu,18-415,50.0,139.0,164.0,,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_matte_copper_spray_and_cap.html
LBSlk50LtnMtGl,18-415,50.0,139.0,163.0,28.0,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_matte_gold_lotion_pump_and_cap.html
GBSlk50SpryMtGl,18-415,50.0,139.0,164.0,,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_matte_gold_spray_pump_and_cap.html
LBSlk50LtnMtSl,18-415,50.0,139.0,163.0,28.0,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_matte_silver_lotion_pump_and_cap.html
GBSlk50SpryMtSl,18-415,50.0,139.0,164.0,,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_matte_silver_spray_pump_and_cap.html
GBSlk50AnSpMtSl,18-415,50.0,139.0,167.0,,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_matte_silver_vintage_style_sprayer_matte_silver_collar_cap.html
GBSlk50AnSpTslMtSl,18-415,50.0,139.0,159.0,,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_matte_silver_vintage_style_sprayer_with_tassel_matte_silver_collar.html
GBSlk50AnSpPnk,18-415,50.0,139.0,167.0,,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_pink_vintage_style_bulb_sprayer_shiny_gold_collar_cap.html
GBSlk50AnSpTslPnk,18-415,50.0,139.0,159.0,,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_pink_vintage_style_sprayer_with_tassel_shiny_gold_collar.html
GBSlk50AnSpRed,18-415,50.0,139.0,167.0,,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_red_vintage_style_bulb_sprayer_shiny_silver_collar_cap.html
GBSlk50AnSpTslRed,18-415,50.0,139.0,159.0,,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_red_vintage_style_sprayer_with_tassel_shiny_silver_collar.html
GBSlk50RdcrBlkLthr,18-415,50.0,139.0,153.0,,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_reducer_black_faux_leather_cap.html
GBSlk50RdcrShnBlk,18-415,50.0,139.0,143.0,,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_reducer_black_shiny_cap.html
GBSlk50RdcrBrwnLthr,18-415,50.0,139.0,153.0,,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_reducer_brown_faux_leather_cap.html
GBSlk50RdcrIvyLthr,18-415,50.0,139.0,153.0,,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_reducer_ivory_faux_leather_cap.html
GBSlk50RdcrLBrwnLthr,18-415,50.0,139.0,153.0,,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_reducer_light_brown_faux_leather_cap.html
GBSlk50RdcrPnkLthr,18-415,50.0,139.0,153.0,,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_reducer_pink_faux_leather_cap.html
GBSlk50RdcrShnGl,18-415,50.0,139.0,143.0,,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_reducer_shiny_gold_cap.html
GBSlk50RdcrShnSl,18-415,50.0,139.0,143.0,,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_reducer_shiny_silver_cap.html
GBSlk50RdcrMtSl,18-415,50.0,139.0,143.0,,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_reducer_silver_matte_cap.html
GBSlk50RdcrShnBlkTall,18-415,50.0,139.0,150.0,,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_reducer_tall_black_shiny_cap.html
GBSlk50RdcrMtSlTall,18-415,50.0,139.0,150.0,,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_reducer_tall_silver_matte_cap.html
GBSlk50RdcrWht,18-415,50.0,139.0,150.0,,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_reducer_white_cap.html
LBSlk50LtnShnBlk,18-415,50.0,139.0,163.0,28.0,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_shiny_black_lotion_pump_and_cap.html
GBSlk50SpryShnBlk,18-415,50.0,139.0,164.0,,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_shiny_black_spray_pump_and_cap.html
LBSlk50LtnShnGl,18-415,50.0,139.0,163.0,28.0,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_shiny_gold_lotion_pump_and_cap.html
GBSlk50SpryShnGl,18-415,50.0,139.0,164.0,,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_shiny_gold_spray_pump_and_cap.html
LBSlk50LtnShnSl,18-415,50.0,139.0,163.0,28.0,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_shiny_silver_lotion_pump_and_cap.html
GBSlk50SpryShnSl,18-415,50.0,139.0,164.0,,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_shiny_silver_spray_and_cap.html
LBSlk50WhtRectClOverCap,18-415,50.0,139.0,171.0,28.0,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_white_rectangular_clear_over_the_cap.html
GBSlk50AnSpWht,18-415,50.0,139.0,167.0,,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_white_vintage_style_bulb_sprayer_shiny_silver_collar_cap.html
GBSlk50AnSpTslWht,18-415,50.0,139.0,159.0,,28.0,,https_www_bestbottles_com_product_sleek_design_50_ml_glass_bottle_white_vintage_style_sprayer_with_tassel_shiny_silver_collar.html
GBSleek5SpryBlkMatt,13-415,5.0,45.0,64.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_matte_black_spray.html
GBSleek5SpryBluMatt,13-415,5.0,45.0,64.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_matte_blue_spray.html
GBSleek5SpryCuMatt,13-415,5.0,45.0,64.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_matte_copper_spray.html
GBSleek5SpryGlMatt,13-415,5.0,45.0,64.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_matte_gold_spray.html
GBSleek5SprySlMatt,13-415,5.0,45.0,64.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_matte_silver_spray.html
GBSleek5MtlRollBlkSh,13-415,5.0,45.0,57.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_metal_roller_ball_plug_black_shiny_cap.html
GBSleek5MtlRollBlkDot,13-415,5.0,45.0,57.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_metal_roller_ball_plug_black_shiny_cap_with_dots.html
GBSleek5MtlRollCuMatt,13-415,5.0,45.0,57.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_metal_roller_ball_plug_matte_copper_cap.html
GBSleek5MtlRollGlMatt,13-415,5.0,45.0,57.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_metal_roller_ball_plug_matte_gold_cap.html
GBSleek5MtlRollSlMatt,13-415,5.0,45.0,57.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_metal_roller_ball_plug_matte_silver_cap.html
GBSleek5MtlRollPinkDot,13-415,5.0,45.0,57.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_metal_roller_ball_plug_pink_cap_with_dots.html
GBSleek5MtlRollGlSh,13-415,5.0,45.0,57.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_metal_roller_ball_plug_shiny_gold_cap.html
GBSleek5MtlRollSlSh,13-415,5.0,45.0,57.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_metal_roller_ball_plug_shiny_silver_cap.html
GBSleek5MtlRollSlDot,13-415,5.0,45.0,57.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_metal_roller_ball_plug_silver_cap_with_dots.html
GBSleek5RollBlkSh,13-415,5.0,45.0,57.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_plastic_roller_ball_plug_black_shiny_cap.html
GBSleek5RollBlkDot,13-415,5.0,45.0,57.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_plastic_roller_ball_plug_black_shiny_cap_with_dots.html
GBSleek5RollCuMatt,13-415,5.0,45.0,57.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_plastic_roller_ball_plug_matte_copper_cap.html
GBSleek5RollGlMatt,13-415,5.0,45.0,57.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_plastic_roller_ball_plug_matte_gold_cap.html
GBSleek5RollSlMatt,13-415,5.0,45.0,57.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_plastic_roller_ball_plug_matte_silver_cap.html
GBSleek5RollPinkDot,13-415,5.0,45.0,57.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_plastic_roller_ball_plug_pink_cap_with_dots.html
GBSleek5RollGlSh,13-415,5.0,45.0,57.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_plastic_roller_ball_plug_shiny_gold_cap.html
GBSleek5RollSlSh,13-415,5.0,45.0,57.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_plastic_roller_ball_plug_shiny_silver_cap.html
GBSleek5RollSlDot,13-415,5.0,45.0,57.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_plastic_roller_ball_plug_silver_cap_with_dots.html
GBSleek5SpryBlkSh,13-415,5.0,45.0,64.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_shiny_black_spray.html
GBSleek5Gl,13-415,5.0,45.0,50.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_shiny_gold_cap.html
GBSleek5SpryGlSh,13-415,5.0,45.0,64.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_shiny_gold_spray.html
GBSleek5Sl,13-415,5.0,45.0,57.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_shiny_silver_cap.html
GBSleek5SprySlSh,13-415,5.0,45.0,64.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_shiny_silver_spray.html
GBSleek5BlkSht,13-415,5.0,45.0,47.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_short_black_cap.html
GBSleek5WhtSht,13-415,5.0,45.0,56.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_5_ml_glass_bottle_short_white_cap.html
GBSleek8SpryBlkMatt,13-415,8.0,66.0,86.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_matte_black_spray.html
GBSleek8SpryBluMatt,13-415,8.0,66.0,86.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_matte_blue_spray.html
GBSleek8SpryCuMatt,13-415,8.0,66.0,86.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_matte_copper_spray.html
GBSleek8SpryGlMatt,13-415,8.0,66.0,86.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_matte_gold_spray.html
GBSleek8SprySlMatt,13-415,8.0,66.0,86.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_matte_silver_spray.html
GBSleek8MtlRollBlkSh,13-415,8.0,66.0,78.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_metal_roller_ball_plug_black_shiny_cap.html
GBSleek8MtlRollBlkDot,13-415,8.0,66.0,78.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_metal_roller_ball_plug_black_shiny_cap_with_dots.html
GBSleek8MtlRollCuMatt,13-415,8.0,66.0,78.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_metal_roller_ball_plug_matte_copper_cap.html
GBSleek8MtlRollGlMatt,13-415,8.0,66.0,78.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_metal_roller_ball_plug_matte_gold_cap.html
GBSleek8MtlRollSlMatt,13-415,8.0,66.0,78.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_metal_roller_ball_plug_matte_silver_cap.html
GBSleek8MtlRollPinkDot,13-415,8.0,66.0,78.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_metal_roller_ball_plug_pink_cap_with_dots.html
GBSleek8MtlRollGlSh,13-415,8.0,66.0,78.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_metal_roller_ball_plug_shiny_gold_cap.html
GBSleek8MtlRollSlSh,13-415,8.0,66.0,78.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_metal_roller_ball_plug_shiny_silver_cap.html
GBSleek8MtlRollSlDot,13-415,8.0,66.0,78.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_metal_roller_ball_plug_silver_cap_with_dots.html
GBSleek8RollBlkSh,13-415,8.0,66.0,78.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_plastic_roller_ball_plug_black_shiny_cap.html
GBSleek8RollBlkDot,13-415,8.0,66.0,78.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_plastic_roller_ball_plug_black_shiny_cap_with_dots.html
GBSleek8RollCuMatt,13-415,8.0,66.0,78.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_plastic_roller_ball_plug_matte_copper_cap.html
GBSleek8RollGlMatt,13-415,8.0,66.0,78.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_plastic_roller_ball_plug_matte_gold_cap.html
GBSleek8RollSlMatt,13-415,8.0,66.0,78.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_plastic_roller_ball_plug_matte_silver_cap.html
GBSleek8RollPinkDot,13-415,8.0,66.0,78.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_plastic_roller_ball_plug_pink_cap_with_dots.html
GBSleek8RollGlSh,13-415,8.0,66.0,78.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_plastic_roller_ball_plug_shiny_gold_cap.html
GBSleek8RollSlSh,13-415,8.0,66.0,78.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_plastic_roller_ball_plug_shiny_silver_cap.html
GBSleek8RollSlDot,13-415,8.0,66.0,78.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_plastic_roller_ball_plug_silver_cap_with_dots.html
GBSleek8SpryBlkSh,13-415,8.0,66.0,86.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_shiny_black_spray.html
GBSleek8Gl,13-415,8.0,66.0,78.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_shiny_gold_cap.html
GBSleek8SpryGlSh,13-415,8.0,66.0,86.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_shiny_gold_spray.html
GBSleek8Sl,13-415,8.0,66.0,78.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_shiny_silver_cap.html
GBSleek8SprySlSh,13-415,8.0,66.0,86.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_shiny_silver_spray.html
GBSleek8BlkSht,13-415,8.0,66.0,68.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_short_black_cap.html
GBSleek8WhtSht,13-415,8.0,66.0,68.0,,17.0,17.0,https_www_bestbottles_com_product_sleek_design_8_ml_glass_bottle_short_white_cap.html
GBSlm100AnSpBlk,18-415,100.0,154.0,197.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_black_vintage_style_bulb_sprayer_shiny_silver_collar_cap.html
GBSlm100AnSpTslBlk,18-415,100.0,154.0,175.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_black_vintage_style_sprayer_with_tassel_shiny_silver_collar.html
LBSlm100MtSlClOvrCap,18-415,100.0,154.0,187.0,,37.0,37.0,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_clear_over_the_cap_lotion_pump_matte_silver_collar_cap.html
GBSlm100AnSpGl,18-415,100.0,154.0,197.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_gold_vintage_style_sprayer_shiny_gold_collar_cap.html
GBSlm100AnSpTslGl,18-415,100.0,154.0,175.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_gold_vintage_style_sprayer_with_tassel_shiny_gold_collar.html
GBSlm100AnSpIvyGl,18-415,100.0,154.0,197.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_ivory_vintage_style_bulb_sprayer_shiny_gold_collar_cap.html
GBSlm100AnSpIvySl,18-415,100.0,154.0,197.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_ivory_vintage_style_bulb_sprayer_shiny_silver_collar_cap.html
GBSlm100AnSpTslIvyGl,18-415,100.0,154.0,175.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_ivory_vintage_style_sprayer_with_tassel_shiny_gold_collar.html
GBSlm100AnSpTslIvySl,18-415,100.0,154.0,175.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_ivory_vintage_style_sprayer_with_tassel_shiny_silver_collar.html
GBSlm100AnSpLvn,18-415,100.0,154.0,197.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_lavender_vintage_style_bulb_sprayer_shiny_silver_collar_cap.html
GBSlm100AnSpTslLvn,18-415,100.0,154.0,175.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_lavender_vintage_style_sprayer_with_tassel_shiny_silver_collar.html
LBSlm100LtnCu,18-415,100.0,154.0,180.0,,37.0,37.0,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_matte_copper_lotion_pump_and_cap.html
GBSlm100SpryCu,18-415,100.0,154.0,180.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_matte_copper_spray_and_cap.html
LBSlm100LtnMtGl,18-415,100.0,154.0,180.0,,37.0,37.0,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_matte_gold_lotion_pump_and_cap.html
GBSlm100SpryMtGl,18-415,100.0,154.0,180.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_matte_gold_spray_pump_and_cap.html
LBSlm100LtnMtSl,18-415,100.0,154.0,180.0,,37.0,37.0,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_matte_silver_lotion_pump_and_cap.html
GBSlm100SpryMtSl,18-415,100.0,154.0,180.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_matte_silver_spray_pump_and_cap.html
GBSlm100AnSpMtSl,18-415,100.0,154.0,197.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_matte_silver_vintage_style_sprayer_matte_silver_collar_cap.html
GBSlm100AnSpTslMtSl,18-415,100.0,154.0,175.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_matte_silver_vintage_style_sprayer_with_tassel_matte_silver_collar.html
GBSlm100AnSpPnk,18-415,100.0,154.0,197.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_pink_vintage_style_bulb_sprayer_shiny_gold_collar_cap.html
GBSlm100AnSpTslPnk,18-415,100.0,154.0,175.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_pink_vintage_style_sprayer_with_tassel_shiny_gold_collar.html
GBSlm100AnSpRed,18-415,100.0,154.0,197.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_red_vintage_style_bulb_sprayer_shiny_silver_collar_cap.html
GBSlm100AnSpTslRed,18-415,100.0,154.0,175.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_red_vintage_style_sprayer_with_tassel_shiny_silver_collar.html
GBSlm100RdcrBlkLthr,18-415,100.0,154.0,184.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_reducer_black_faux_leather_cap.html
GBSlm100RdcrShnBlk,18-415,100.0,154.0,158.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_reducer_black_shiny_cap.html
GBSlm100RdcrBrwnLthr,18-415,100.0,154.0,184.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_reducer_brown_faux_leather_cap.html
GBSlm100RdcrIvyLthr,18-415,100.0,154.0,184.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_reducer_ivory_faux_leather_cap.html
GBSlm100RdcrLBrwnLthr,18-415,100.0,154.0,184.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_reducer_light_brown_faux_leather_cap.html
GBSlm100RdcrPnkLthr,18-415,100.0,154.0,184.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_reducer_pink_faux_leather_cap.html
GBSlm100RdcrShnGl,18-415,100.0,154.0,165.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_reducer_shiny_gold_cap.html
GBSlm100RdcrShnSl,18-415,100.0,154.0,158.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_reducer_shiny_silver_cap.html
GBSlm100RdcrMtSl,18-415,100.0,154.0,158.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_reducer_silver_matte_cap.html
GBSlm100RdcrShnBlkTall,18-415,100.0,154.0,165.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_reducer_tall_black_shiny_cap.html
GBSlm100RdcrMtSlTall,18-415,100.0,154.0,165.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_reducer_tall_silver_matte_cap.html
GBSlm100RdcrWht,18-415,100.0,154.0,165.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_reducer_white_cap.html
LBSlm100LtnShnBlk,18-415,100.0,154.0,180.0,,37.0,37.0,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_shiny_black_lotion_pump_and_cap.html
GBSlm100SpryShnBlk,18-415,100.0,154.0,180.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_shiny_black_spray_pump_and_cap.html
LBSlm100LtnShnGl,18-415,100.0,154.0,180.0,,37.0,37.0,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_shiny_gold_lotion_pump_and_cap.html
GBSlm100SpryShnGl,18-415,100.0,154.0,180.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_shiny_gold_spray_pump_and_cap.html
LBSlm100LtnShnSl,18-415,100.0,154.0,180.0,,37.0,37.0,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_shiny_silver_lotion_pump_and_cap.html
GBSlm100SpryShnSl,18-415,100.0,154.0,180.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_shiny_silver_spray_and_cap.html
GBSlm100AnSpWht,18-415,100.0,154.0,197.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_white_vintage_style_bulb_sprayer_shiny_silver_collar_cap.html
GBSlm100AnSpTslWht,18-415,100.0,154.0,175.0,37.0,37.0,,https_www_bestbottles_com_product_slim_design_100_ml_glass_bottle_white_vintage_style_sprayer_with_tassel_shiny_silver_collar.html
GBSlm30AnSpBlk,18-415,30.0,87.0,115.0,30.0,30.0,,https_www_bestbottles_com_product_slim_design_30_ml_glass_bottle_black_vintage_style_bulb_sprayer_shiny_silver_collar_cap.html
LBSlm30LtnClOvrCap,18-415,30.0,87.0,113.0,,30.0,30.0,https_www_bestbottles_com_product_slim_design_30_ml_glass_bottle_clear_over_the_cap_lotion_pump_matte_silver_collar_cap.html
GBSlm30AnSpGl,18-415,30.0,87.0,115.0,30.0,30.0,,https_www_bestbottles_com_product_slim_design_30_ml_glass_bottle_gold_vintage_style_sprayer_shiny_gold_collar_cap.html
GBSlm30AnSpIvyGl,18-415,30.0,87.0,115.0,30.0,30.0,,https_www_bestbottles_com_product_slim_design_30_ml_glass_bottle_ivory_vintage_style_bulb_sprayer_shiny_gold_collar_cap.html
GBSlm30AnSpIvySl,18-415,30.0,87.0,115.0,30.0,30.0,,https_www_bestbottles_com_product_slim_design_30_ml_glass_bottle_ivory_vintage_style_bulb_sprayer_shiny_silver_collar_cap.html
GBSlm30AnSpLvn,18-415,30.0,87.0,115.0,30.0,30.0,,https_www_bestbottles_com_product_slim_design_30_ml_glass_bottle_lavender_vintage_style_bulb_sprayer_shiny_silver_collar_cap.html
LBSlm30LtnCu,18-415,30.0,87.0,112.0,,30.0,30.0,https_www_bestbottles_com_product_slim_design_30_ml_glass_bottle_matte_copper_lotion_pump_and_cap.html
GBSlm30SpryCu,18-415,30.0,87.0,112.0,30.0,30.0,,https_www_bestbottles_com_product_slim_design_30_ml_glass_bottle_matte_copper_spray_and_cap.html
LBSlm30LtnMtGl,18-415,30.0,87.0,112.0,,30.0,30.0,https_www_bestbottles_com_product_slim_design_30_ml_glass_bottle_matte_gold_lotion_pump_and_cap.html
GBSlm30SpryMtGl,18-415,30.0,87.0,112.0,30.0,30.0,,https_www_bestbottles_com_product_slim_design_30_ml_glass_bottle_matte_gold_spray_pump_and_cap.html
LBSlm30LtnMtSl,18-415,30.0,87.0,112.0,,30.0,30.0,https_www_bestbottles_com_product_slim_design_30_ml_glass_bottle_matte_silver_lotion_pump_and_cap.html
GBSlm30SpryMtSl,18-415,30.0,87.0,112.0,30.0,30.0,,https_www_bestbottles_com_product_slim_design_30_ml_glass_bottle_matte_silver_spray_pump_and_cap.html
