websiteSku,graceSku,family,capacityMl,neckThreadSize,applicator,category,color,capColor,capStyle,productUrl,retired
GBFlair15SpryGlSh,GB-FLR-CLR-15ML-SPR-SGLD,Flair,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Shiny Gold,Spray,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-shiny-gold-spray,False
GBFlair15SprySlMatt,GB-FLR-CLR-15ML-SPR-MSLV,Flair,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Silver,Spray,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-matte-silver-spray,False
GBFlair15SprySlSh,GB-FLR-CLR-15ML-SPR-SSLV,Flair,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Shiny Silver,Spray,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-shiny-silver-spray,False
GBFlair15WhtSht,GB-VIA-WHT-15ML-WHT-S-01,Flair,15.0,13-415,,Glass Bottle,Clear,White,Short,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-short-white-cap,False
GBPillar9BlkShSht,GB-PIL-CLR-9ML-CAP-BLK,Pillar,9.0,13-415,N/A,Glass Bottle,Clear,Clear,Short,https://www.bestbottles.com/product/pillar-design-9-ml-glass-bottle-black-short-cap,False
GBPillar9MtlRollBlkdot,GB-PIL-CLR-9ML-MRL-BDOT,Pillar,9.0,13-415,N/A,Glass Bottle,Clear,,,https://www.bestbottles.com/product/pillar-design-5-ml-glass-bottle-metal-roller-ball-plug-black-dots-cap,False
GBPillar9RollBlkDot,GB-PIL-CLR-9ML-RBL-BDOT,Pillar,9.0,13-415,N/A,Glass Bottle,Clear,Clear,Roll-On,https://www.bestbottles.com/product/pillar-design-5-ml-glass-bottle-roller-ball-plug-black-dots-cap,False
GBRect10BlkSht,GB-RCT-CLR-10ML-BLK-S-01,Rectangle,10.0,13-415,,Glass Bottle,Clear,Black,Short,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-short-black-cap,False
GBRect10Gl,GB-RCT-CLR-10ML-GLD-T-01,Rectangle,10.0,13-415,,Glass Bottle,Clear,Gold,Tall,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-shiny-gold-cap,False
GBRect10MtlRollBlkDot,GB-RCT-CLR-10ML-MRL-BKDT-01,Rectangle,10.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Black Dotted,Dot Cap,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots,False
GBRect10MtlRollBlkSh,GB-RCT-CLR-10ML-MRL-SBLK-01,Rectangle,10.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Shiny Black,Roll-On,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-metal-roller-ball-plug-black-shiny-cap,False
GBRect10MtlRollCuMatt,GB-RCT-CLR-10ML-MRL-MCPR-01,Rectangle,10.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Matte Copper,Roll-On,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-metal-roller-ball-plug-matte-copper-cap,False
GBRect10MtlRollGlMatt,GB-RCT-CLR-10ML-MRL-MGLD-01,Rectangle,10.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Matte Gold,Screw Cap,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-metal-roller-ball-plug-matte-gold-cap,False
GBRect10MtlRollGlSh,GB-RCT-CLR-10ML-MRL-SGLD-01,Rectangle,10.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Shiny Gold,Screw Cap,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-metal-roller-ball-plug-shiny-gold-cap,False
GBRect10MtlRollPinkDot,GB-RCT-CLR-10ML-MRL-PKDT,Rectangle,10.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Pink Dotted,Dot Cap,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-metal-roller-ball-plug-pink-cap-with-dots,False
GBRect10MtlRollSlDot,GB-RCT-CLR-10ML-MRL-SLDT-01,Rectangle,10.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Silver Dotted,Dot Cap,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-metal-roller-ball-plug-silver-cap-with-dots,False
GBRect10MtlRollSlMatt,GB-RCT-CLR-10ML-MRL-MSLV-01,Rectangle,10.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Matte Silver,Roll-On,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-metal-roller-ball-plug-matte-silver-cap,False
GBRect10MtlRollSlSh,GB-RCT-CLR-10ML-MRL-SSLV-01,Rectangle,10.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Shiny Silver,Roll-On,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-metal-roller-ball-plug-shiny-silver-cap,False
GBRect10RollBlkDot,GB-RCT-CLR-10ML-ROL-BKDT-01,Rectangle,10.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Black Dotted,Dot Cap,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-plastic-roller-ball-plug-black-shiny-cap-with-dots,False
GBRect10RollBlkSh,GB-RCT-CLR-10ML-ROL-SBLK-01,Rectangle,10.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Shiny Black,Roll-On,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-plastic-roller-ball-plug-black-shiny-cap,False
GBRect10RollCuMatt,GB-RCT-CLR-10ML-ROL-MCPR-01,Rectangle,10.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Matte Copper,Roll-On,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-plastic-roller-ball-plug-matte-copper-cap,False
GBRect10RollGlMatt,GB-RCT-CLR-10ML-ROL-MGLD-01,Rectangle,10.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Matte Gold,Screw Cap,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-plastic-roller-ball-plug-matte-gold-cap,False
GBRect10RollGlSh,GB-RCT-CLR-10ML-ROL-SGLD-01,Rectangle,10.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Shiny Gold,Screw Cap,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-plastic-roller-ball-plug-shiny-gold-cap,False
GBRect10RollPinkDot,GB-RCT-CLR-10ML-ROL-PKDT-01,Rectangle,10.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Pink Dotted,Dot Cap,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-plastic-roller-ball-plug-pink-cap-with-dots,False
GBRect10RollSlDot,GB-RCT-CLR-10ML-ROL-SLDT-01,Rectangle,10.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Silver Dotted,Dot Cap,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-plastic-roller-ball-plug-silver-cap-with-dots,False
GBRect10RollSlMatt,GB-RCT-CLR-10ML-ROL-MSLV-01,Rectangle,10.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Matte Silver,Roll-On,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-plastic-roller-ball-plug-matte-silver-cap,False
GBRect10RollSlSh,GB-RCT-CLR-10ML-ROL-SSLV-01,Rectangle,10.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Shiny Silver,Roll-On,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-plastic-roller-ball-plug-shiny-silver-cap,False
GBRect10Sl,GB-RCT-CLR-10ML-SLV-T-01,Rectangle,10.0,13-415,,Glass Bottle,Clear,Silver,Tall,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-shiny-silver-cap,False
GBRect10SpryBlkMatt,GB-RCT-CLR-10ML-SPR-MBLK-01,Rectangle,10.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Black,Spray,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-matte-black-spray,False
GBRect10SpryBlkSh,GB-RCT-CLR-10ML-SPR-SBLK-01,Rectangle,10.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Shiny Black,Spray,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-shiny-black-spray,False
GBRect10SpryBluMatt,GB-RCT-CLR-10ML-SPR-MBLU-01,Rectangle,10.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Blue,Spray,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-matte-blue-spray,False
GBRect10SpryCuMatt,GB-RCT-CLR-10ML-SPR-MCPR-01,Rectangle,10.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Copper,Spray,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-matte-copper-spray,False
GBRect10SpryGlMatt,GB-RCT-CLR-10ML-SPR-MGLD-01,Rectangle,10.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Gold,Spray,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-matte-gold-spray,False
GBRect10SpryGlSh,GB-RCT-CLR-10ML-SPR-SGLD-01,Rectangle,10.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Shiny Gold,Spray,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-shiny-gold-spray,False
GBRect10SprySlMatt,GB-RCT-CLR-10ML-SPR-MSLV-01,Rectangle,10.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Silver,Spray,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-matte-silver-spray,False
GBRect10SprySlSh,GB-RCT-CLR-10ML-SPR-SSLV-01,Rectangle,10.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Shiny Silver,Spray,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-shiny-silver-spray,False
GBRect10WhtSht,GB-RCT-WHT-10ML-WHT-S-01,Rectangle,10.0,13-415,,Glass Bottle,Clear,White,Short,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-short-white-cap,False
GBTallRect10BlkSht,GB-RCT-CLR-10ML-BLK-S-02,Rectangle,10.0,13-415,,Glass Bottle,Clear,Black,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-short-black-cap,False
GBTallRect10Gl,GB-RCT-CLR-10ML-GLD-T-02,Rectangle,10.0,13-415,,Glass Bottle,Clear,Gold,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-shiny-gold-cap,False
GBTallRect10MtlRollBlkDot,GB-RCT-CLR-10ML-MRL-BKDT-02,Rectangle,10.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Black Dotted,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots,False
GBTallRect10MtlRollBlkSh,GB-RCT-CLR-10ML-MRL-SBLK-02,Rectangle,10.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Shiny Black,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap,False
GBTallRect10MtlRollCuMatt,GB-RCT-CLR-10ML-MRL-MCPR-02,Rectangle,10.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Matte Copper,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-metal-roller-ball-plug-matte-copper-cap,False
GBTallRect10MtlRollGlMatt,GB-RCT-CLR-10ML-MRL-MGLD-02,Rectangle,10.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Matte Gold,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-metal-roller-ball-plug-matte-gold-cap,False
GBTallRect10MtlRollGlSh,GB-RCT-CLR-10ML-MRL-SGLD-02,Rectangle,10.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Shiny Gold,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-metal-roller-ball-plug-shiny-gold-cap,False
GBTallRect10MtlRollPinkDo,GB-RCT-CLR-10ML-MRL,Rectangle,10.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Clear,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-metal-roller-ball-plug-pink-cap-with-dots,False
GBTallRect10MtlRollSlDot,GB-RCT-CLR-10ML-MRL-SLDT-02,Rectangle,10.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Silver Dotted,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-metal-roller-ball-plug-silver-cap-with-dots,False
GBTallRect10MtlRollSlMatt,GB-RCT-CLR-10ML-MRL-MSLV-02,Rectangle,10.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Matte Silver,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-metal-roller-ball-plug-matte-silver-cap,False
GBTallRect10MtlRollSlSh,GB-RCT-CLR-10ML-MRL-SSLV-02,Rectangle,10.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Shiny Silver,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-metal-roller-ball-plug-shiny-silver-cap,False
GBTallRect10RollBlkDot,GB-RCT-CLR-10ML-ROL-BKDT-02,Rectangle,10.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Black Dotted,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap-with-dots,False
GBTallRect10RollBlkSh,GB-RCT-CLR-10ML-ROL-SBLK-02,Rectangle,10.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Shiny Black,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap,False
GBTallRect10RollCuMatt,GB-RCT-CLR-10ML-ROL-MCPR-02,Rectangle,10.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Matte Copper,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-plastic-roller-ball-plug-matte-copper-cap,False
GBTallRect10RollGlMatt,GB-RCT-CLR-10ML-ROL-MGLD-02,Rectangle,10.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Matte Gold,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-plastic-roller-ball-plug-matte-gold-cap,False
GBTallRect10RollGlSh,GB-RCT-CLR-10ML-ROL-SGLD-02,Rectangle,10.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Shiny Gold,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-plastic-roller-ball-plug-shiny-gold-cap,False
GBTallRect10RollPinkDot,GB-RCT-CLR-10ML-ROL-PKDT-02,Rectangle,10.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Pink Dotted,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-plastic-roller-ball-plug-pink-cap-with-dots,False
GBTallRect10RollSlDot,GB-RCT-CLR-10ML-ROL-SLDT-02,Rectangle,10.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Silver Dotted,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-plastic-roller-ball-plug-silver-cap-with-dots,False
GBTallRect10RollSlMatt,GB-RCT-CLR-10ML-ROL-MSLV-02,Rectangle,10.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Matte Silver,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-plastic-roller-ball-plug-matte-silver-cap,False
GBTallRect10RollSlSh,GB-RCT-CLR-10ML-ROL-SSLV-02,Rectangle,10.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Shiny Silver,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-plastic-roller-ball-plug-shiny-silver-cap,False
GBTallRect10Sl,GB-RCT-CLR-10ML-SLV-T-02,Rectangle,10.0,13-415,,Glass Bottle,Clear,Silver,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-shiny-silver-cap,False
GBTallRect10SpryBlkMatt,GB-RCT-CLR-10ML-SPR-MBLK-02,Rectangle,10.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Black,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-matte-black-spray,False
GBTallRect10SpryBlkSh,GB-RCT-CLR-10ML-SPR-SBLK-02,Rectangle,10.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Shiny Black,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-shiny-black-spray,False
GBTallRect10SpryBluMatt,GB-RCT-CLR-10ML-SPR-MBLU-02,Rectangle,10.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Blue,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-matte-blue-spray,False
GBTallRect10SpryCuMatt,GB-RCT-CLR-10ML-SPR-MCPR-02,Rectangle,10.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Copper,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-matte-copper-spray,False
GBTallRect10SpryGlMatt,GB-RCT-CLR-10ML-SPR-MGLD-02,Rectangle,10.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Gold,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-matte-gold-spray,False
GBTallRect10SpryGlSh,GB-RCT-CLR-10ML-SPR-SGLD-02,Rectangle,10.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Shiny Gold,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-shiny-gold-spray,False
GBTallRect10SprySlMatt,GB-RCT-CLR-10ML-SPR-MSLV-02,Rectangle,10.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Silver,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-matte-silver-spray,False
GBTallRect10SprySlSh,GB-RCT-CLR-10ML-SPR-SSLV-02,Rectangle,10.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Shiny Silver,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-shiny-silver-spray,False
GBTallRect10WhtSht,GB-RCT-WHT-10ML-WHT-S-02,Rectangle,10.0,13-415,,Glass Bottle,Clear,White,Tall,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-short-white-cap,False
GBRoyal13BlkSht,GB-RYL-CLR-13ML-BLK-S,Royal,13.0,13-415,,Glass Bottle,Clear,Black,Short,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-short-black-cap,False
GBRoyal13Gl,GB-VIA-CLR-13ML-GLD-T,Royal,13.0,13-415,,Glass Bottle,Clear,Gold,Tall,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-shiny-gold-cap,False
GBRoyal13MtlRollBlkDot,GB-RYL-CLR-13ML-MRL-BKDT,Royal,13.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Black Dotted,Dot Cap,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots,False
GBRoyal13MtlRollBlkSh,GB-RYL-CLR-13ML-MRL-SBLK,Royal,13.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Shiny Black,Roll-On,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap,False
GBRoyal13MtlRollCuMatt,GB-RYL-CLR-13ML-MRL-MCPR,Royal,13.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Matte Copper,Roll-On,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-metal-roller-ball-plug-matte-copper-cap,False
GBRoyal13MtlRollGlMatt,GB-RYL-CLR-13ML-MRL-MGLD,Royal,13.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Matte Gold,Screw Cap,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-metal-roller-ball-plug-matte-gold-cap,False
GBRoyal13MtlRollGlSh,GB-RYL-CLR-13ML-MRL-SGLD,Royal,13.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Shiny Gold,Screw Cap,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-metal-roller-ball-plug-shiny-gold-cap,False
GBRoyal13MtlRollPinkDot,GB-RYL-CLR-13ML-MRL-PKDT,Royal,13.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Pink Dotted,Dot Cap,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-metal-roller-ball-plug-pink-cap-with-dots,False
GBRoyal13MtlRollSlDot,GB-RYL-CLR-13ML-MRL-SLDT,Royal,13.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Silver Dotted,Dot Cap,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-metal-roller-ball-plug-silver-cap-with-dots,False
GBRoyal13MtlRollSlMatt,GB-RYL-CLR-13ML-MRL-MSLV,Royal,13.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Matte Silver,Roll-On,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-metal-roller-ball-plug-matte-silver-cap,False
GBRoyal13MtlRollSlSh,GB-RYL-CLR-13ML-MRL-SSLV,Royal,13.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Shiny Silver,Roll-On,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-metal-roller-ball-plug-shiny-silver-cap,False
GBRoyal13RollBlkDot,GB-RYL-CLR-13ML-ROL-BKDT,Royal,13.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Black Dotted,Dot Cap,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap-with-dots,False
GBRoyal13RollBlkSh,GB-RYL-CLR-13ML-ROL-SBLK,Royal,13.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Shiny Black,Roll-On,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap,False
GBRoyal13RollCuMatt,GB-RYL-CLR-13ML-ROL-MCPR,Royal,13.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Matte Copper,Roll-On,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-plastic-roller-ball-plug-matte-copper-cap,False
GBRoyal13RollGlMatt,GB-RYL-CLR-13ML-ROL-MGLD,Royal,13.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Matte Gold,Screw Cap,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-plastic-roller-ball-plug-matte-gold-cap,False
GBRoyal13RollGlSh,GB-RYL-CLR-13ML-ROL-SGLD,Royal,13.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Shiny Gold,Screw Cap,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-plastic-roller-ball-plug-shiny-gold-cap,False
GBRoyal13RollPinkDot,GB-RYL-CLR-13ML-ROL-PKDT,Royal,13.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Pink Dotted,Dot Cap,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-plastic-roller-ball-plug-pink-cap-with-dots,False
GBRoyal13RollSlDot,GB-RYL-CLR-13ML-ROL-SLDT,Royal,13.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Silver Dotted,Dot Cap,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-plastic-roller-ball-plug-silver-cap-with-dots,False
GBRoyal13RollSlMatt,GB-RYL-CLR-13ML-ROL-MSLV,Royal,13.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Matte Silver,Roll-On,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-plastic-roller-ball-plug-matte-silver-cap,False
GBRoyal13RollSlSh,GB-RYL-CLR-13ML-ROL-SSLV,Royal,13.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Shiny Silver,Roll-On,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-plastic-roller-ball-plug-shiny-silver-cap,False
GBRoyal13Sl,GB-VIA-CLR-13ML-SLV-T,Royal,13.0,13-415,,Glass Bottle,Clear,Silver,Tall,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-shiny-silver-cap,False
GBRoyal13SpryBlkSh,GB-RYL-CLR-13ML-SPR-SBLK,Royal,13.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Shiny Black,Spray,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-shiny-black-spray,False
GBRoyal13SpryBluMatt,GB-RYL-CLR-13ML-SPR-MBLU,Royal,13.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Blue,Spray,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-matte-blue-spray,False
GBRoyal13SpryCuMatt,GB-RYL-CLR-13ML-SPR-MCPR,Royal,13.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Copper,Spray,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-matte-copper-spray,False
GBRoyal13SpryGlMatt,GB-RYL-CLR-13ML-SPR-MGLD,Royal,13.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Gold,Spray,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-matte-gold-spray,False
GBRoyal13SpryGlSh,GB-RYL-CLR-13ML-SPR-SGLD,Royal,13.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Shiny Gold,Spray,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-shiny-gold-spray,False
GBRoyal13SprySlMatt,GB-RYL-CLR-13ML-SPR-MSLV,Royal,13.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Silver,Spray,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-matte-silver-spray,False
GBRoyal13SprySlSh,GB-RYL-CLR-13ML-SPR-SSLV,Royal,13.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Shiny Silver,Spray,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-shiny-silver-spray,False
GBRoyal13WhtSht,GB-VIA-WHT-13ML-WHT-S,Royal,13.0,13-415,,Glass Bottle,Clear,White,Short,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-short-white-cap,False
GBSleek5BlkSht,GB-SLK-CLR-5ML-S,Sleek,5.0,13-415,,Glass Bottle,Clear,Clear,Short,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-short-black-cap,False
GBSleek5Gl,GB-SLK-CLR-5ML-GLD-T,Sleek,5.0,13-415,,Glass Bottle,Clear,Gold,Tall,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-shiny-gold-cap,False
GBSleek5MtlRollBlkDot,GB-SLK-CLR-5ML-MRL-BKDT,Sleek,5.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Black Dotted,Dot Cap,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots,False
GBSleek5MtlRollBlkSh,GB-SLK-CLR-5ML-MRL-SBLK,Sleek,5.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Shiny Black,Roll-On,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap,False
GBSleek5MtlRollCuMatt,GB-SLK-CLR-5ML-MRL-MCPR,Sleek,5.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Matte Copper,Roll-On,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-metal-roller-ball-plug-matte-copper-cap,False
