graceSku,websiteSku,productId,productGroupId,productGroupSlug,family,category,bottleCollection,shape,color,capacityMl,capacityOz,material,glassFinish,axisSemantics,heightWithoutCap_raw,heightWithCap_raw,diameter_raw,capHeight_raw,neckThreadSize,convexWidthMm_live,convexDepthMm_live,widthDepthIndependent,canon_bodyHeightMm,canon_bodyHeight_source,canon_bodyHeight_confidence,canon_widthAxisMm,canon_widthAxis_source,canon_widthAxis_confidence,canon_secondAxisMm,canon_secondAxis_status,canon_heightWithCapMm,conflict_flags,applicator,capStyle,capColor,trimColor,ballMaterial,assemblyType,bottleWeightG,dataGrade,verified,importSource,stockStatus,websiteTruthStatus,readinessStatus,readinessIssues,measurementSource,site_status,site_heightMm,site_heightWithCapMm,site_diameterMm,site_widthMm,site_depthMm,site_dimsRaw,site_url,site_measuredRenderUrl,site_depthviewRenderUrl,site_agreement,imageUrl,productUrl,itemName
GB-CIR-FRS-50ML-ASP-07,GBCrclFrst50AnSpTslPnk,BB-GB-050-0054,kh77rve0mpcjnh2brq04662ewd83k94v,circle-50ml-frosted-18-415-antiquespray,Circle,Glass Bottle,Circle,,Frosted,50,1.69,Glass,Frosted,flat,87 ±1 mm,109 ±2 mm,72 ±1 mm,,18-415,,,,87.0,catalog+site-confirmed,high,72.0,catalog+site-confirmed,high,23.0,from-live-site(Item Depth),109.0,,Vintage Bulb Sprayer,Spray,Frosted,,,,,,,,In Stock,truth_conflict,ready,,catalog,live,87.0,109.0,,72.0,23.0,Item Capacity: 50 ml (1.69 oz) | Item Height with Cap: 109 ±2 mm | Item Height without Cap: 87 ±1 mm | Item Width: 72 ±1 mm | Item Depth: 23 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar,,,H:agree;W:agree,https://www.bestbottles.com/images/store/enlarged_pics/GBCrclFrst50AnSpTslPnk.gif,,"Circle design 50 ml, 1.7oz  frosted glass bottle  with Pink vintage style bulb sprayer with tassel and shiny gold collar cap. For use with c"
GB-CIR-FRS-50ML-ASP-08,GBCrclFrst50AnSpTslRed,BB-GB-050-0055,kh77rve0mpcjnh2brq04662ewd83k94v,circle-50ml-frosted-18-415-antiquespray,Circle,Glass Bottle,Circle,,Frosted,50,1.69,Glass,Frosted,flat,87 ±1 mm,109 ±2 mm,72 ±1 mm,,18-415,,,,87.0,catalog+site-confirmed,high,72.0,catalog+site-confirmed,high,23.0,from-live-site(Item Depth),109.0,,Vintage Bulb Sprayer,Spray,Frosted,,,,,,,,In Stock,truth_conflict,ready,,catalog,live,87.0,109.0,,72.0,23.0,Item Capacity: 50 ml (1.69 oz) | Item Height with Cap: 109 ±2 mm | Item Height without Cap: 87 ±1 mm | Item Width: 72 ±1 mm | Item Depth: 23 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar,,,H:agree;W:agree,https://www.bestbottles.com/images/store/enlarged_pics/GBCrclFrst50AnSpTslRed.gif,,"Circle design 50 ml, 1.7oz  frosted glass bottle  with Red vintage style bulb sprayer with tasseland shiny silver collar cap. For use with c"
GB-CIR-FRS-50ML-ASP-09,GBCrclFrst50AnSpTslWht,BB-GB-050-0056,kh77rve0mpcjnh2brq04662ewd83k94v,circle-50ml-frosted-18-415-antiquespray,Circle,Glass Bottle,Circle,,Frosted,50,1.69,Glass,Frosted,flat,87 ±1 mm,109 ±2 mm,72 ±1 mm,,18-415,,,,87.0,catalog+site-confirmed,high,72.0,catalog+site-confirmed,high,23.0,from-live-site(Item Depth),109.0,,Vintage Bulb Sprayer,Spray,Frosted,,,,,,,,In Stock,truth_conflict,ready,,catalog,live,87.0,109.0,,72.0,23.0,Item Capacity: 50 ml (1.69 oz) | Item Height with Cap: 109 ±2 mm | Item Height without Cap: 87 ±1 mm | Item Width: 72 ±1 mm | Item Depth: 23 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar,,,H:agree;W:agree,https://www.bestbottles.com/images/store/enlarged_pics/GBCrclFrst50AnSpTslWht.gif,,"Circle design 50 ml, 1.7oz  frosted glass bottle  with White vintage style bulb sprayer with tasseland shiny silver collar cap. For use with"
GB-CIR-FRS-50ML-ASP-IVGD,GBCrclFrst50AnSpIvyGl,BB-GB-050-0042,kh77rve0mpcjnh2brq04662ewd83k94v,circle-50ml-frosted-18-415-antiquespray,Circle,Glass Bottle,Circle,,Frosted,50,1.69,Glass,Frosted,flat,87 ±1 mm,115 ±2 mm,72 ±1 mm,,18-415,,,,87.0,catalog+site-confirmed,high,72.0,catalog+site-confirmed,high,23.0,from-live-site(Item Depth),115.0,,Vintage Bulb Sprayer,Screw Cap,Ivory,Shiny Gold,,2-part,99,B — no thread,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,87.0,115.0,,72.0,23.0,Item Capacity: 50 ml (1.69 oz) | Item Height with Cap: 115 ±2 mm | Item Height without Cap: 87 ±1 mm | Item Width: 72 ±1 mm | Item Depth: 23 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap,,,H:agree;W:agree,https://www.bestbottles.com/images/store/enlarged_pics/GBCrclFrst50AnSpIvyGl.gif,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap,"Circle design 50 ml, 1.7oz  frosted glass bottle  with ivory vintage style bulb sprayer with shiny gold collar cap. For use with cologne, Ea"
GB-CIR-FRS-50ML-ASP-IVSL,GBCrclFrst50AnSpIvySl,BB-GB-050-0043,kh77rve0mpcjnh2brq04662ewd83k94v,circle-50ml-frosted-18-415-antiquespray,Circle,Glass Bottle,Circle,,Frosted,50,1.69,Glass,Frosted,flat,87 ±1 mm,115 ±2 mm,72 ±1 mm,,18-415,,,,87.0,catalog+site-confirmed,high,72.0,catalog+site-confirmed,high,23.0,from-live-site(Item Depth),115.0,,Vintage Bulb Sprayer,Spray,Ivory,Shiny Silver,,2-part,99,B — no thread,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,87.0,115.0,,72.0,23.0,Item Capacity: 50 ml (1.69 oz) | Item Height with Cap: 115 ±2 mm | Item Height without Cap: 87 ±1 mm | Item Width: 72 ±1 mm | Item Depth: 23 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap,,,H:agree;W:agree,https://www.bestbottles.com/images/store/enlarged_pics/GBCrclFrst50AnSpIvySl.gif,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap,"Circle design 50 ml, 1.7oz  frosted glass bottle  with ivory vintage style bulb sprayer with shiny silver collar cap. For use with cologne, "
GB-CIR-FRS-50ML-ASP-LVN,GBCrclFrst50AnSpLvn,BB-GB-050-0044,kh77rve0mpcjnh2brq04662ewd83k94v,circle-50ml-frosted-18-415-antiquespray,Circle,Glass Bottle,Circle,,Frosted,50,1.69,Glass,Frosted,flat,87 ±1 mm,115 ±2 mm,72 ±1 mm,,18-415,,,,87.0,catalog+site-confirmed,high,72.0,catalog+site-confirmed,high,23.0,from-live-site(Item Depth),115.0,,Vintage Bulb Sprayer,Spray,Lavender,Shiny Silver,,2-part,99,B — no thread,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,87.0,115.0,,72.0,23.0,Item Capacity: 50 ml (1.69 oz) | Item Height with Cap: 115 ±2 mm | Item Height without Cap: 87 ±1 mm | Item Width: 72 ±1 mm | Item Depth: 23 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap,,,H:agree;W:agree,https://www.bestbottles.com/images/store/enlarged_pics/GBCrclFrst50AnSpLvn.gif,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap,"Circle design 50 ml, 1.7oz  frosted glass bottle  with lavender vintage style bulb sprayer with shiny silver collar cap. For use with cologn"
GB-CIR-FRS-50ML-ASP-MSLV,GBCrclFrst50AnSpMtSl,BB-GB-050-0045,kh77rve0mpcjnh2brq04662ewd83k94v,circle-50ml-frosted-18-415-antiquespray,Circle,Glass Bottle,Circle,,Frosted,50,1.69,Glass,Frosted,flat,87 ±1 mm,115 ±2 mm,72 ±1 mm,,18-415,,,,87.0,catalog+site-confirmed,high,72.0,catalog+site-confirmed,high,23.0,from-live-site(Item Depth),115.0,,Vintage Bulb Sprayer,Spray,Matte Silver,Matte Silver,,2-part,99,B — no thread,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,87.0,115.0,,72.0,23.0,Item Capacity: 50 ml (1.69 oz) | Item Height with Cap: 115 ±2 mm | Item Height without Cap: 87 ±1 mm | Item Width: 72 ±1 mm | Item Depth: 23 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap,,,H:agree;W:agree,https://www.bestbottles.com/images/store/enlarged_pics/GBCrclFrst50AnSpMtSl.gif,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap,"Circle design 50 ml, 1.7oz  frosted glass bottle  with matte silver vintage style sprayer with matte silver collar cap. For use with cologne"
GB-CIR-FRS-50ML-ASP-PNK,GBCrclFrst50AnSpPnk,BB-GB-050-0046,kh77rve0mpcjnh2brq04662ewd83k94v,circle-50ml-frosted-18-415-antiquespray,Circle,Glass Bottle,Circle,,Frosted,50,1.69,Glass,Frosted,flat,87 ±1 mm,112 ±2 mm,72 ±1 mm,,18-415,,,,87.0,catalog+site-confirmed,high,72.0,catalog+site-confirmed,high,23.0,from-live-site(Item Depth),112.0,,Vintage Bulb Sprayer,Spray,Pink,Shiny Gold,,2-part,99,B — no thread,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,87.0,115.0,,72.0,23.0,Item Capacity: 50 ml (1.69 oz) | Item Height with Cap: 115 ±2 mm | Item Height without Cap: 87 ±1 mm | Item Width: 72 ±1 mm | Item Depth: 23 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap,,,H:agree;W:agree,https://www.bestbottles.com/images/store/enlarged_pics/GBCrclFrst50AnSpPnk.gif,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap,"Circle design 50 ml, 1.7oz  frosted glass bottle  with pink vintage style bulb sprayer with shiny gold collar cap. For use with cologne, Eau"
GB-CIR-FRS-50ML-ASP-RED,GBCrclFrst50AnSpRed,BB-GB-050-0047,kh77rve0mpcjnh2brq04662ewd83k94v,circle-50ml-frosted-18-415-antiquespray,Circle,Glass Bottle,Circle,,Frosted,50,1.69,Glass,Frosted,flat,87 ±1 mm,115 ±2 mm,72 ±1 mm,,18-415,,,,87.0,catalog+site-confirmed,high,72.0,catalog+site-confirmed,high,23.0,from-live-site(Item Depth),115.0,,Vintage Bulb Sprayer,Spray,Red,Shiny Silver,,2-part,99,B — no thread,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,87.0,115.0,,72.0,23.0,Item Capacity: 50 ml (1.69 oz) | Item Height with Cap: 115 ±2 mm | Item Height without Cap: 87 ±1 mm | Item Width: 72 ±1 mm | Item Depth: 23 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap,,,H:agree;W:agree,https://www.bestbottles.com/images/store/enlarged_pics/GBCrclFrst50AnSpRed.gif,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap,"Circle design 50 ml, 1.7oz  frosted glass bottle  with red vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Ea"
GB-CIR-FRS-50ML-ASP-SGLD,GBCrclFrst50AnSpGl,BB-GB-050-0041,kh77rve0mpcjnh2brq04662ewd83k94v,circle-50ml-frosted-18-415-antiquespray,Circle,Glass Bottle,Circle,,Frosted,50,1.69,Glass,Frosted,flat,87 ±1 mm,115 ±2 mm,72 ±1 mm,,18-415,,,,87.0,catalog+site-confirmed,high,72.0,catalog+site-confirmed,high,23.0,from-live-site(Item Depth),115.0,,Vintage Bulb Sprayer,Screw Cap,Shiny Gold,Shiny Gold,,2-part,99,B — no thread,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,87.0,115.0,,72.0,23.0,Item Capacity: 50 ml (1.69 oz) | Item Height with Cap: 115 ±2 mm | Item Height without Cap: 87 ±1 mm | Item Width: 72 ±1 mm | Item Depth: 23 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap,,,H:agree;W:agree,https://www.bestbottles.com/images/store/enlarged_pics/GBCrclFrst50AnSpGl.gif,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap,"Circle design 50 ml, 1.7oz  frosted glass bottle  with gold vintage style sprayer with shiny gold collar cap. For use with cologne, Eau de P"
GB-CIR-FRS-50ML-ASP-WHT,GBCrclFrst50AnSpWht,BB-GB-050-0057,kh77rve0mpcjnh2brq04662ewd83k94v,circle-50ml-frosted-18-415-antiquespray,Circle,Glass Bottle,Circle,,Frosted,50,1.69,Glass,Frosted,flat,87 ±1 mm,112 ±2 mm,72 ±1 mm,,18-415,,,,87.0,catalog+site-confirmed,high,72.0,catalog+site-confirmed,high,23.0,from-live-site(Item Depth),112.0,,Vintage Bulb Sprayer,Spray,White,Shiny Silver,,2-part,99,B — no thread,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,87.0,115.0,,72.0,23.0,Item Capacity: 50 ml (1.69 oz) | Item Height with Cap: 115 ±2 mm | Item Height without Cap: 87 ±1 mm | Item Width: 72 ±1 mm | Item Depth: 23 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap,,,H:agree;W:agree,https://www.bestbottles.com/images/store/enlarged_pics/GBCrclFrst50AnSpWht.gif,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap,"Circle design 50 ml, 1.7oz  frosted glass bottle  with white vintage style bulb sprayer with shiny silver collar cap. For use with cologne, "
LB-CIR-CLR-100ML-LPM-COCP,LBCrcl100LtnClOvrCap,BB-GB-100-0324,kh77b97zrmx6rxnzp32j65rr3983j333,circle-100ml-clear-18-415-lotionpump,Circle,Glass Bottle,Circle,,Clear,100,3.38,Glass,Clear,flat,105 ±2 mm,131 ±2 mm,35 ±0.5 mm,,18-415,35.0,35.0,no(copy-of-diameter),105.0,catalog+site-confirmed,high,89.0,live-site-pdp,high,29.0,from-live-site(Item Depth),131.0,convex_widthaxis_corrected_by_site(was=35.0),Lotion Pump,Pump,Clear Overcap,,,2-part,99,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,105.0,131.0,,89.0,29.0,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 131 ±2 mm | Item Height without Cap: 105 ±2 mm | Item Width: 89 ±1 mm | Item Depth: 29 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,https://www.bestbottles.com/images/store/measured/LBCrcl100LtnClOvrCap.gif,https://www.bestbottles.com/images/store/depthview/LBCrcl100LtnClOvrCap.gif,H:agree;W:DISAGREE(site=89.0),https://www.bestbottles.com/images/store/enlarged_pics/LBCrcl100LtnClOvrCap.gif,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,"Circle design 100 ml, 3 1/2oz clear glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, ligh"
LB-CIR-CLR-100ML-LPM-CPR,LBCrcl100LtnCu,BB-GB-100-0325,kh77b97zrmx6rxnzp32j65rr3983j333,circle-100ml-clear-18-415-lotionpump,Circle,Glass Bottle,Circle,,Clear,100,3.38,Glass,Clear,flat,105 ±2 mm,130 ±2 mm,35 ±0.5 mm,,18-415,,,,105.0,catalog+site-confirmed,high,89.0,live-site-pdp,high,29.0,from-live-site(Item Depth),130.0,convex_widthaxis_corrected_by_site(was=35.0),Lotion Pump,Pump,Copper,,,2-part,99,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,105.0,130.0,,89.0,29.0,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 130 ±2 mm | Item Height without Cap: 105 ±2 mm | Item Width: 89 ±1 mm | Item Depth: 29 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-matte-copper-lotion-pump-and-cap,https://www.bestbottles.com/images/store/measured/LBCrcl100LtnCu.gif,https://www.bestbottles.com/images/store/depthview/LBCrcl100LtnCu.gif,H:agree;W:DISAGREE(site=89.0),https://www.bestbottles.com/images/store/enlarged_pics/LBCrcl100LtnCu.gif,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-matte-copper-lotion-pump-and-cap,"Circle design 100 ml, 3 1/2oz clear glass bottle with matte copper lotion pump. For use with serums, light creams, moisturizers, facial oils"
LB-CIR-CLR-100ML-LPM-MGLD,LBCrcl100LtnMtGl,BB-GB-100-0326,kh77b97zrmx6rxnzp32j65rr3983j333,circle-100ml-clear-18-415-lotionpump,Circle,Glass Bottle,Circle,,Clear,100,3.38,Glass,Clear,flat,105 ±2 mm,130 ±2 mm,35 ±0.5 mm,,18-415,,,,105.0,catalog+site-confirmed,high,89.0,live-site-pdp,high,29.0,from-live-site(Item Depth),130.0,convex_widthaxis_corrected_by_site(was=35.0),Lotion Pump,Screw Cap,Matte Gold,,,2-part,99,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,105.0,130.0,,89.0,29.0,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 130 ±2 mm | Item Height without Cap: 105 ±2 mm | Item Width: 89 ±1 mm | Item Depth: 29 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-matte-gold-lotion-pump-and-cap,https://www.bestbottles.com/images/store/measured/LBCrcl100LtnMtGl.gif,https://www.bestbottles.com/images/store/depthview/LBCrcl100LtnMtGl.gif,H:agree;W:DISAGREE(site=89.0),https://www.bestbottles.com/images/store/enlarged_pics/LBCrcl100LtnMtGl.gif,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-matte-gold-lotion-pump-and-cap,"Circle design 100 ml, 3 1/2oz clear glass bottle with matte gold lotion pump. For use with serums, light creams, moisturizers, facial oils o"
LB-CIR-CLR-100ML-LPM-MSLV,LBCrcl100LtnMtSl,BB-GB-100-0327,kh77b97zrmx6rxnzp32j65rr3983j333,circle-100ml-clear-18-415-lotionpump,Circle,Glass Bottle,Circle,,Clear,100,3.38,Glass,Clear,flat,105 ±2 mm,130 ±2 mm,35 ±0.5 mm,,18-415,,,,105.0,catalog+site-confirmed,high,89.0,live-site-pdp,high,29.0,from-live-site(Item Depth),130.0,convex_widthaxis_corrected_by_site(was=35.0),Lotion Pump,Pump,Matte Silver,,,2-part,99,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,105.0,130.0,,89.0,29.0,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 130 ±2 mm | Item Height without Cap: 105 ±2 mm | Item Width: 89 ±1 mm | Item Depth: 29 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-matte-silver-lotion-pump-and-cap,https://www.bestbottles.com/images/store/measured/LBCrcl100LtnMtSl.gif,https://www.bestbottles.com/images/store/depthview/LBCrcl100LtnMtSl.gif,H:agree;W:DISAGREE(site=89.0),https://www.bestbottles.com/images/store/enlarged_pics/LBCrcl100LtnMtSl.gif,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-matte-silver-lotion-pump-and-cap,"Circle design 100 ml, 3 1/2oz clear glass bottle with matte silver lotion pump. For use with serums, light creams, moisturizers, facial oils"
LB-CIR-CLR-100ML-LPM-SBLK,LBCrcl100LtnShnBlk,BB-GB-100-0328,kh77b97zrmx6rxnzp32j65rr3983j333,circle-100ml-clear-18-415-lotionpump,Circle,Glass Bottle,Circle,,Clear,100,3.38,Glass,Clear,flat,105 ±2 mm,130 ±2 mm,35 ±0.5 mm,,18-415,,,,105.0,catalog+site-confirmed,high,89.0,live-site-pdp,high,29.0,from-live-site(Item Depth),130.0,convex_widthaxis_corrected_by_site(was=35.0),Lotion Pump,Pump,Shiny Black,,,2-part,99,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,105.0,130.0,,89.0,29.0,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 130 ±2 mm | Item Height without Cap: 105 ±2 mm | Item Width: 89 ±1 mm | Item Depth: 29 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-shiny-black-lotion-pump-and-cap,https://www.bestbottles.com/images/store/measured/LBCrcl100LtnShnBlk.gif,https://www.bestbottles.com/images/store/depthview/LBCrcl100LtnShnBlk.gif,H:agree;W:DISAGREE(site=89.0),https://www.bestbottles.com/images/store/enlarged_pics/LBCrcl100LtnShnBlk.gif,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-shiny-black-lotion-pump-and-cap,"Circle design 100 ml, 3 1/2oz clear glass bottle with shiny black lotion pump. For use with serums, light creams, moisturizers, facial oils "
LB-CIR-CLR-100ML-LPM-SGLD,LBCrcl100LtnShnGl,BB-GB-100-0329,kh77b97zrmx6rxnzp32j65rr3983j333,circle-100ml-clear-18-415-lotionpump,Circle,Glass Bottle,Circle,,Clear,100,3.38,Glass,Clear,flat,105 ±2 mm,130 ±2 mm,35 ±0.5 mm,,18-415,,,,105.0,catalog+site-confirmed,high,89.0,live-site-pdp,high,29.0,from-live-site(Item Depth),130.0,convex_widthaxis_corrected_by_site(was=35.0),Lotion Pump,Screw Cap,Shiny Gold,,,2-part,99,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,105.0,130.0,,89.0,29.0,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 130 ±2 mm | Item Height without Cap: 105 ±2 mm | Item Width: 89 ±1 mm | Item Depth: 29 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-shiny-gold-lotion-pump-and-cap,https://www.bestbottles.com/images/store/measured/LBCrcl100LtnShnGl.gif,https://www.bestbottles.com/images/store/depthview/LBCrcl100LtnShnGl.gif,H:agree;W:DISAGREE(site=89.0),https://www.bestbottles.com/images/store/enlarged_pics/LBCrcl100LtnShnGl.gif,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-shiny-gold-lotion-pump-and-cap,"Circle design 100 ml, 3 1/2oz clear glass bottle with shiny gold lotion pump. For use with serums, light creams, moisturizers, facial oils o"
LB-CIR-CLR-100ML-LPM-SSLV,LBCrcl100LtnShnSl,BB-GB-100-0330,kh77b97zrmx6rxnzp32j65rr3983j333,circle-100ml-clear-18-415-lotionpump,Circle,Glass Bottle,Circle,,Clear,100,3.38,Glass,Clear,flat,105 ±2 mm,130 ±2 mm,35 ±0.5 mm,,18-415,,,,105.0,catalog+site-confirmed,high,89.0,live-site-pdp,high,29.0,from-live-site(Item Depth),130.0,convex_widthaxis_corrected_by_site(was=35.0),Lotion Pump,Pump,Shiny Silver,,,2-part,99,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,105.0,130.0,,89.0,29.0,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 130 ±2 mm | Item Height without Cap: 105 ±2 mm | Item Width: 89 ±1 mm | Item Depth: 29 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-shiny-silver-lotion-pump-and-cap,https://www.bestbottles.com/images/store/measured/LBCrcl100LtnShnSl.gif,https://www.bestbottles.com/images/store/depthview/LBCrcl100LtnShnSl.gif,H:agree;W:DISAGREE(site=89.0),https://www.bestbottles.com/images/store/enlarged_pics/LBCrcl100LtnShnSl.gif,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-shiny-silver-lotion-pump-and-cap,"Circle design 100 ml, 3 1/2oz clear glass bottle with shiny silver lotion pump. For use with serums, light creams, moisturizers, facial oils"
GB-CIR-CLR-100ML-SPR-CPR,GBCrcl100SpryCu,BB-GB-100-0031,kh792dysy50xqhkcpamhfby00x83jews,circle-100ml-clear-18-415-perfumespray,Circle,Glass Bottle,Circle,,Clear,100,3.38,Glass,Clear,flat,105 ±2 mm,130 ±2 mm,78 ±1 mm,,18-415,78.0,78.0,no(copy-of-diameter),105.0,catalog+site-confirmed,high,89.0,live-site-pdp,high,29.0,from-live-site(Item Depth),130.0,convex_widthaxis_corrected_by_site(was=78.0),Perfume Spray Pump,Spray,Copper,,,2-part,99,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,105.0,130.0,,89.0,29.0,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 130 ±2 mm | Item Height without Cap: 105 ±2 mm | Item Width: 89 ±1 mm | Item Depth: 29 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-matte-copper-spray-and-cap,https://www.bestbottles.com/images/store/measured/GBCrcl100SpryCu.gif,https://www.bestbottles.com/images/store/depthview/GBCrcl100SpryCu.gif,H:agree;W:DISAGREE(site=89.0),https://www.bestbottles.com/images/store/enlarged_pics/GBCrcl100SpryCu.gif,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-matte-copper-spray-and-cap,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and"
